index_Name	index_ItemGenre	index_DetailType	index_ParticualrType	index_taskid	index_level	index_content
MËt ®å "§ång hµnh luyÖn cÊp" 141	6	1	587	146	75	§Õn §¹i Tï ®éng giÕt 150 tªn §ång Chïy, §ång hµnh ®¼ng cÊp tõ 65 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 142	6	1	588	147	25	§Õn Phôc L­u ®éng giÕt 50 con c¸ sÊu, §ång hµnh ®¼ng cÊp tõ 15 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 143	6	1	589	148	25	§Õn Phôc L­u ®éng giÕt 100 con c¸ sÊu, §ång hµnh ®¼ng cÊp tõ 15 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 144	6	1	590	149	25	§Õn Phôc L­u ®éng giÕt 150 con c¸ sÊu, §ång hµnh ®¼ng cÊp tõ 15 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 145	6	1	591	150	35	§Õn Miªu LÜnh giÕt 50 con tr©u rõng, §ång hµnh ®¼ng cÊp tõ 25 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 146	6	1	592	151	35	§Õn Miªu LÜnh giÕt 100 con tr©u rõng, §ång hµnh ®¼ng cÊp tõ 25 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 147	6	1	593	152	35	§Õn Miªu LÜnh giÕt 150 con tr©u rõng, §ång hµnh ®¼ng cÊp tõ 25 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 148	6	1	594	153	95	§Õn Kho¶ Lang ®éng giÕt 50 Lang Bæng, §ång hµnh ®¼ng cÊp tõ 85 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 149	6	1	595	154	95	§Õn Kho¶ Lang ®éng giÕt 100 Lang Bæng, §ång hµnh ®¼ng cÊp tõ 85 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 150	6	1	596	155	95	§Õn Kho¶ Lang ®éng giÕt 150 Lang Bæng, §ång hµnh ®¼ng cÊp tõ 85 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 151	6	1	597	156	75	§Õn S¬n B¶o ®éng giÕt 50 Háa Viªm Hæ, §ång hµnh ®¼ng cÊp tõ 65 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 152	6	1	598	157	75	§Õn S¬n B¶o ®éng giÕt 100 Háa Viªm Hæ, §ång hµnh ®¼ng cÊp tõ 65 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 153	6	1	599	158	75	§Õn S¬n B¶o ®éng giÕt 150 Háa Viªm Hæ, §ång hµnh ®¼ng cÊp tõ 65 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 154	6	1	600	159	35	§Õn YÕn Tö ®éng giÕt 50 con D¬i, §ång hµnh ®¼ng cÊp tõ 25 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 155	6	1	601	160	35	§Õn YÕn Tö ®éng giÕt 100 con D¬i, §ång hµnh ®¼ng cÊp tõ 25 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 156	6	1	602	161	35	§Õn YÕn Tö ®éng giÕt 150 con D¬i, §ång hµnh ®¼ng cÊp tõ 25 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 157	6	1	603	162	85	§Õn Vò L¨ng ®éng giÕt 50 tªn KÕ Chñy, §ång hµnh ®¼ng cÊp tõ 75 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 158	6	1	604	163	85	§Õn Vò L¨ng ®éng giÕt 100 tªn KÕ Chñy, §ång hµnh ®¼ng cÊp tõ 75 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 159	6	1	605	164	85	§Õn Vò L¨ng ®éng giÕt 150 tªn KÕ Chñy, §ång hµnh ®¼ng cÊp tõ 75 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 160	6	1	606	165	15	§Õn T­¬ng D­¬ng giÕt 50 con nhİm, §ång hµnh ®¼ng cÊp tõ 5 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 161	6	1	607	166	15	§Õn T­¬ng D­¬ng giÕt 100 con nhİm, §ång hµnh ®¼ng cÊp tõ 5 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 162	6	1	608	167	15	§Õn T­¬ng D­¬ng giÕt 150 con nhİm, §ång hµnh ®¼ng cÊp tõ 5 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 163	6	1	609	168	65	§Õn T­¬ng D­¬ng mËt ®¹o giÕt 50 tªn §ao binh §ång hµnh ®¼ng cÊp tõ 55 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 164	6	1	610	169	65	§Õn T­¬ng D­¬ng mËt ®¹o giÕt 100 tªn §ao binh, §ång hµnh ®¼ng cÊp tõ 55 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 165	6	1	611	170	65	§Õn T­¬ng D­¬ng mËt ®¹o giÕt 150 tªn §ao binh, §ång hµnh ®¼ng cÊp tõ 55 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 166	6	1	612	171	15	§Õn D­¬ng Ch©u giÕt 50 con nhİm, §ång hµnh ®¼ng cÊp tõ 5 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 167	6	1	613	172	15	§Õn D­¬ng Ch©u giÕt 100 con nhİm, §ång hµnh ®¼ng cÊp tõ 5 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 168	6	1	614	173	15	§Õn D­¬ng Ch©u giÕt 150 con nhİm, §ång hµnh ®¼ng cÊp tõ 5 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 169	6	1	615	174	25	§Õn Háa Lang ®éng giÕt 50 con Th­¬ng H©n, §ång hµnh ®¼ng cÊp tõ 15 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 170	6	1	616	175	25	§Õn Háa Lang ®éng giÕt 100 con Th­¬ng H©n, §ång hµnh ®¼ng cÊp tõ 15 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 171	6	1	617	176	25	§Õn Háa Lang ®éng giÕt 150 con Th­¬ng H©n, §ång hµnh ®¼ng cÊp tõ 15 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 172	6	1	618	177	35	§Õn Phôc Ng­u s¬n  §«ng giÕt 50 con Sãi xanh, §ång hµnh ®¼ng cÊp tõ 25 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 173	6	1	619	178	35	§Õn Phôc Ng­u s¬n  §«ng giÕt 100 con Sãi xanh, §ång hµnh ®¼ng cÊp tõ 25 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 174	6	1	620	179	35	§Õn Phôc Ng­u s¬n  §«ng giÕt 150 con Sãi xanh, §ång hµnh ®¼ng cÊp tõ 25 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 175	6	1	621	180	45	§Õn Kª Qu¸n ®éng giÕt 50 con Háa V©n Hæ, §ång hµnh ®¼ng cÊp tõ 35 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 176	6	1	622	181	45	§Õn Kª Qu¸n ®éng giÕt 100 con Háa V©n Hæ, §ång hµnh ®¼ng cÊp tõ 35 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 177	6	1	623	182	45	§Õn Kª Qu¸n ®éng giÕt 150 con Háa V©n Hæ, §ång hµnh ®¼ng cÊp tõ 35 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 178	6	1	624	183	35	§Õn Thôc C­¬ng s¬n  giÕt 50 con khØ x¸m, §ång hµnh ®¼ng cÊp tõ 25 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 179	6	1	625	184	35	§Õn Thôc C­¬ng s¬n  giÕt 100 con khØ x¸m, §ång hµnh ®¼ng cÊp tõ 25 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 180	6	1	626	185	35	§Õn Thôc C­¬ng s¬n  giÕt 150 con khØ x¸m, §ång hµnh ®¼ng cÊp tõ 25 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 181	6	1	627	186	95	§Õn TiÕn Cóc ®éng giÕt 50 tªn §ao Kh¸ch, §ång hµnh ®¼ng cÊp tõ 85 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 182	6	1	628	187	95	§Õn TiÕn Cóc ®éng giÕt 100 tªn §ao Kh¸ch, §ång hµnh ®¼ng cÊp tõ 85 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 183	6	1	629	188	95	§Õn TiÕn Cóc ®éng giÕt 150 tªn §ao Kh¸ch, §ång hµnh ®¼ng cÊp tõ 85 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 184	6	1	630	189	75	§Õn Linh Cèc ®éng giÕt 50 con GÊu n©u, §ång hµnh ®¼ng cÊp tõ 65 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 185	6	1	631	190	75	§Õn Linh Cèc ®éng giÕt 100 con GÊu n©u, §ång hµnh ®¼ng cÊp tõ 65 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 186	6	1	632	191	75	§Õn Linh Cèc ®éng giÕt 150 con GÊu n©u, §ång hµnh ®¼ng cÊp tõ 65 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 187	6	1	633	192	10	§Õn §¹o H­¬ng th«n giÕt 50 con Heo tr¾ng.
MËt ®å "§ång hµnh luyÖn cÊp" 188	6	1	634	193	10	§Õn §¹o H­¬ng th«n giÕt 100 con Heo tr¾ng.
MËt ®å "§ång hµnh luyÖn cÊp" 189	6	1	635	194	10	§Õn §¹o H­¬ng th«n giÕt 150 con Heo tr¾ng.
MËt ®å "§ång hµnh luyÖn cÊp" 190	6	1	636	195	15	§Õn Méc Nh©n H¹ng giÕt 50 tªn Méc nh©n, §ång hµnh ®¼ng cÊp tõ 5 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 191	6	1	637	196	15	§Õn Méc Nh©n H¹ng L¨ng giÕt 100 Méc nh©n, §ång hµnh ®¼ng cÊp tõ 5 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 192	6	1	638	197	15	§Õn Méc Nh©n H¹ng L¨ng giÕt 150 Méc nh©n, §ång hµnh ®¼ng cÊp tõ 5 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 193	6	1	639	198	45	§Õn ThiÕu L©m MËt thÊt giÕt 50 tªn §ång nh©n, §ång hµnh ®¼ng cÊp tõ 35 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 194	6	1	640	199	45	§Õn ThiÕu L©m MËt thÊt giÕt 100 tªn §ång nh©n, §ång hµnh ®¼ng cÊp tõ 35 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 195	6	1	641	200	45	§Õn ThiÕu L©m MËt thÊt giÕt 150 tªn §ång nh©n, §ång hµnh ®¼ng cÊp tõ 35 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 196	6	1	642	201	85	§Õn Phi Thiªn ®éng giÕt 50 tªn KÕ Chñy, §ång hµnh ®¼ng cÊp tõ 75 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 197	6	1	643	202	85	§Õn Phi Thiªn ®éng giÕt 100 tªn KÕ Chñy, §ång hµnh ®¼ng cÊp tõ 75 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 198	6	1	644	203	85	§Õn Phi Thiªn ®éng giÕt 150 tªn KÕ Chñy, §ång hµnh ®¼ng cÊp tõ 75 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 199	6	1	645	204	85	§Õn Phong L¨ng §é giÕt 50 tªn ThÇn Tı, §ång hµnh ®¼ng cÊp tõ 75 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 200	6	1	646	205	85	§Õn Phong L¨ng §é giÕt 100 tªn ThÇn Tı, §ång hµnh ®¼ng cÊp tõ 75 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 201	6	1	647	206	85	§Õn Phong L¨ng §é giÕt 150 tªn ThÇn Tı, §ång hµnh ®¼ng cÊp tõ 75 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 202	6	1	648	207	55	§Õn tÇng 1 T­êng V©n ®éng giÕt 50 tªn §ao Kh¸ch, §ång hµnh ®¼ng cÊp tõ 45 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 203	6	1	649	208	55	§Õn tÇng 1 T­êng V©n ®éng giÕt 100 tªn §ao Kh¸ch, §ång hµnh ®¼ng cÊp tõ 45 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 204	6	1	650	209	55	§Õn tÇng 1 T­êng V©n ®éng giÕt 150 tªn §ao Kh¸ch, §ång hµnh ®¼ng cÊp tõ 45 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 205	6	1	651	210	65	§Õn tÇng 2 T­êng V©n ®éng giÕt 50 tªn s¬n  tÆc, §ång hµnh ®¼ng cÊp tõ 55 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 206	6	1	652	211	65	§Õn tÇng 2 T­êng V©n ®éng giÕt 100 tªn s¬n  tÆc, §ång hµnh ®¼ng cÊp tõ 55 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 207	6	1	653	212	65	§Õn tÇng 2 T­êng V©n ®éng giÕt 150 tªn s¬n  tÆc, §ång hµnh ®¼ng cÊp tõ 55 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 208	6	1	654	213	65	§Õn tÇng 3 T­êng V©n ®éng giÕt 50 Lang Bæng, §ång hµnh ®¼ng cÊp tõ 55 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 209	6	1	655	214	65	§Õn tÇng 3 T­êng V©n ®éng giÕt 100 Lang Bæng, §ång hµnh ®¼ng cÊp tõ 55 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 210	6	1	656	215	65	§Õn tÇng 3 T­êng V©n ®éng giÕt 150 Lang Bæng, §ång hµnh ®¼ng cÊp tõ 55 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 211	6	1	657	216	65	§Õn tÇng 4 T­êng V©n ®éng giÕt 50 tªn Ngäc DiÖn, §ång hµnh ®¼ng cÊp tõ 55 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 212	6	1	658	217	65	§Õn tÇng 4 T­êng V©n ®éng giÕt 100 tªn Ngäc DiÖn, §ång hµnh ®¼ng cÊp tõ 55 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 213	6	1	659	218	65	§Õn tÇng 4 T­êng V©n ®éng giÕt 150 tªn Ngäc DiÖn, §ång hµnh ®¼ng cÊp tõ 55 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 214	6	1	660	219	75	§Õn tÇng 5 T­êng V©n ®éng giÕt 50 tªn §én Phñ, §ång hµnh ®¼ng cÊp tõ 65 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 215	6	1	661	220	75	§Õn tÇng 5 T­êng V©n ®éng giÕt 100 tªn §én Phñ, §ång hµnh ®¼ng cÊp tõ 65 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 216	6	1	662	221	75	§Õn tÇng 5 T­êng V©n ®éng giÕt 150 tªn §én Phñ, §ång hµnh ®¼ng cÊp tõ 65 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 217	6	1	663	222	85	§Õn D­¬ng Trung ®éng giÕt 50 tªn KÕ Chñy, §ång hµnh ®¼ng cÊp tõ 75 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 218	6	1	664	223	85	§Õn D­¬ng Trung ®éng giÕt 100 tªn KÕ Chñy, §ång hµnh ®¼ng cÊp tõ 75 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 219	6	1	665	224	85	§Õn D­¬ng Trung ®éng giÕt 150 tªn KÕ Chñy, §ång hµnh ®¼ng cÊp tõ 75 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 220	6	1	666	225	10	§Õn Long M«n trÊn giÕt 50 con Kim Miªu.
MËt ®å "§ång hµnh luyÖn cÊp" 221	6	1	667	226	10	§Õn Long M«n trÊn giÕt 100 con Kim Miªu.
MËt ®å "§ång hµnh luyÖn cÊp" 222	6	1	668	227	10	§Õn Long M«n trÊn giÕt 150 con Kim Miªu.
MËt ®å "§ång hµnh luyÖn cÊp" 223	6	1	669	228	45	§Õn Hoµng hµ Nguyªn ®Çu giÕt 50 con B¹ch hæ, §ång hµnh ®¼ng cÊp tõ 35 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 224	6	1	670	229	45	§Õn Hoµng hµ Nguyªn ®Çu giÕt 100 con B¹ch hæ, §ång hµnh ®¼ng cÊp tõ 35 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 225	6	1	671	230	45	§Õn Hoµng hµ Nguyªn ®Çu giÕt 150 con B¹ch hæ, §ång hµnh ®¼ng cÊp tõ 35 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 226	6	1	672	231	75	§Õn L·o Hæ ®éng giÕt 50 tªn Tr­êng Th­¬ng, §ång hµnh ®¼ng cÊp tõ 65 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 227	6	1	673	232	75	§Õn L·o Hæ ®éng giÕt 100 tªn Tr­êng Th­¬ng, §ång hµnh ®¼ng cÊp tõ 65 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 228	6	1	674	233	75	§Õn L·o Hæ ®éng giÕt 150 tªn Tr­êng Th­¬ng, §ång hµnh ®¼ng cÊp tõ 65 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 229	6	1	675	234	95	§Õn C¸n Viªn ®éng giÕt 50 con Voi Hoµng hµ, §ång hµnh ®¼ng cÊp tõ 85 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 230	6	1	676	235	95	§Õn C¸n Viªn ®éng giÕt 100 con Voi Hoµng hµ, §ång hµnh ®¼ng cÊp tõ 85 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 231	6	1	677	236	95	§Õn C¸n Viªn ®éng giÕt 150 con Voi Hoµng hµ, §ång hµnh ®¼ng cÊp tõ 85 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 232	6	1	678	237	55	§Õn tÇng 1 L­u Tiªn ®éng giÕt 50 tªn §o¶n Kİch, §ång hµnh ®¼ng cÊp tõ 45 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 233	6	1	679	238	55	§Õn tÇng 1 L­u Tiªn ®éng giÕt 100 tªn §o¶n Kİch, §ång hµnh ®¼ng cÊp tõ 45 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 234	6	1	680	239	55	§Õn tÇng 1 L­u Tiªn ®éng giÕt 150 tªn §o¶n Kİch, §ång hµnh ®¼ng cÊp tõ 45 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 235	6	1	681	240	65	§Õn tÇng 2 L­u Tiªn ®éng giÕt 50 tªn Ngäc DiÖn, §ång hµnh ®¼ng cÊp tõ 55 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 236	6	1	682	241	65	§Õn tÇng 2 L­u Tiªn ®éng giÕt 100 tªn Ngäc DiÖn, §ång hµnh ®¼ng cÊp tõ 55 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 237	6	1	683	242	65	§Õn tÇng 2 L­u Tiªn ®éng giÕt 150 tªn Ngäc DiÖn, §ång hµnh ®¼ng cÊp tõ 55 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 238	6	1	684	243	65	§Õn tÇng 3 L­u Tiªn ®éng giÕt 50 tªn L­u L·ng, §ång hµnh ®¼ng cÊp tõ 55 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 239	6	1	685	244	65	§Õn tÇng 3 L­u Tiªn ®éng giÕt 100 tªn L­u L·ng, §ång hµnh ®¼ng cÊp tõ 55 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 240	6	1	686	245	65	§Õn tÇng 3 L­u Tiªn ®éng giÕt 150 tªn L­u Lang, §ång hµnh ®¼ng cÊp tõ 55 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 241	6	1	687	246	65	§Õn tÇng 4 L­u Tiªn ®éng giÕt 50 tªn B×nh Th­¬ng, §ång hµnh ®¼ng cÊp tõ 55 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 242	6	1	688	247	65	§Õn tÇng 4 L­u Tiªn ®éng giÕt 100 tªn B×nh Th­¬ng, §ång hµnh ®¼ng cÊp tõ 55 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 243	6	1	689	248	65	§Õn tÇng 4 L­u Tiªn ®éng giÕt 150 tªn B×nh Th­¬ng, §ång hµnh ®¼ng cÊp tõ 55 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 244	6	1	690	249	75	§Õn tÇng 5 L­u Tiªn ®éng giÕt 50 tªn KÕ Chñy, §ång hµnh ®¼ng cÊp tõ 65 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 245	6	1	691	250	75	§Õn tÇng 5 L­u Tiªn ®éng giÕt 100 tªn KÕ Chñy, §ång hµnh ®¼ng cÊp tõ 65 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 246	6	1	692	251	75	§Õn tÇng 5 L­u Tiªn ®éng giÕt 150 tªn KÕ Chñy, §ång hµnh ®¼ng cÊp tõ 65 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 247	6	1	693	252	75	§Õn tÇng 6 L­u Tiªn ®éng giÕt 50 tªn Hµnh Gi¶, §ång hµnh ®¼ng cÊp tõ 75 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 248	6	1	694	253	75	§Õn tÇng 6 L­u Tiªn ®éng giÕt 100 tªn Hµnh Gi¶, §ång hµnh ®¼ng cÊp tõ 75 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 249	6	1	695	254	75	§Õn tÇng 6 L­u Tiªn ®éng giÕt 150 tªn Hµnh Gi¶, §ång hµnh ®¼ng cÊp tõ 75 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 250	6	1	696	255	55	§Õn B¨ng HuyÖt ®éng giÕt 50 con TuyÕt Qu¸i, §ång hµnh ®¼ng cÊp tõ 45 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 251	6	1	697	256	55	§Õn B¨ng HuyÖt ®éng giÕt 100 con TuyÕt Qu¸i, §ång hµnh ®¼ng cÊp tõ 45 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 252	6	1	698	257	55	§Õn B¨ng HuyÖt ®éng giÕt 150 con TuyÕt Qu¸i, §ång hµnh ®¼ng cÊp tõ 45 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 253	6	1	699	258	45	§Õn KiÕn Tİnh Phong s¬n  ®éng giÕt 50 tªn §én Phñ, §ång hµnh ®¼ng cÊp tõ 35 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 254	6	1	700	259	45	§Õn KiÕn Tİnh Phong s¬n  ®éng giÕt 100 tªn §én Phñ, §ång hµnh ®¼ng cÊp tõ 35 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 255	6	1	701	260	45	§Õn KiÕn Tİnh Phong s¬n  ®éng giÕt 150 tªn §én Phñ, §ång hµnh ®¼ng cÊp tõ 35 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 256	6	1	702	261	85	§Õn Sa m¹c §Şa biÓu giÕt 50 con bß c¹p, §ång hµnh ®¼ng cÊp tõ 75 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 257	6	1	703	262	85	§Õn Sa m¹c §Şa biÓu giÕt 100 con bß c¹p, §ång hµnh ®¼ng cÊp tõ 75 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 258	6	1	704	263	85	§Õn Sa m¹c §Şa biÓu giÕt 150 con bß c¹p, §ång hµnh ®¼ng cÊp tõ 75 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 259	6	1	705	264	95	§Õn tÇng 1 Sa M¹c s¬n  ®éng giÕt 50 tªn L­u V©n, §ång hµnh ®¼ng cÊp tõ 85 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 260	6	1	706	265	95	§Õn tÇng 1 Sa M¹c s¬n  ®éng giÕt 100 tªn L­u V©n, §ång hµnh ®¼ng cÊp tõ 85 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 261	6	1	707	266	95	§Õn tÇng 1 Sa M¹c s¬n  ®éng giÕt 150 tªn L­u V©n, §ång hµnh ®¼ng cÊp tõ 85 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 262	6	1	708	267	95	§Õn tÇng 2 Sa M¹c s¬n  ®éng giÕt 50 tªn L­u V©n, §ång hµnh ®¼ng cÊp tõ 85 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 263	6	1	709	268	95	§Õn tÇng 2 Sa M¹c s¬n  ®éng giÕt 100 tªn L­u V©n, §ång hµnh ®¼ng cÊp tõ 85 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 264	6	1	710	269	95	§Õn tÇng 2 Sa M¹c s¬n  ®éng giÕt 150 tªn L­u V©n, §ång hµnh ®¼ng cÊp tõ 85 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 265	6	1	711	270	35	§Õn Kho¸i Ho¹t l©m giÕt 50 tªn §ång Chïy, §ång hµnh ®¼ng cÊp tõ 25 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 266	6	1	712	271	35	§Õn Kho¸i Ho¹t l©m giÕt 100 tªn §ång Chïy, §ång hµnh ®¼ng cÊp tõ 25 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 267	6	1	713	272	35	§Õn Kho¸i Ho¹t l©m giÕt 150 tªn §ång Chïy, §ång hµnh ®¼ng cÊp tõ 25 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 268	6	1	714	273	15	§Õn D­îc V­¬ng  giÕt 50 con Linh Miªu, §ång hµnh ®¼ng cÊp tõ 5 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 269	6	1	715	274	15	§Õn D­îc V­¬ng cèc giÕt 100 con Linh Miªu, §ång hµnh ®¼ng cÊp tõ 5 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 270	6	1	716	275	15	§Õn D­îc V­¬ng cèc giÕt 150 con Linh Miªu, §ång hµnh ®¼ng cÊp tõ 5 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 271	6	1	717	276	35	§Õn tÇng 1 D­îc V­¬ng ®éng giÕt 50 tªn ThiÕt Tr¶o, §ång hµnh ®¼ng cÊp tõ 25 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 272	6	1	718	277	35	§Õn tÇng 1 D­îc V­¬ng ®éng giÕt 100 tªn ThiÕt Tr¶o, §ång hµnh ®¼ng cÊp tõ 25 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 273	6	1	719	278	35	§Õn tÇng 1 D­îc V­¬ng ®éng giÕt 150 tªn ThiÕt Tr¶o, §ång hµnh ®¼ng cÊp tõ 25 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 274	6	1	720	279	75	§Õn tÇng 2 D­îc V­¬ng ®éng giÕt 50 tªn §ång Chïy, §ång hµnh ®¼ng cÊp tõ 65 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 275	6	1	721	280	75	§Õn tÇng 2 D­îc V­¬ng ®éng giÕt 100 tªn §ång Chïy, §ång hµnh ®¼ng cÊp tõ 65 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 276	6	1	722	281	75	§Õn tÇng 2 D­îc V­¬ng ®éng giÕt 150 tªn §ång Chïy, §ång hµnh ®¼ng cÊp tõ 65 trë lªn
