# PC partner/pet source index. Catalog only; no runtime behavior claim.
# Source of truth: /var/www/vltksource_new/vl_update_27 scoped to settings/partner, settings/petsys, and partner/pet Lua script roots listed in SourceRoot.
SourceIndex	SourceRoot	RelativePath	Directory	FileName	Extension	Category	IsConfig	IsLua	SizeBytes	Sha256
128	Server 6.0/server/home_jxser/server1/script/task/partner	partner_problem.lua		partner_problem.lua	lua	partner-script	0	1	6317	5843233eb76b9b86612a37728e7624cba6ee5f05e56ea1f19fbe8ab94b817e95
129	Server 6.0/server/home_jxser/server1/script/task/partner	reward/partner_getrealpara.lua	reward	partner_getrealpara.lua	lua	partner-script	0	1	4233	0c5bbe5df9c791d9257211ffa516a167a6027849df6ab0877bb8d3ad0afb68d8
130	Server 6.0/server/home_jxser/server1/script/task/partner	reward/partner_reward.lua	reward	partner_reward.lua	lua	partner-script	0	1	29868	81176222316fd8497274277aaa1af894cbc6f704716bcb97445f610596c9c183
131	Server 6.0/server/home_jxser/server1/script/task/partner	reward/partner_reward2.lua	reward	partner_reward2.lua	lua	partner-script	0	1	28986	f63d763351cac416a7ea0fdfaccd59a56d625c32021e55f9af4a9b8ffd7ed9c9
132	Server 6.0/server/home_jxser/server1/script/task/partner	reward/partner_reward3.lua	reward	partner_reward3.lua	lua	partner-script	0	1	28405	ea7ccc3768a2a15b3fa072c21324ed7c549557d81159df13140da1633cf54196
133	Server 6.0/server/home_jxser/server1/script/task/partner	rewind/partner_reward_main_01.lua	rewind	partner_reward_main_01.lua	lua	partner-script	0	1	23927	4d4716c2ffbcf36a8bebb53af3d141bf2155e3a07d0cfa8d8b51aba2b6eb9823
134	Server 6.0/server/home_jxser/server1/script/task/partner	rewind/partner_reward_main_03.lua	rewind	partner_reward_main_03.lua	lua	partner-script	0	1	18699	24e4a741a570314d5c2d7fce9525b73b333bdee993f1e3e68c693bde5a4c3276
135	Server 6.0/server/home_jxser/server1/script/task/partner	rewind/partner_reward_main_04.lua	rewind	partner_reward_main_04.lua	lua	partner-script	0	1	13907	c44b3b34d8cc7a97310535a61ebd37f7d8982df61df4069c078d34bfcc964eae
136	Server 6.0/server/home_jxser/server1/script/task/partner	task_award.lua		task_award.lua	lua	partner-script	0	1	13141	4a1ae2ed5aa568921c1ad70d0d5af716c6f7f23772934c1f89a42a70d8365471
137	Server 6.0/server/home_jxser/server1/script/task/partner	task_gmscript.lua		task_gmscript.lua	lua	partner-script	0	1	1629	42a47eda63de48533f9db81f31eadd15c42766a91cd657c4acc763e76bd8a84e
138	Server 6.0/server/home_jxser/server1/script/task/partner	task_head.lua		task_head.lua	lua	partner-script	0	1	7598	6bd02256dce97258c9fa1b665e0bc421507216cffa78d05339982e1efba2f933
139	Server 6.0/server/home_jxser/server1/script/task/partner	train/partner_addtrainnpc.lua	train	partner_addtrainnpc.lua	lua	partner-script	0	1	3177	52df59dd9a838b4d33935f02ac8ce11a5cc9daf7e37b2941332475e042748ac7
140	Server 6.0/server/home_jxser/server1/script/task/partner	train/partner_changgejindi.lua	train	partner_changgejindi.lua	lua	partner-script	0	1	975	25bb0171878c9cbe90229bed97c36509ccec93f948bc5b87405e0e8913067584
141	Server 6.0/server/home_jxser/server1/script/task/partner	train/partner_jitan.lua	train	partner_jitan.lua	lua	partner-script	0	1	3798	8e6d30851e7b28e80792a3aadfb5786d3a2b3e540403554b9d5aa3863f6b45aa
142	Server 6.0/server/home_jxser/server1/script/task/partner	train/partner_jitan1.lua	train	partner_jitan1.lua	lua	partner-script	0	1	82	6d9b24115caf36ea588668e296c3d233a23c4ef377bc3c15b4d8856a46b6ea77
143	Server 6.0/server/home_jxser/server1/script/task/partner	train/partner_jitan2.lua	train	partner_jitan2.lua	lua	partner-script	0	1	82	3142804544cf04eced62b921b061d291fc468b5ebbdfb47374475b4baa0fa01c
144	Server 6.0/server/home_jxser/server1/script/task/partner	train/partner_jitan3.lua	train	partner_jitan3.lua	lua	partner-script	0	1	82	1dd703030fc6222c2d777e1fa7f33e188673ca358f2b96f998878df4d4fe0739
145	Server 6.0/server/home_jxser/server1/script/task/partner	train/partner_jitan4.lua	train	partner_jitan4.lua	lua	partner-script	0	1	82	5a300a551102a9aea07b10d477428df1a3f36795351290463495a01d40a0cfdb
146	Server 6.0/server/home_jxser/server1/script/task/partner	train/partner_jitan5.lua	train	partner_jitan5.lua	lua	partner-script	0	1	82	5576cb93111a0949fd9a8a0024b8ddca503926bfbf9ae008a8843476b9d44d31
147	Server 6.0/server/home_jxser/server1/script/task/partner	trap/trap_baihuagu1.lua	trap	trap_baihuagu1.lua	lua	partner-script	0	1	1698	54c30db6b4cc214ce6285676adc5ef6ebb3633c3d30a4cdac2c38f6adbfd3ce0
148	Server 6.0/server/home_jxser/server1/script/task/partner	trap/trap_baihuagu2.lua	trap	trap_baihuagu2.lua	lua	partner-script	0	1	1356	df545834a612a3315f4971d7c3a9baccc266a444679dbe60377aab744bde22c9
149	Server 6.0/server/home_jxser/server1/script/task/partner	trap/trap_baihuaguchukou.lua	trap	trap_baihuaguchukou.lua	lua	partner-script	0	1	66	4a767fc6f1d5516b33982ecb44a6a1f726cd742ebef2cbee3ee8baedfc6ec82f
150	Server 6.0/server/home_jxser/server1/script/task/partner	trap/trap_jindichukou.lua	trap	trap_jindichukou.lua	lua	partner-script	0	1	716	c64feb4e7848691ed6bd753914f508329a2ed63867d163a111fa42b3bc36b519
151	Server 6.0/server/home_jxser/server1/script/task/partner	trap/trap_lianbingchang.lua	trap	trap_lianbingchang.lua	lua	partner-script	0	1	745	f63f0bdfa259b59e28b5dddc557363756d4b08541f71f4c5eeaeacfc7b3383e3
152	Server 6.0/server/home_jxser/server1/script/task/partner	trap/trap_longwangtai.lua	trap	trap_longwangtai.lua	lua	partner-script	0	1	744	0975c41dd04feaf6a7a537fc70ba033d59a0a07628fe5d7640261c4812f77d1d
153	Server 6.0/server/home_jxser/server1/script/task/partner	trap/trap_sandaoshita.lua	trap	trap_sandaoshita.lua	lua	partner-script	0	1	743	92e99846631905e64035ca61b215732ccb37f831f975e2a064411f996413affe
154	Server 6.0/server/home_jxser/server1/script/task/partner	trap/trap_shanzeichukou.lua	trap	trap_shanzeichukou.lua	lua	partner-script	0	1	69	383ee1ee466ec80ee30fa17675a73663ac009cc857a94662e54dadcf7938de07
155	Server 6.0/server/home_jxser/server1/script/task/partner	trap/trap_shanzeipanduan.lua	trap	trap_shanzeipanduan.lua	lua	partner-script	0	1	713	51640b41fd74467bc32e4f6ad92978abec943efdc87d91fef887e51e4bd3514e
156	Server 6.0/server/home_jxser/server1/script/task/partner	trap/trap_shatousenlin.lua	trap	trap_shatousenlin.lua	lua	partner-script	0	1	746	a0f079a04ac1f245b8636037efb68d4ee6295b0918f592a35356a423c688b780
157	Server 6.0/server/home_jxser/server1/script/task/partner	trap/trap_xieguafupaifang.lua	trap	trap_xieguafupaifang.lua	lua	partner-script	0	1	750	6f381945988a03ba89dddc27430b1b44f53768664fa6b488e75ce66e9f194dcc
158	Server 6.0/server/home_jxser/server1/script/task/partner	trap/trap_zhixialingchukou.lua	trap	trap_zhixialingchukou.lua	lua	partner-script	0	1	67	aa52f4fe21a50132ace38541bdd7521717911f80c744f6b2d980971caa812114
159	Server 6.0/server/home_jxser/server1/script/item	partner_skillbook_given.lua		partner_skillbook_given.lua	lua	partner-script	0	1	113	0836d111ddc5e31921b7a99a4da73a3c649b0f2f7d25b7f4f11acbe2ff6f7030
160	Server 6.0/server/home_jxser/server1/script/item	partner_skillbook_h.lua		partner_skillbook_h.lua	lua	partner-script	0	1	4788	860411480e6cee1bc66451a0dff42512452464cd7db09825220fb524741072a6
161	Server 6.0/server/home_jxser/server1/script/item	partner_skillbook_learnt.lua		partner_skillbook_learnt.lua	lua	partner-script	0	1	115	e00c17a1d21d427a1c65b4ee1c4c40fa9c4e5f02c80a9704465a3f42ce6abbbd
162	Server 6.0/server/home_jxser/server1/script/item	partner_skillbook_resist.lua		partner_skillbook_resist.lua	lua	partner-script	0	1	113	d3c68f3fa0e9e891b3a80196a87bdd3f98fcc190ae2d65e8200270b0f157c0c0
163	Server 6.0/server/home_jxser/server1/script/item	partner_skillbook_ultimate.lua		partner_skillbook_ultimate.lua	lua	partner-script	0	1	113	4e4ff2a54af189f74e4b61da90eac5bac09e6703211dad5f432ac27861839711
164	Server 6.0/server/home_jxser/server1/script/item	reward_partner.lua		reward_partner.lua	lua	partner-script	0	1	1136	7de4938dd72f72d4ef19933c8867e9b0f14d7967f7ef8f0db1c44615b127c85f
165	Server 6.0/server/home_jxser/server1/script/npclevelscript	partner_task.lua		partner_task.lua	lua	partner-script	0	1	6331	bfab6efc54b7d8fe47b8714fd6a0ad67937e363456885479cc9c8f05940bec93
166	Server 6.0/server/home_jxser/server1/script/npclevelscript	partner_task_boss.lua		partner_task_boss.lua	lua	partner-script	0	1	6331	bfab6efc54b7d8fe47b8714fd6a0ad67937e363456885479cc9c8f05940bec93
167	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/partner	partner_action.lua		partner_action.lua	lua	partner-script	0	1	202	c6a96b58ae461865d110385b4fee19271f6c5f6c6dfc5f83427bbac9220b326c
168	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/partner	partner_levelup_client.lua		partner_levelup_client.lua	lua	partner-script	0	1	72	d5370434cb0942d5760e70362d414f7f1bb30c1f89c87734b9e92ecfe5871881
169	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/partner	partner_levelup_server.lua		partner_levelup_server.lua	lua	partner-script	0	1	2323	d45179a5e578064b335497bfa5add33cd4b2cdb547d2305db36c6562c54138d5
170	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/partner	partner_talk.lua		partner_talk.lua	lua	partner-script	0	1	10897	02347dbe9b74719e5a535f39788fc03d2ef3d545ba243afde3e159cb946d6ad9
171	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	changge_people.lua		changge_people.lua	lua	partner-script	0	1	9369	52c00bc610b19d1b47afe5a02677014a9c268c4c80badc501318db32fa23e1c9
172	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	education/partner_baisha.lua	education	partner_baisha.lua	lua	partner-script	0	1	3477	376124f727f8ebe8f528f0305a76ea5bbb5f606d8afa3e39ddbddd427a1e0dc4
173	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	education/partner_educationpeople.lua	education	partner_educationpeople.lua	lua	partner-script	0	1	85286	f2c0253cdcac12ebe7b475f0e26aea9000e055172ecb749f1e2ec034a0a83cd8
174	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	education/partner_heisha.lua	education	partner_heisha.lua	lua	partner-script	0	1	3476	f29dd23eb2fe9faf0c0b2a8df8078a905a5789f4381fef557c7858b4b58125cb
175	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	education/partner_heishadizi.lua	education	partner_heishadizi.lua	lua	partner-script	0	1	3490	dbc035ce9df13d6c21db19382c2c2fc3b28f14a3e6a4ff389d3f92d717fdd09f
176	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	education/partner_jiguanren1.lua	education	partner_jiguanren1.lua	lua	partner-script	0	1	3479	df7ed98b2a239873cfdd407a039c7064e10ec5b0c79a8a635f7b73e9f740df24
177	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	education/partner_jiguanren2.lua	education	partner_jiguanren2.lua	lua	partner-script	0	1	3479	701d3e4a76540922f1bd7ce7c11bffdb71880ab71af5f314cf2c5c9a26cdd2e9
178	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	education/partner_jiguanren3.lua	education	partner_jiguanren3.lua	lua	partner-script	0	1	3479	ae0b3528bb5ded4b191dea081ca3c2ff77d15f8838434ff9d0362afd760e4fd5
179	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	education/partner_jiguanren4.lua	education	partner_jiguanren4.lua	lua	partner-script	0	1	3479	b484928c5833c31c1b4f65ecaa19b151c60f090159de878afdacf34297edf4c0
180	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	education/partner_liangongmuzhuang.lua	education	partner_liangongmuzhuang.lua	lua	partner-script	0	1	3512	4108676294da1503ade26713a319328dc03ba4df19bebd70bb94ad3b1c1607c7
181	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	education/partner_longba.lua	education	partner_longba.lua	lua	partner-script	0	1	3477	97840dc9c16303968e3afe54c5d7fc23c96a089fe77028a163d8e766d2f16c58
182	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	education/partner_luqing.lua	education	partner_luqing.lua	lua	partner-script	0	1	3477	84b727f29c9ada4e00112d97a0b75db8f49da2214ba0a7247e30cd1bea1eb824
183	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	education/partner_menshenquwan.lua	education	partner_menshenquwan.lua	lua	partner-script	0	1	3498	a65ab3d47abacf716ed2e2812180d951dd2df1b1966f3cac396a12ea1b8849c4
184	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	education/partner_moxiaofeng.lua	education	partner_moxiaofeng.lua	lua	partner-script	0	1	3500	e8c26d7bb6e32760a6aa0ec89a60e61556ac799ce31abeab403e11e6d786a35b
185	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	education/partner_niumanman.lua	education	partner_niumanman.lua	lua	partner-script	0	1	3441	6664681c109e3fcd26f5eb0d1660209317c78e91cba757a2ee77efee6a8d2be1
186	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	education/partner_qiuyishui.lua	education	partner_qiuyishui.lua	lua	partner-script	0	1	3444	dc726d26dd0bdbc0d4cff89392d1611003c4577137afc975fe4975e3e494eba0
187	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	education/partner_tangqiuyi.lua	education	partner_tangqiuyi.lua	lua	partner-script	0	1	3445	3ffc87359b90814719eee0a0bb301ce4f20ebfdc300e42e0d140493b1f159122
188	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	education/partner_tangying.lua	education	partner_tangying.lua	lua	partner-script	0	1	3441	809d7da4eb67d182663e363540e0a85c61ee95effadbd480af47403422283e7c
189	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	education/partner_xiaoding.lua	education	partner_xiaoding.lua	lua	partner-script	0	1	3457	6afa018572711842c41e37bf7c0d3ac1526bf19918f7135bf8687ffe91c47111
190	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	education/partner_xiaowushadai.lua	education	partner_xiaowushadai.lua	lua	partner-script	0	1	3466	3aaf41dbcc156ff716aab86516216ade6086def7a967837b2a308f8bdc1ca30f
191	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	education/partner_xieqinger.lua	education	partner_xieqinger.lua	lua	partner-script	0	1	3446	deba9aa94738cf54fd6b1fbca2c2b423f41814f501c2cb99b15fc795609d0edb
192	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	education/partner_yunqueer.lua	education	partner_yunqueer.lua	lua	partner-script	0	1	3443	87e9f922cde8ed0748cf95d1e579b6ee186dfcbbdec76f4334084a59dd6befe0
193	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	education/partner_zhuofeifan.lua	education	partner_zhuofeifan.lua	lua	partner-script	0	1	3449	3fa749b4e6589a3a89038b407ef5dbb570dc0201d0082eae8c2a93602706f358
194	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	education/swordking_people.lua	education	swordking_people.lua	lua	partner-script	0	1	47199	f31df951ab04f53fde02bc81b875bdd4d472ef04e5b67a9b1a128d412dd02e96
195	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	master/partner_master_main.lua	master	partner_master_main.lua	lua	partner-script	0	1	2570	5ca819fdb25320abdb260dc05c04e0cfc704997c10977b609f352b7f2dd6055a
196	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	master/partner_master_main_01.lua	master	partner_master_main_01.lua	lua	partner-script	0	1	23565	c04a9d5758c9a8e83d32614d0438ecfd41a3f1a1051e3ba049e5ab36bf89892a
197	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	master/partner_master_main_02.lua	master	partner_master_main_02.lua	lua	partner-script	0	1	19533	4ab705f6d42bc53d80271021620b070ba57f9677bbeb5a7d75050a95caaf6504
198	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	master/partner_master_main_03.lua	master	partner_master_main_03.lua	lua	partner-script	0	1	19715	bc523210068dd9a28689e9973c83a4ea25647e6c65a5114883d0fd7cfd2070c3
199	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	master/partner_master_main_04.lua	master	partner_master_main_04.lua	lua	partner-script	0	1	13583	b8aeb1a8237bf8b0b3485c1beb96f52f33a1236a3294d0bfffa30429b3eb7d00
200	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	master/partner_master_main_05.lua	master	partner_master_main_05.lua	lua	partner-script	0	1	11981	46e1e9fbb2eded6b948a9d5287e471b2f95d5b7a76ed2822f1b0cf5bfb993954
201	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	master/partner_mastertask.lua	master	partner_mastertask.lua	lua	partner-script	0	1	37155	db71034b7c83ed88bdc53370572dc81e96c60db247fe672bcd62444078eb2d9c
202	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	npc/master_fight_01_001.lua	npc	master_fight_01_001.lua	lua	partner-script	0	1	1831	0ce40444ba21e329add8c6fb813369a4bb440f66006a12a8ef723acb64fdde0c
203	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	npc/master_fight_01_002.lua	npc	master_fight_01_002.lua	lua	partner-script	0	1	1824	d274467d3e84eb2a1ed57c9aae401fb465bf627fdc6c13207cae011ce1dc523d
204	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	npc/master_fight_01_003.lua	npc	master_fight_01_003.lua	lua	partner-script	0	1	1824	031471bff3e96ffc293754603000d89a6f7cca32a47b2d0b3a100c02fa56a05f
205	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	npc/master_fight_01_004.lua	npc	master_fight_01_004.lua	lua	partner-script	0	1	1984	48dafae2f2f5ca211b63febe615542bd9520d5125beb01bf0ce5d713fbbe029c
206	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	npc/master_fight_01_005.lua	npc	master_fight_01_005.lua	lua	partner-script	0	1	1996	e794064eeaf02882478e615acfee88cc13b9b96d07f41b14707d4dbf3a6a339c
207	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	npc/master_fight_03_001.lua	npc	master_fight_03_001.lua	lua	partner-script	0	1	1974	0d599b0c30207a13db954a357c34cdfd63e0e9c56086c3ce4ede98a8cdef5c79
208	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	npc/master_fight_03_002.lua	npc	master_fight_03_002.lua	lua	partner-script	0	1	1972	05998636b0d48ae76a80521c745f87b3f12949bf8be780cacd939be51eea3cf3
209	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	npc/master_fight_03_003.lua	npc	master_fight_03_003.lua	lua	partner-script	0	1	1981	bb1ccedb85248a193eeee5e30eb7ec658031847011a8efb688fadc9ebba1e121
210	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	npc/master_fight_03_004.lua	npc	master_fight_03_004.lua	lua	partner-script	0	1	2119	01c473e3a6e1becb34b1824662d523250e93fd0ec891e2fcb97341bb66937302
211	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	npc/master_fight_04_001.lua	npc	master_fight_04_001.lua	lua	partner-script	0	1	1956	c560a43d7db9469ce9d24d8adc8db0d66840163dd91419cd52b740d0806a9c82
212	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	npc/master_fight_04_002.lua	npc	master_fight_04_002.lua	lua	partner-script	0	1	1948	2ff34ebf93adc53b1cf30beedaab3d32f7ceb482fde0e23b363a6e26a7f92885
213	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	npc/master_fight_04_003.lua	npc	master_fight_04_003.lua	lua	partner-script	0	1	1950	0cd097e80972a73bb138624e5a5559b436db7e02536e74f77f5928b8547c4ff2
214	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	npc/master_fight_04_004.lua	npc	master_fight_04_004.lua	lua	partner-script	0	1	1947	318093b9e99f979233be15e82c0efc0f1f96491955f27d84bc49baea22850711
215	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	npc/master_fight_04_005.lua	npc	master_fight_04_005.lua	lua	partner-script	0	1	1963	cf952e13807a12a4e3cd10f9d3b448d75df9cfdfa17f21d46751e71af805ab21
216	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	npc/master_goods_03_001.lua	npc	master_goods_03_001.lua	lua	partner-script	0	1	1744	ef479046e252fc831ff649463b7d486a0cac0dcd1bd391b66abf454e59525aae
217	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	npc/master_talk_01_001.lua	npc	master_talk_01_001.lua	lua	partner-script	0	1	2378	492455a560093b1ca19fe387bd69881a09d1f83b383c767138c55f82038bc9bd
218	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	npc/master_talk_01_002.lua	npc	master_talk_01_002.lua	lua	partner-script	0	1	1781	14b1ac635c08edf8d202d9278398d8b074c136a8c5082d09a1702b2a17dd072c
219	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	npc/master_talk_01_003.lua	npc	master_talk_01_003.lua	lua	partner-script	0	1	1783	6a34479bfbbee32b4fb645fb64dc5f3cb1825cdbf03b4b7f94413403ba43b615
220	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	npc/master_talk_03_001.lua	npc	master_talk_03_001.lua	lua	partner-script	0	1	1763	1378f302d5172882c94e4b5bc23cfe0bbdadcec45785e28860f63a2db426223e
221	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	npc/master_talk_03_002.lua	npc	master_talk_03_002.lua	lua	partner-script	0	1	1886	cd9e1ff3d3f1547692a733a198ef9924893695ecc48907b223cff67211df702c
222	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	npc/master_talk_04_001.lua	npc	master_talk_04_001.lua	lua	partner-script	0	1	1879	2dd08d593324c58757709e15351d6d301e4db2cca4dea42dab029a468339f442
223	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	npc/master_talk_05_001.lua	npc	master_talk_05_001.lua	lua	partner-script	0	1	1605	3f990cd81091e63d1db08e8a89c45ee5ea33a45caa4ee69204460f3027d5dc48
224	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	npc/master_talk_05_002.lua	npc	master_talk_05_002.lua	lua	partner-script	0	1	1993	fb18ea7dfaa09f29b6e5236999ad194c66ba6e11796268ee9ed4909f1b0ddd51
225	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	npc/master_talk_05_003.lua	npc	master_talk_05_003.lua	lua	partner-script	0	1	2142	1ac78c3623ea93f3901657b478eef6887e532f6d70e335a079311576d35e9ed8
226	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	partner_head.lua		partner_head.lua	lua	partner-script	0	1	76956	c2acc31b86bda3a908cc1deed4e756e2ca9c625df812d2dda1223ede3238208c
227	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	partner_master_lib.lua		partner_master_lib.lua	lua	partner-script	0	1	4417	3677ea630d14e07699ae4d5dd4cbe0a4869b6fd8289720b41bbd548d8e02d2b3
228	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	partner_problem.lua		partner_problem.lua	lua	partner-script	0	1	6317	5843233eb76b9b86612a37728e7624cba6ee5f05e56ea1f19fbe8ab94b817e95
229	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	reward/partner_getrealpara.lua	reward	partner_getrealpara.lua	lua	partner-script	0	1	4233	0c5bbe5df9c791d9257211ffa516a167a6027849df6ab0877bb8d3ad0afb68d8
230	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	reward/partner_reward.lua	reward	partner_reward.lua	lua	partner-script	0	1	29868	81176222316fd8497274277aaa1af894cbc6f704716bcb97445f610596c9c183
231	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	reward/partner_reward2.lua	reward	partner_reward2.lua	lua	partner-script	0	1	28986	f63d763351cac416a7ea0fdfaccd59a56d625c32021e55f9af4a9b8ffd7ed9c9
232	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	reward/partner_reward3.lua	reward	partner_reward3.lua	lua	partner-script	0	1	28405	ea7ccc3768a2a15b3fa072c21324ed7c549557d81159df13140da1633cf54196
233	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	rewind/partner_reward_main_01.lua	rewind	partner_reward_main_01.lua	lua	partner-script	0	1	23927	4d4716c2ffbcf36a8bebb53af3d141bf2155e3a07d0cfa8d8b51aba2b6eb9823
234	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	rewind/partner_reward_main_03.lua	rewind	partner_reward_main_03.lua	lua	partner-script	0	1	18699	24e4a741a570314d5c2d7fce9525b73b333bdee993f1e3e68c693bde5a4c3276
235	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	rewind/partner_reward_main_04.lua	rewind	partner_reward_main_04.lua	lua	partner-script	0	1	13907	c44b3b34d8cc7a97310535a61ebd37f7d8982df61df4069c078d34bfcc964eae
236	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	task_award.lua		task_award.lua	lua	partner-script	0	1	13141	4a1ae2ed5aa568921c1ad70d0d5af716c6f7f23772934c1f89a42a70d8365471
237	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	task_gmscript.lua		task_gmscript.lua	lua	partner-script	0	1	1629	42a47eda63de48533f9db81f31eadd15c42766a91cd657c4acc763e76bd8a84e
238	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	task_head.lua		task_head.lua	lua	partner-script	0	1	7598	6bd02256dce97258c9fa1b665e0bc421507216cffa78d05339982e1efba2f933
239	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	train/partner_addtrainnpc.lua	train	partner_addtrainnpc.lua	lua	partner-script	0	1	3177	52df59dd9a838b4d33935f02ac8ce11a5cc9daf7e37b2941332475e042748ac7
240	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	train/partner_changgejindi.lua	train	partner_changgejindi.lua	lua	partner-script	0	1	975	25bb0171878c9cbe90229bed97c36509ccec93f948bc5b87405e0e8913067584
241	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	train/partner_jitan.lua	train	partner_jitan.lua	lua	partner-script	0	1	3798	8e6d30851e7b28e80792a3aadfb5786d3a2b3e540403554b9d5aa3863f6b45aa
242	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	train/partner_jitan1.lua	train	partner_jitan1.lua	lua	partner-script	0	1	82	6d9b24115caf36ea588668e296c3d233a23c4ef377bc3c15b4d8856a46b6ea77
243	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	train/partner_jitan2.lua	train	partner_jitan2.lua	lua	partner-script	0	1	82	3142804544cf04eced62b921b061d291fc468b5ebbdfb47374475b4baa0fa01c
244	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	train/partner_jitan3.lua	train	partner_jitan3.lua	lua	partner-script	0	1	82	1dd703030fc6222c2d777e1fa7f33e188673ca358f2b96f998878df4d4fe0739
