SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	StatePriority	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	IsSaveCd	ClientSend	SkillCostType	CostValue	TimePerCast	TimePerCastOnHorse	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetOther	TargetObj	TargetNoNpc	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	IsExpSkill	Series	ShowAddition	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	LvlSetting11	LvlData11	LvlSetting12	LvlData12	LvlSetting13	LvlData13	LvlSetting14	LvlData14	LvlSetting15	LvlData15	LvlSetting16	LvlData16	LvlSetting17	LvlData17	LvlSetting18	LvlData18	LvlSetting19	LvlData19	LvlSetting20	LvlData20	LevelUpScript	SkillDesc	
vßng trßn hoa hång	C«ng kİch néi c«ng 	697	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_21.spr				0	0	0	2	0	300	15	1	5	0	3	263	-1	16	1	11	1	0	5		2	0	0	5	5	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	694	30	20	-2	1	0	0	0	0	100	0				0	0	0	-1	1	\script\skill\special\rose.lua	skill_eventskilllevel																																									"Thóy Yªn trung cÊp chiªu thøc, t¨ng hiÖu qu¶ s¸t th­¬ng."	
vßng trßn hoa hång	C«ng kİch néi c«ng 	698	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_21.spr				0	0	0	2	0	300	15	1	5	0	3	267	-1	1	1	11	1	0	5		2	0	0	5	5	0	0	1	0	0	0	0	0	1	0	1	0	1	697	20	0	0	0	0	30	20	-2	1	0	0	0	0	100	0				0	0	0	-1	1	\script\skill\special\rose.lua	skill_eventskilllevel																																									"Thóy Yªn trung cÊp chiªu thøc, t¨ng hiÖu qu¶ s¸t th­¬ng."	
Ph¸o		699		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_42.spr				66	2	0	0	0	400	0	0	0	0	1	268	-1	1	1	11	1	0	5		0	0	0	27	27	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\christmastrap.lua	execscript	springspeeddown																																								Lµm gi¶m tèc ®é	
Ph¸o Trung Thiªn		700		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_21.spr				66	2	0	0	0	400	0	0	0	0	3	269	-1	8	1	11	1	0	5		0	0	0	27	27	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\christmastrap.lua	execscript	springspeeddown																																								Lµm gi¶m tèc ®é	
chuét		701		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_42.spr				66	2	0	0	0	400	0	0	0	0	1	270	-1	1	1	11	1	0	5		0	0	0	27	27	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\christmastrap.lua	execscript	springspeeddown																																								Lµm gi¶m tèc ®é	
VËt phÈm trong nh÷ng ngµy xu©n		702		0					106	2	0	0	0	50	0	0	0	0	7	271	-1	1	1	11	1	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\christmastrap.lua	nomovespeed	christmasstun																																								BÉy cho¸ng (LÔ t×nh nh©n) 	
Vßng trßn lÔ tİnh nh©n		703		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				79	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\skillstate.lua																																											
HiÓn thŞ ng­êi nĞm ph¸o		705		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				109	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\skillstate.lua																																											
NĞm trïng ®á		706		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_23.spr				0	0	0	2	0	500	0	0	0	3	1	272	-1	1	1	11	1	0	3		0	0	0	18	18	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\bomb.lua	execscript	bomb																																								"Mét lo¹i ¸m khİ §­êng M«n, chuyªn b¸m vµo th©n ng­êi."	
Thiªn C¬ LÖnh	chñ ®éng hç trî 	707		2					51	3	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\tianjiling.lua	listen_msg																																									Th«ng b¸o tin tøc nhÆt vËt phÈm quı t¹i khu vùc trong vßng mét giê.	
Vßng s¸ng Th­¬ng D¨ng		726		2					112	0	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\skillstate.lua																																											
Vßng s¸ng H­¬ng Tiªu		727		2					113	0	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\skillstate.lua																																											
Vßng s¸ng Th­¬ng ¦ng		728		2					114	0	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\skillstate.lua																																											
Vßng s¸ng Háa DiÖm		729		2					115	0	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\skillstate.lua																																											
Vßng s¸ng ¸m ¶nh		730		2					116	0	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\skillstate.lua																																											
Vßng s¸ng ThÊt KiÕm		731		2					117	0	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\skillstate.lua																																											
Linh S©m Lùc		735		2					124	0	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\skillstate.lua	lifemax_p		manamax_p		allres_p																																						
Bang héi_NĞm trïng ®á		736		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_23.spr				0	0	0	2	0	500	0	0	0	3	1	272	-1	1	1	11	-1	0	1		0	0	0	18	18	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\bomb.lua	execscript	tongbomb																																								"Mét lo¹i ¸m khİ §­êng M«n, chuyªn b¸m vµo th©n ng­êi."	
Kü n¨ng ngôy trang		737		0	\spr\Ui\¼¼ÄÜÍ¼±ê\Î±×°¼¼ÄÜ.spr	\spr\skill\others\Î±×°.spr			0	0	0	2	0	500	0	0	0	3	6	275	-1	1	1	11	-1	0	1		0	0	0	0	2	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\special\mask.lua	stealfeature	mask																																								Kü n¨ng ngôy trang thµnh ng­êi ch¬i kh¸c ®ang mang mÆt n¹	
Kü n¨ng bang héi_Phông Hoµng Ên		739		2			\Sound\skill\sound_k046.wav	\Sound\skill\sound_k046.wav	125	3	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\skillstate.lua																																											
Kü n¨ng bang héi_§o¹n Vâ Hån		740		2			\Sound\skill\sound_k046.wav	\Sound\skill\sound_k046.wav	126	3	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\skillstate.lua																																											
Kü n¨ng bang héi_V« Song S¸t TrËn		741		2			\Sound\skill\sound_k046.wav	\Sound\skill\sound_k046.wav	131	3	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\skillstate.lua																																											
Kü n¨ng bang héi_§µo Chu TiÒn §¸i		742		2			\Sound\skill\sound_k046.wav	\Sound\skill\sound_k046.wav	127	3	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\skillstate.lua																																											
Kü n¨ng bang héi_ThŞ VÖ Doanh		743		2			\Sound\skill\sound_k046.wav	\Sound\skill\sound_k046.wav	128	3	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\skillstate.lua																																											
Kü n¨ng bang héi_Linh S©m Lùc		744		2			\Sound\skill\sound_k046.wav	\Sound\skill\sound_k046.wav	129	3	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\skillstate.lua																																											
Kü n¨ng bang héi_Hoµng Kim LÖnh		745		2			\Sound\skill\sound_k046.wav	\Sound\skill\sound_k046.wav	130	3	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\skillstate.lua																																											
ÉúÃü°Ù·Ö±È_IB		746		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\special\skillstate.lua	lifemax_v																																										
ÄÚÁ¦°Ù·Ö±È_IB		747		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\special\skillstate.lua	lifemax_v																																										
È«¿¹_IB		748		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\special\skillstate.lua	lifemax_v																																										
Thiªn Nh·n Phï_IB		749		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\special\skillstate.lua	lifemax_v																																										
T¨ng ®iÓm kinh nghiÖm kü n¨ng 120		750		2					67	2	0	2	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	100		64800					1	0	0	-1	1	\script\skill\special\skill120exp.lua	add120skillexpenhance_p																																									Nh©n ®«i kinh nghiÖm kü n¨ng 120 trong 1 giê	
"T¨ng Sinh, Néi lùc (kü n¨ng) "		751		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\special\skillstate.lua	poisondamagereduce																																										
Kinh nghiÖm ph¸o hoa TÕt 1		756		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_bm_01.spr				0	0	0	0	0	160	0	0	0	0	7	278	-1	1	1	0	1	0	0		0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	758	0	0	0	0	0	0	0	0	0	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\special\skillstate.lua																																										vËt  kh«ng thÓ thiÕu trong ngµy lÔ tiÕt.	
HiÖu qu¶ ph¸o hoa TÕt		757		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				78	0	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\special\skillstate.lua																																											
Ch÷ ph¸o hoa TÕt 1a		758		0					0	0	0	0	0	0	0	0	0	0	7	279	-1	1	1	11	1	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\special\skillstate.lua																																											
Ch÷ ph¸o hoa TÕt 1b		759		0					0	0	0	0	0	0	0	0	0	0	7	280	-1	1	1	11	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\special\skillstate.lua																																											
Kinh nghiÖm ph¸o hoa TÕt 2		760		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_bm_01.spr				0	0	0	0	0	160	0	0	0	0	7	278	-1	1	1	0	1	0	0		0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	761	0	0	0	0	0	0	0	0	0	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\special\skillstate.lua																																										vËt  kh«ng thÓ thiÕu trong ngµy lÔ tiÕt.	
Ch÷ ph¸o hoa TÕt 2a		761		0					0	0	0	0	0	0	0	0	0	0	7	281	-1	1	1	11	1	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\special\skillstate.lua																																											
Ch÷ ph¸o hoa TÕt 2b		762		0					0	0	0	0	0	0	0	0	0	0	7	282	-1	1	1	11	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\special\skillstate.lua																																											
Ph¸o næ		763		0	\spr\Ui\skill\À×»÷Êõ.spr				106	2	0	0	0	60	0	0	0	0	7	283	-1	1	1	11	0	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\christmastrap.lua	nomovespeed	christmasstun																																									
°×½ğÍâÆÕ1		766		3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				0	0	0	3	0	0	0	0	0	4	7	0	-1	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\special\platina.lua	addphysicsdamage_p	baijinwaipu_1																																									
°×½ğÍâÆÕ2		767		3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				0	0	0	3	0	0	0	0	0	4	7	0	-1	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\special\platina.lua	addphysicsdamage_v	baijinwaipu_2																																									
°×½ğÍâÆÕ3		768		3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				0	0	0	3	0	0	0	0	0	4	7	0	-1	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\special\platina.lua	attackratingenhance_p	baijinwaipu_3																																									
°×½ğÄÚ±ù1		769		3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				0	0	0	3	0	0	0	0	0	4	7	0	-1	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\special\platina.lua	addcoldmagic_v	baijinneibing_1																																									
°×½ğÄÚ±ù2		770		3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				0	0	0	3	0	0	0	0	0	4	7	0	-1	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\special\platina.lua	addcoldmagic_v	baijinneibing_2																																									
°×½ğÄÚ¶¾1		771		3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				0	0	0	3	0	0	0	0	0	4	7	0	-1	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\special\platina.lua	addpoisonmagic_v	baijinneidu_1																																									
°×½ğÄÚ»ğ1		772		3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				0	0	0	3	0	0	0	0	0	4	7	0	-1	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\special\platina.lua	addfiremagic_v	baijinneihuo_1																																									
°×½ğÄÚ»ğ2		773		3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				0	0	0	3	0	0	0	0	0	4	7	0	-1	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\special\platina.lua	addfiremagic_v	baijinneihuo_2																																									
°×½ğÄÚÀ×1		774		3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				0	0	0	3	0	0	0	0	0	4	7	0	-1	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\special\platina.lua	addlightingmagic_v	baijinneilei_1																																									
°×½ğÉÙÁÖÈ­1		775		3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				0	0	0	3	0	0	0	0	0	4	7	0	-1	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\special\platina.lua	enhance_709_auto	baijinshaolin_1_1																																									
°×½ğÉÙÁÖ¹÷1		776		3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				0	0	0	3	0	0	0	0	0	4	7	0	-1	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\special\platina.lua	enhance_709_auto	baijinshaolin_2_1																																									
°×½ğÉÙÁÖµ¶1		777		3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				0	0	0	3	0	0	0	0	0	4	7	0	-1	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\special\platina.lua	enhance_709_auto	baijinshaolin_3_1																																									
°×½ğÌìÍõÇ¹1		778		3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				0	0	0	3	0	0	0	0	0	4	7	0	-1	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\special\platina.lua	enhance_708_life_p	baijintianwang_1_1																																									
°×½ğÌìÍõ´¸1		779		3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				0	0	0	3	0	0	0	0	0	4	7	0	-1	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\special\platina.lua	enhance_708_life_p	baijintianwang_2_1																																									
°×½ğÌìÍõµ¶1		780		3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				0	0	0	3	0	0	0	0	0	4	7	0	-1	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\special\platina.lua	enhance_708_life_p	baijintianwang_3_1																																									
°×½ğÌÆÃÅ·Éµ¶1		781		3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				0	0	0	3	0	0	0	0	0	4	7	0	-1	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\special\platina.lua	dec_percasttimehorse	baijintangmen_1_1																																									
°×½ğÌÆÃÅïÚ1		782		3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				0	0	0	3	0	0	0	0	0	4	7	0	-1	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\special\platina.lua	dec_percasttimehorse	baijintangmen_2_1																																									
°×½ğÌÆÃÅ°µÆ÷1		783		3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				0	0	0	3	0	0	0	0	0	4	7	0	-1	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\special\platina.lua	dec_percasttimehorse	baijintangmen_3_1																																									
°×½ğÎå¶¾µ¶1		784		3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				0	0	0	3	0	0	0	0	0	4	7	0	-1	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\special\platina.lua	enhance_711_auto	baijinwudu_1_1																																									
°×½ğÎå¶¾ÕÆ1		785		3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				0	0	0	3	0	0	0	0	0	4	7	0	-1	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\special\platina.lua	enhance_711_auto	baijinwudu_2_1																																									
°×½ğ¶ëáÒ½£1		786		3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				0	0	0	3	0	0	0	0	0	4	7	0	-1	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\special\platina.lua	enhance_93_life_v	baijinemei_1_1																																									
°×½ğ¶ëáÒÕÆ1		787		3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				0	0	0	3	0	0	0	0	0	4	7	0	-1	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\special\platina.lua	enhance_93_life_v	baijinemei_2_1																																									
°×½ğ´äÑÌÍâ1		788		3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				0	0	0	3	0	0	0	0	0	4	7	0	-1	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\special\platina.lua	dec_percasttime	baijincuiyan_1_1																																									
°×½ğ´äÑÌÄÚ1		789		3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				0	0	0	3	0	0	0	0	0	4	7	0	-1	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\special\platina.lua	dec_percasttime	baijincuiyan_2_1																																									
