SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	StatePriority	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	IsSaveCd	ClientSend	SkillCostType	CostValue	TimePerCast	TimePerCastOnHorse	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetOther	TargetObj	TargetNoNpc	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	IsExpSkill	Series	ShowAddition	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	LvlSetting11	LvlData11	LvlSetting12	LvlData12	LvlSetting13	LvlData13	LvlSetting14	LvlData14	LvlSetting15	LvlData15	LvlSetting16	LvlData16	LvlSetting17	LvlData17	LvlSetting18	LvlData18	LvlSetting19	LvlData19	LvlSetting20	LvlData20	LevelUpScript	SkillDesc	
NPC ®¸nh xa (Kim) 	C«ng kİch néi c«ng 	425		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_42.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	2	0	470	0	0	0	5	1	199	-1	1	1	11	0	0	5		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					0	0	0	1	1	\script\skill\npc\ÊôĞÔÔ¶³Ìnpc.lua	poisondamage_v		seriesdamage_p					boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		NPC ®¸nh xa (Kim) 	
NPC ®¸nh xa (thñy) 	C«ng kİch néi c«ng 	426		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_42.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	2	0	470	0	0	0	5	1	200	-1	1	1	11	0	0	5		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					0	0	0	2	1	\script\skill\npc\ÊôĞÔÔ¶³Ìnpc.lua	colddamage_v		seriesdamage_p					boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		NPC ®¸nh xa (thñy) 	
NPC ®¸nh xa (háa) 	C«ng kİch néi c«ng 	427		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_42.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	2	0	470	0	0	0	5	1	201	-1	1	1	11	0	0	5		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					0	0	0	3	1	\script\skill\npc\ÊôĞÔÔ¶³Ìnpc.lua	firedamage_v		seriesdamage_p					boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		NPC ®¸nh xa (háa) 	
NPC ®¸nh xa (thæ) 	C«ng kİch néi c«ng 	428		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_42.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	2	0	470	0	0	0	5	1	202	-1	1	1	11	0	0	5		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					0	0	0	4	1	\script\skill\npc\ÊôĞÔÔ¶³Ìnpc.lua	lightingdamage_v		seriesdamage_p		stun_p			boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		boji_erfu		NPC ®¸nh xa (thæ) 	
Tam Nga TÒ TuyÕt npc	C«ng kİch ngo¹i c«ng  	429		0	\spr\Ui\skill\Èı¶ëö©Ñ©.spr		0	\sound\skill\sound_k009.wav	0	0	0	0	0	360	15	5	1	2	0	142	-1	3	1	10	-1	0	0		0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	430	0	0	0	0	0	0	0	80	20	0	1	0	0	32	0	65537	0				0	0	0	2	1	\script\skill\npc\Èı¶ëö«Ñ©npc.lua	colddamage_v		seriesdamage_p																																							"KiÕm ph¸p cao cÊp, dïng kiÕm khİ s¸t th­¬ng ®èi ph­¬ng."	
Ngäc TuyÒn TÈy TrÇn npc	C«ng kİch néi c«ng 	430		0	\spr\Ui\skill\Èı¶ëö©Ñ©.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	\sound\skill\·ğ¹âÆÕÕÕ.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	400	0	0	0	2	7	143	-1	1	1	11	0	1	3		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	20	-2	1	80	0	0	0	0	0				0	0	0	2	1	\script\skill\npc\Èı¶ëö«Ñ©npc.lua	colddamage_v		seriesdamage_p																																							"Nga Mi TuyÖt ®Ønh vâ c«ng, s¸t th­¬ng trªn diÖn réng "	
Thiªn §Şa V« Cùc npc	C«ng kİch néi c«ng 	431		0	\spr\Ui\skill\ÌìµØÎŞ¼¶.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	2	0	470	0	0	0	5	6	173	-1	1	1	11	-1	0	5		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	432	10	0	0	0	0	80	20	-2	1	0	0	1		0					0	0	0	4	1	\script\skill\npc\ÌìµØÎŞ¼«npc.lua	lightingdamage_v		seriesdamage_p																																							"Vâ §ang QuyÒn Ph¸p tèi cao, liªn tôc xuÊt chiªu tiªu diÖt ®èi ph­¬ng."	
KiÕm Khİ Tung Hoµnh npc	C«ng kİch néi c«ng 	432		0	\spr\Ui\skill\ÌìµØÎŞ¼¶.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	0	0	0	0	0	2	0	400	0	1	0	5	3	172	-1	8	1	11	-1	0	9		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	438	0	0	80	20	-2	1	0	0	0		0					0	0	0	4	1	\script\skill\npc\ÌìµØÎŞ¼«npc.lua	lightingdamage_v		seriesdamage_p																																							"Vâ §ang KiÕm Ph¸p tèi cao,s¸t th­¬ng trªn diÖn réng."	
Thiªn Ngo¹i L­u Tinh npc	C«ng kİch ngo¹i c«ng  	433		0	\spr\Ui\skill\Òµ»ğ·Ù³Ç.spr		\sound\skill\sound_k002.wav	\sound\skill\sound_k009.wav	0	0	0	0	0	420	0	0	0	2	6	171	-1	1	1	11	-1	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	434	80	20	-2	1	0	0	1	0	0	0				0	0	0	3	1	\script\skill\npc\ÌìÍâÁ÷ĞÇnpc.lua	firedamage_v		seriesdamage_p																																							"Thiªn NhÉn  §ao ph¸p cao cÊp, s¸t th­¬ng trªn diÖn réng"	
NghiÖp Háa Phµn Thµnh npc	C«ng kİch ngo¹i c«ng  	434		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_41.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	0	0	0	570	0	1	0	4	7	170	-1	1	1	11	-1	0	5		0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	435	0	0	0	0	0	0	0	80	20	-2	1	0	0	20	0	0	0				0	0	0	3	1	\script\skill\npc\ÌìÍâÁ÷ĞÇnpc.lua	firedamage_v		seriesdamage_p																																							"Thiªn NhÉn  Chiªu thøc cao cÊp, Ho¶ s¸t cùc lú lîi h¹i"	
Ma Viªm T¹i Thiªn npc	C«ng kİch néi c«ng 	435		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_21.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	0	0	0	0	0	400	0	1	5	4	3	185	-1	16	1	11	0	0	5		0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	20	-2	1	0	0	0		128					0	0	0	3	1	\script\skill\npc\ÌìÍâÁ÷ĞÇnpc.lua	firedamage_v		seriesdamage_p																																							"Thiªn NhÉn  trung cÊp chiªu thøc, s¸t th­¬ng trªn diÖn réng."	
B¹o Vò Lª Hoa npc	C«ng kİch néi c«ng 	436		0	\spr\Ui\skill\±©ÓêÀæ»¨.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	2	0	470	0	0	0	3	6	96	-1	1	1	11	-1	0	5		0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	437	30	0	0	0	0	80	20	102	0	0	0	1		0					0	0	0	1	1	\script\skill\npc\±©ÓêÀæ»¨npc.lua	poisondamage_v		seriesdamage_p																																							"§éc m«n ¸m khİ, dïng ¸m khİ s¸t th­¬ng trªn diÖn réng."	
Truy Tinh Trôc §iÖn npc	C«ng kİch néi c«ng 	437		0	\spr\Ui\skill\±©ÓêÀæ»¨.spr		\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	0	2	0	400	0	1	0	4	3	126	-1	8	1	11	0	0	9		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	20	-2	0	0	0	1		0					0	0	0	1	1	\script\skill\npc\±©ÓêÀæ»¨npc.lua	poisondamage_v		seriesdamage_p																																							"Thiªn NhÉn  trung cÊp chiªu thøc, s¸t th­¬ng trªn diÖn réng."	
Th¸i Cùc V« ı npc	C«ng kİch néi c«ng 	438		0	\spr\Ui\skill\ÌìµØÎŞ¼¶.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	2	0	470	0	0	0	5	6	174	-1	1	1	11	-1	0	5		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	439	80	20	-2	1	0	0	1		0					0	0	0	4	1	\script\skill\npc\ÌìµØÎŞ¼«npc.lua	lightingdamage_v	taiji_wuyi	seriesdamage_p																																							"Vâ §ang TuyÖt ®Ønh vâ c«ng, s¸t th­¬ng trªn diÖn réng."	
Né L«i Liªn Hoµn kİch npc	C«ng kİch néi c«ng 	439		0	\spr\Ui\skill\ÌìµØÎŞ¼¶.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	0	400	0	2	1	5	3	182	-1	4	1	11	0	0	5		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	20	-2	0	0	0	0		0					0	0	0	4	1	\script\skill\npc\ÌìµØÎŞ¼«npc.lua	lightingdamage_v	nulei_lianhuanji	seriesdamage_p																																							"Vâ §ang vâ c«ng nhËp m«n,tÊn c«ng ®èi ph­¬ng ®¬n lÎ."	
Ngò hµnh c«ng kİch. Kim	C«ng kİch ngo¹i c«ng  	534		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr		\sound\skill\sound_k002.wav	0	0	0	0	0	0	90	0	0	0	1	1	203	-1	1	1	9	0	1	0		0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	40	-2	0	100	0	0		0					0	0	1	0	1	\script\skill\npc\wuxinggongji.lua	physicsenhance_p		attackrating_p		addskillexp1		skill_skillexp_v		seriesdamage_p																																	"Ngò hµnh c«ng kİch. Kim,hiÖu qu¶ s¸t th­¬ng nhÊt ®Şnh."	
Ngò hµnh c«ng kİch. Méc	C«ng kİch ngo¹i c«ng  	535		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_mu.spr		\sound\skill\sound_k002.wav	0	0	0	0	0	0	90	0	0	0	3	1	203	-1	1	1	9	0	1	0		0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	40	-2	0	100	0	0		0					0	0	1	1	1	\script\skill\npc\wuxinggongji.lua	physicsenhance_p		attackrating_p		addskillexp1		skill_skillexp_v		seriesdamage_p																																	"Ngò hµnh c«ng kİch. Méc,hiÖu qu¶ s¸t th­¬ng nhÊt ®Şnh."	
Ngò hµnh c«ng kİch. Thñy	C«ng kİch ngo¹i c«ng  	536		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_shui.spr		\sound\skill\sound_k002.wav	0	0	0	0	0	0	90	0	0	0	2	1	203	-1	1	1	9	0	1	0		0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	40	-2	0	100	0	0		0					0	0	1	2	1	\script\skill\npc\wuxinggongji.lua	physicsenhance_p		attackrating_p		addskillexp1		skill_skillexp_v		seriesdamage_p																																	"Ngò hµnh c«ng kİch. Thñy,hiÖu qu¶ s¸t th­¬ng nhÊt ®Şnh."	
Ngò hµnh c«ng kİch. Háa	C«ng kİch ngo¹i c«ng  	537		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_huo.spr		\sound\skill\sound_k002.wav	0	0	0	0	0	0	90	0	0	0	4	1	203	-1	1	1	9	0	1	0		0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	40	-2	0	100	0	0		0					0	0	1	3	1	\script\skill\npc\wuxinggongji.lua	physicsenhance_p		attackrating_p		addskillexp1		skill_skillexp_v		seriesdamage_p																																	"Ngò hµnh c«ng kİch. Háa,hiÖu qu¶ s¸t th­¬ng nhÊt ®Şnh."	
Ngò hµnh c«ng kİch. Thæ 	C«ng kİch ngo¹i c«ng  	538		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_tu.spr		\sound\skill\sound_k002.wav	0	0	0	0	0	0	90	0	0	0	5	1	203	-1	1	1	9	0	1	0		0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	40	-2	0	100	0	0		0					0	0	1	4	1	\script\skill\npc\wuxinggongji.lua	physicsenhance_p		attackrating_p		addskillexp1		skill_skillexp_v		seriesdamage_p																																	"Ngò hµnh c«ng kİch. Thæ,hiÖu qu¶ s¸t th­¬ng nhÊt ®Şnh."	
Vßng trßn  miÔn dŞch 	Vßng trßn  håi phôc thuéc tİnh	539	503	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_22.spr				40	2	1	2	0	180	0	0	0	0	7	540	-1	1	0	14	0	0	0		0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\npc\mianyiguanghuan.lua	fatallystrikeres_p		poisontimereduce_p																																							Vßng trßn  miÔn dŞch.	
Vßng trßn  miÔn dŞch 		540		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_22.spr		0	0	40	2	0	2	0	180	0	0	0	0	3	92	-1	1	1	14	0	0	0		0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\mianyiguanghuan.lua	fatallystrikeres_p		poisontimereduce_p																																							Vßng trßn  miÔn dŞch.	
S¸t thñ - Vßng trßn  miÔn dŞch 	Hç trî bŞ ®éng	547	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\¹÷·¨.spr				0	0	0	3	0	0	0	0	0	0	7	0	-1	0	0	14	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\killerbossmianyi.lua	fasthitrecover_v		fatallystrikeres_p		freezetimereduce_p		poisontimereduce_p		stuntimereduce_p																																	T¨ng hiÖu qu¶ sö dông c«n.	
npc gi¶m tèc	Chñ ®éng hç trî chiÕn ®Êu	624		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_bm_01.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr			66	2	0	2	0	440	0	0	0	0	6	20	-1	0	0	11	0	0	5		0	0	0	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\Ê±¼äµÄÌôÕ½npc.lua	fastwalkrun_p	npcrun		npcrun																																							
npc t¨ng tèc	Chñ ®éng hç trî chiÕn ®Êu	625		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_bm_01.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr			54	2	0	2	0	440	0	0	0	0	6	20	-1	0	0	11	0	0	5		0	0	0	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\Ê±¼äµÄÌôÕ½npc.lua	attackspeed_v	npcattack	castspeed_v	npcattack																																							
Npc h«n mª 	Chñ ®éng hç trî chiÕn ®Êu	626		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_bm_01.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr			0	0	0	0	0	440	0	0	0	0	6	22	-1	0	0	11	0	0	5		0	0	0	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\Ê±¼äµÄÌôÕ½npc.lua	stun_p	npcstun		npcstun																																							
Npc tĞ ng· 	C«ng kİch néi c«ng 	627		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_bm_01.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	64	2	0	2	0	440	0	0	0	0	1	198	-1	1	1	11	0	0	5		0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	-2	0	100	0	0		0					0	0	0	0	1	\script\skill\npc\Ê±¼äµÄÌôÕ½npc.lua	physicsdamage_v	npcdohurt	fasthitrecover_v	npcdohurt																																							
Npc chËm 	C«ng kİch néi c«ng 	628		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_bm_01.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	8	2	0	2	0	440	0	0	0	0	1	200	-1	1	1	11	0	0	5		0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	-2	0	0	0	0		0					0	0	0	2	1	\script\skill\npc\Ê±¼äµÄÌôÕ½npc.lua	colddamage_v	npccolden	coldenhance_p	npccolden																																							
nhiÖm vô ngÉu nhiªn gi¶m tèc ®é	Chñ ®éng hç trî chiÕn ®Êu	663		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_bm_01.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr			66	2	0	2	0	440	0	0	0	0	6	20	-1	0	0	11	0	0	5		0	0	0	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\randomtask_npc.lua	fastwalkrun_p	npcrun		npcrun																																							
nhiÖm vô ngÉu nhiªn gi¶m c«ng kİch	Chñ ®éng hç trî chiÕn ®Êu	664		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_bm_01.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr			54	2	0	2	0	440	0	0	0	0	6	20	-1	0	0	11	0	0	5		0	0	0	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\randomtask_npc.lua	attackspeed_v	npcattack	castspeed_v	npcattack																																							
nhiÖm vô ngÉu nhiªn h«n mª 	Chñ ®éng hç trî chiÕn ®Êu	665		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_bm_01.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr			0	0	0	0	0	440	0	0	0	0	6	22	-1	0	0	11	0	0	5		0	0	0	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\randomtask_npc.lua	stun_p	npcstun		npcstun																																							
nhiÖm vô ngÉu nhiªn tĞ ng· 	C«ng kİch néi c«ng 	666		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_bm_01.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	64	2	0	2	0	440	0	0	0	0	1	198	-1	1	1	11	0	0	5		0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	-2	0	100	0	0		0					0	0	0	0	1	\script\skill\npc\randomtask_npc.lua	physicsdamage_v	npcdohurt	fasthitrecover_v	npcdohurt																																							
nhiÖm vô ngÉu nhiªn chËm	C«ng kİch néi c«ng 	667		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_bm_01.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	8	2	0	2	0	440	0	0	0	0	1	200	-1	1	1	11	0	0	5		0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	-2	0	0	0	0		0					0	0	0	2	1	\script\skill\npc\randomtask_npc.lua	colddamage_v	npccolden	freezetimereduce_p	npccolden																																							
Qu¶ cÇu tuyÕt		752		0					0	0	0	2	0	400	0	0	0	5	1	277	-1	1	1	11	0	0	5		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					0	0	0	2	1	\script\skill\npc\snowball.lua	colddamage_v																																										
Boss D· TÈu lµm cho¸ng	C«ng kİch néi c«ng 	753		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_bm_01.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr			0	0	0	0	0	440	0	0	0	0	1	202	-1	1	1	11	0	0	5		0	0	0	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\randomtask_npc.lua	stun_p	npcstundam	lightingdamage_v	npcstundam																																							
Boss D· TÈu giËt lïi	C«ng kİch néi c«ng 	754		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_bm_01.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	64	2	0	2	0	440	0	0	0	0	1	198	-1	1	1	11	0	0	5		0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	-2	0	100	0	0		0					0	0	0	-1	1	\script\skill\npc\randomtask_npc.lua	physicsdamage_v	npcdohurtdam	fasthitrecover_v	npcdohurtdam																																							
Boss D· TÈu lµm chËm	C«ng kİch néi c«ng 	755		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_bm_01.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	8	2	0	2	0	440	0	0	0	0	1	200	-1	1	1	11	0	0	5		0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\randomtask_npc.lua	colddamage_v	npccoldendam	freezetimereduce_p	npccoldendam																																							
Ä§ÒôÊÉÆÇ_BOSS×¨ÓÃ	Chó thuËt	876		14	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_sl_01.spr				121	4	0	3	0	180	0	0	0	4	7	273	-1	1	1	0	0	0	0		0	0	0	360	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	-2	0	0	0	1		0					0	0	1	-1	1	\script\skill\tianren.lua	randmove	quntisuijizoudong	missle_missrate	quntisuijizoudong	missle_hitcount	quntisuijizoudong																																					
³öÓÙ²»È¾_BOSS×¨ÓÃ	chñ ®éng hç trî 	899	1009	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_120.spr				122	4	0	2	0	0	0	0	0	5	7	274	-1	1	1	11	-1	0	0		0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	738	0	0	0	0	0	0	0	1	20	-2	0	0	0	1		0					0	0	1	-1	1	\script\skill\wudang.lua	skill_cost_v	wudang120	missle_missrate	wudang120	skill_mintimepercastonhorse_v	wudang120	skill_mintimepercast_v	wudang120	skill_desc	wudang120	skill_skillexp_v	wudang120	ignorenegativestate_p	wudang120																												"Th©n t©m thanh tŞnh, lo¹i bá tÊt c¶ tr¹ng th¸i dŞ th­êng."	
´ó³ËÈçÀ´Öä_BOSS×¨ÓÃ	hç trî bŞ ®éng 	900	1008	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_sl_120.spr				0	0	0	3	0	0	0	0	0	1	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	-2	0	0	0	0		0					0	0	1	-1	1	\script\skill\npc\shaolin.lua	poisondamagereturn_p	dachengrulaizhou	returnskill_p	dachengrulaizhou	autoreplyskill	dachengrulaizhou	skill_skillexp_v	dachengrulaizhou	fasthitrecover_v		fatallystrikeres_p		freezetimereduce_p		poisontimereduce_p		stuntimereduce_p																									"Th©n t©m thanh tŞnh, tù ®éng ph¶n kİch l¹i ®èi ph­¬ng."	
