# PC event droprate per-entry catalog. One row per numeric [N] section.
SourceIndex	RelativePath	SectionIndex	Genre	Detail	Particular	RandRate	MinItemLevel	MaxItemLevel
8	jianxiashengri/nanyue.ini	37	0	7	4	500	0	0
8	jianxiashengri/nanyue.ini	38	0	7	5	500	0	0
8	jianxiashengri/nanyue.ini	39	0	7	6	500	0	0
8	jianxiashengri/nanyue.ini	40	0	7	7	500	0	0
8	jianxiashengri/nanyue.ini	41	0	7	8	500	0	0
8	jianxiashengri/nanyue.ini	42	0	7	9	500	0	0
8	jianxiashengri/nanyue.ini	43	0	7	10	500	0	0
8	jianxiashengri/nanyue.ini	44	0	7	11	500	0	0
8	jianxiashengri/nanyue.ini	45	0	7	12	500	0	0
8	jianxiashengri/nanyue.ini	46	0	7	13	500	0	0
8	jianxiashengri/nanyue.ini	47	0	8	0	300	0	0
8	jianxiashengri/nanyue.ini	48	0	8	1	300	0	0
8	jianxiashengri/nanyue.ini	49	0	9	0	100	0	0
8	jianxiashengri/nanyue.ini	50	0	9	1	100	0	0
8	jianxiashengri/nanyue.ini	51	6	1	196	5000	0	0
8	jianxiashengri/nanyue.ini	52	6	1	206	10000	0	0
8	jianxiashengri/nanyue.ini	53	6	1	392	120000	0	0
8	jianxiashengri/nanyue.ini	54	6	1	1679	0	0	0
8	jianxiashengri/nanyue.ini	55	6	1	1680	0	0	0
8	jianxiashengri/nanyue.ini	56	6	1	1734	0	0	0
8	jianxiashengri/nanyue.ini	57	6	1	1748	825	0	0
8	jianxiashengri/nanyue.ini	58	6	1	1749	2475	0	0
8	jianxiashengri/nanyue.ini	59	6	1	1750	9900	0	0
8	jianxiashengri/nanyue.ini	60	6	1	1751	3300	0	0
9	jianxiashengri/xiangyan.ini	1	0	0	0	300	0	0
9	jianxiashengri/xiangyan.ini	2	0	0	1	300	0	0
9	jianxiashengri/xiangyan.ini	3	0	0	2	300	0	0
9	jianxiashengri/xiangyan.ini	4	0	0	3	300	0	0
9	jianxiashengri/xiangyan.ini	5	0	0	4	300	0	0
9	jianxiashengri/xiangyan.ini	6	0	0	5	300	0	0
9	jianxiashengri/xiangyan.ini	7	0	1	0	300	0	0
9	jianxiashengri/xiangyan.ini	8	0	1	1	300	0	0
9	jianxiashengri/xiangyan.ini	9	0	1	2	300	0	0
9	jianxiashengri/xiangyan.ini	10	0	2	0	500	0	0
9	jianxiashengri/xiangyan.ini	11	0	2	1	500	0	0
9	jianxiashengri/xiangyan.ini	12	0	2	2	500	0	0
9	jianxiashengri/xiangyan.ini	13	0	2	3	500	0	0
9	jianxiashengri/xiangyan.ini	14	0	2	4	500	0	0
9	jianxiashengri/xiangyan.ini	15	0	2	5	500	0	0
9	jianxiashengri/xiangyan.ini	16	0	2	6	500	0	0
9	jianxiashengri/xiangyan.ini	17	0	2	7	500	0	0
9	jianxiashengri/xiangyan.ini	18	0	2	8	500	0	0
9	jianxiashengri/xiangyan.ini	19	0	2	9	500	0	0
9	jianxiashengri/xiangyan.ini	20	0	2	10	500	0	0
9	jianxiashengri/xiangyan.ini	21	0	2	11	500	0	0
9	jianxiashengri/xiangyan.ini	22	0	2	12	500	0	0
9	jianxiashengri/xiangyan.ini	23	0	2	13	500	0	0
9	jianxiashengri/xiangyan.ini	24	0	3	0	100	0	0
9	jianxiashengri/xiangyan.ini	25	0	4	0	100	0	0
9	jianxiashengri/xiangyan.ini	26	0	4	1	100	0	0
9	jianxiashengri/xiangyan.ini	27	0	5	0	400	0	0
9	jianxiashengri/xiangyan.ini	28	0	5	1	400	0	0
9	jianxiashengri/xiangyan.ini	29	0	5	2	400	0	0
9	jianxiashengri/xiangyan.ini	30	0	5	3	400	0	0
9	jianxiashengri/xiangyan.ini	31	0	6	0	300	0	0
9	jianxiashengri/xiangyan.ini	32	0	6	1	300	0	0
9	jianxiashengri/xiangyan.ini	33	0	7	0	500	0	0
9	jianxiashengri/xiangyan.ini	34	0	7	1	500	0	0
9	jianxiashengri/xiangyan.ini	35	0	7	2	500	0	0
9	jianxiashengri/xiangyan.ini	36	0	7	3	500	0	0
9	jianxiashengri/xiangyan.ini	37	0	7	4	500	0	0
9	jianxiashengri/xiangyan.ini	38	0	7	5	500	0	0
9	jianxiashengri/xiangyan.ini	39	0	7	6	500	0	0
9	jianxiashengri/xiangyan.ini	40	0	7	7	500	0	0
9	jianxiashengri/xiangyan.ini	41	0	7	8	500	0	0
9	jianxiashengri/xiangyan.ini	42	0	7	9	500	0	0
9	jianxiashengri/xiangyan.ini	43	0	7	10	500	0	0
9	jianxiashengri/xiangyan.ini	44	0	7	11	500	0	0
9	jianxiashengri/xiangyan.ini	45	0	7	12	500	0	0
9	jianxiashengri/xiangyan.ini	46	0	7	13	500	0	0
9	jianxiashengri/xiangyan.ini	47	0	8	0	300	0	0
9	jianxiashengri/xiangyan.ini	48	0	8	1	300	0	0
9	jianxiashengri/xiangyan.ini	49	0	9	0	100	0	0
9	jianxiashengri/xiangyan.ini	50	0	9	1	100	0	0
9	jianxiashengri/xiangyan.ini	51	6	1	196	5000	0	0
9	jianxiashengri/xiangyan.ini	52	6	1	206	10000	0	0
9	jianxiashengri/xiangyan.ini	53	6	1	392	120000	0	0
9	jianxiashengri/xiangyan.ini	54	6	1	1679	0	0	0
9	jianxiashengri/xiangyan.ini	55	6	1	1680	0	0	0
9	jianxiashengri/xiangyan.ini	56	6	1	1734	0	0	0
9	jianxiashengri/xiangyan.ini	57	6	1	1748	9900	0	0
9	jianxiashengri/xiangyan.ini	58	6	1	1749	3300	0	0
9	jianxiashengri/xiangyan.ini	59	6	1	1750	2475	0	0
9	jianxiashengri/xiangyan.ini	60	6	1	1751	825	0	0
10	jianxiashengri/yangzhou.ini	1	0	0	0	300	0	0
10	jianxiashengri/yangzhou.ini	2	0	0	1	300	0	0
10	jianxiashengri/yangzhou.ini	3	0	0	2	300	0	0
10	jianxiashengri/yangzhou.ini	4	0	0	3	300	0	0
10	jianxiashengri/yangzhou.ini	5	0	0	4	300	0	0
10	jianxiashengri/yangzhou.ini	6	0	0	5	300	0	0
10	jianxiashengri/yangzhou.ini	7	0	1	0	300	0	0
10	jianxiashengri/yangzhou.ini	8	0	1	1	300	0	0
10	jianxiashengri/yangzhou.ini	9	0	1	2	300	0	0
10	jianxiashengri/yangzhou.ini	10	0	2	0	500	0	0
10	jianxiashengri/yangzhou.ini	11	0	2	1	500	0	0
10	jianxiashengri/yangzhou.ini	12	0	2	2	500	0	0
10	jianxiashengri/yangzhou.ini	13	0	2	3	500	0	0
10	jianxiashengri/yangzhou.ini	14	0	2	4	500	0	0
10	jianxiashengri/yangzhou.ini	15	0	2	5	500	0	0
10	jianxiashengri/yangzhou.ini	16	0	2	6	500	0	0
10	jianxiashengri/yangzhou.ini	17	0	2	7	500	0	0
10	jianxiashengri/yangzhou.ini	18	0	2	8	500	0	0
10	jianxiashengri/yangzhou.ini	19	0	2	9	500	0	0
10	jianxiashengri/yangzhou.ini	20	0	2	10	500	0	0
10	jianxiashengri/yangzhou.ini	21	0	2	11	500	0	0
10	jianxiashengri/yangzhou.ini	22	0	2	12	500	0	0
10	jianxiashengri/yangzhou.ini	23	0	2	13	500	0	0
10	jianxiashengri/yangzhou.ini	24	0	3	0	100	0	0
10	jianxiashengri/yangzhou.ini	25	0	4	0	100	0	0
10	jianxiashengri/yangzhou.ini	26	0	4	1	100	0	0
10	jianxiashengri/yangzhou.ini	27	0	5	0	400	0	0
10	jianxiashengri/yangzhou.ini	28	0	5	1	400	0	0
10	jianxiashengri/yangzhou.ini	29	0	5	2	400	0	0
10	jianxiashengri/yangzhou.ini	30	0	5	3	400	0	0
10	jianxiashengri/yangzhou.ini	31	0	6	0	300	0	0
10	jianxiashengri/yangzhou.ini	32	0	6	1	300	0	0
10	jianxiashengri/yangzhou.ini	33	0	7	0	500	0	0
10	jianxiashengri/yangzhou.ini	34	0	7	1	500	0	0
10	jianxiashengri/yangzhou.ini	35	0	7	2	500	0	0
10	jianxiashengri/yangzhou.ini	36	0	7	3	500	0	0
10	jianxiashengri/yangzhou.ini	37	0	7	4	500	0	0
10	jianxiashengri/yangzhou.ini	38	0	7	5	500	0	0
10	jianxiashengri/yangzhou.ini	39	0	7	6	500	0	0
10	jianxiashengri/yangzhou.ini	40	0	7	7	500	0	0
10	jianxiashengri/yangzhou.ini	41	0	7	8	500	0	0
10	jianxiashengri/yangzhou.ini	42	0	7	9	500	0	0
10	jianxiashengri/yangzhou.ini	43	0	7	10	500	0	0
10	jianxiashengri/yangzhou.ini	44	0	7	11	500	0	0
10	jianxiashengri/yangzhou.ini	45	0	7	12	500	0	0
10	jianxiashengri/yangzhou.ini	46	0	7	13	500	0	0
10	jianxiashengri/yangzhou.ini	47	0	8	0	300	0	0
10	jianxiashengri/yangzhou.ini	48	0	8	1	300	0	0
10	jianxiashengri/yangzhou.ini	49	0	9	0	100	0	0
10	jianxiashengri/yangzhou.ini	50	0	9	1	100	0	0
10	jianxiashengri/yangzhou.ini	51	6	1	196	5000	0	0
10	jianxiashengri/yangzhou.ini	52	6	1	206	10000	0	0
10	jianxiashengri/yangzhou.ini	53	6	1	392	120000	0	0
10	jianxiashengri/yangzhou.ini	54	6	1	1679	0	0	0
10	jianxiashengri/yangzhou.ini	55	6	1	1680	0	0	0
10	jianxiashengri/yangzhou.ini	56	6	1	1734	0	0	0
10	jianxiashengri/yangzhou.ini	57	6	1	1748	825	0	0
10	jianxiashengri/yangzhou.ini	58	6	1	1749	2475	0	0
10	jianxiashengri/yangzhou.ini	59	6	1	1750	9900	0	0
10	jianxiashengri/yangzhou.ini	60	6	1	1751	3300	0	0
11	jxanniversary3/diancangshan.ini	1	0	0	0	300	0	0
11	jxanniversary3/diancangshan.ini	2	0	0	1	300	0	0
11	jxanniversary3/diancangshan.ini	3	0	0	2	300	0	0
11	jxanniversary3/diancangshan.ini	4	0	0	3	300	0	0
11	jxanniversary3/diancangshan.ini	5	0	0	4	300	0	0
11	jxanniversary3/diancangshan.ini	6	0	0	5	300	0	0
11	jxanniversary3/diancangshan.ini	7	0	1	0	300	0	0
11	jxanniversary3/diancangshan.ini	8	0	1	1	300	0	0
11	jxanniversary3/diancangshan.ini	9	0	1	2	300	0	0
11	jxanniversary3/diancangshan.ini	10	0	2	0	500	0	0
11	jxanniversary3/diancangshan.ini	11	0	2	1	500	0	0
11	jxanniversary3/diancangshan.ini	12	0	2	2	500	0	0
11	jxanniversary3/diancangshan.ini	13	0	2	3	500	0	0
11	jxanniversary3/diancangshan.ini	14	0	2	4	500	0	0
11	jxanniversary3/diancangshan.ini	15	0	2	5	500	0	0
11	jxanniversary3/diancangshan.ini	16	0	2	6	500	0	0
11	jxanniversary3/diancangshan.ini	17	0	2	7	500	0	0
11	jxanniversary3/diancangshan.ini	18	0	2	8	500	0	0
11	jxanniversary3/diancangshan.ini	19	0	2	9	500	0	0
11	jxanniversary3/diancangshan.ini	20	0	2	10	500	0	0
11	jxanniversary3/diancangshan.ini	21	0	2	11	500	0	0
11	jxanniversary3/diancangshan.ini	22	0	2	12	500	0	0
11	jxanniversary3/diancangshan.ini	23	0	2	13	500	0	0
11	jxanniversary3/diancangshan.ini	24	0	3	0	100	0	0
11	jxanniversary3/diancangshan.ini	25	0	4	0	100	0	0
11	jxanniversary3/diancangshan.ini	26	0	4	1	100	0	0
11	jxanniversary3/diancangshan.ini	27	0	5	0	400	0	0
11	jxanniversary3/diancangshan.ini	28	0	5	1	400	0	0
11	jxanniversary3/diancangshan.ini	29	0	5	2	400	0	0
11	jxanniversary3/diancangshan.ini	30	0	5	3	400	0	0
11	jxanniversary3/diancangshan.ini	31	0	6	0	300	0	0
11	jxanniversary3/diancangshan.ini	32	0	6	1	300	0	0
11	jxanniversary3/diancangshan.ini	33	0	7	0	500	0	0
11	jxanniversary3/diancangshan.ini	34	0	7	1	500	0	0
11	jxanniversary3/diancangshan.ini	35	0	7	2	500	0	0
11	jxanniversary3/diancangshan.ini	36	0	7	3	500	0	0
11	jxanniversary3/diancangshan.ini	37	0	7	4	500	0	0
11	jxanniversary3/diancangshan.ini	38	0	7	5	500	0	0
11	jxanniversary3/diancangshan.ini	39	0	7	6	500	0	0
11	jxanniversary3/diancangshan.ini	40	0	7	7	500	0	0
11	jxanniversary3/diancangshan.ini	41	0	7	8	500	0	0
11	jxanniversary3/diancangshan.ini	42	0	7	9	500	0	0
11	jxanniversary3/diancangshan.ini	43	0	7	10	500	0	0
11	jxanniversary3/diancangshan.ini	44	0	7	11	500	0	0
11	jxanniversary3/diancangshan.ini	45	0	7	12	500	0	0
11	jxanniversary3/diancangshan.ini	46	0	7	13	500	0	0
11	jxanniversary3/diancangshan.ini	47	0	8	0	300	0	0
11	jxanniversary3/diancangshan.ini	48	0	8	1	300	0	0
11	jxanniversary3/diancangshan.ini	49	0	9	0	100	0	0
11	jxanniversary3/diancangshan.ini	50	0	9	1	100	0	0
11	jxanniversary3/diancangshan.ini	51	4	238	1	1	0	0
11	jxanniversary3/diancangshan.ini	52	4	239	1	1	0	0
11	jxanniversary3/diancangshan.ini	53	4	240	1	1	0	0
11	jxanniversary3/diancangshan.ini	54	6	1	18	0	0	0
11	jxanniversary3/diancangshan.ini	55	6	1	19	0	0	0
11	jxanniversary3/diancangshan.ini	56	4	396	1	0	0	0
11	jxanniversary3/diancangshan.ini	57	4	397	1	0	0	0
11	jxanniversary3/diancangshan.ini	58	6	1	196	10000	0	0
11	jxanniversary3/diancangshan.ini	59	6	1	206	30000	0	0
11	jxanniversary3/diancangshan.ini	60	4	508	1	20000	0	0
11	jxanniversary3/diancangshan.ini	61	6	1	432	0	0	0
11	jxanniversary3/diancangshan.ini	62	6	1	433	0	0	0
11	jxanniversary3/diancangshan.ini	63	6	1	434	0	0	0
11	jxanniversary3/diancangshan.ini	64	6	1	834	26	4	4
11	jxanniversary3/diancangshan.ini	65	6	1	835	26	4	4
11	jxanniversary3/diancangshan.ini	66	6	1	836	26	4	4
11	jxanniversary3/diancangshan.ini	67	6	1	837	26	4	4
11	jxanniversary3/diancangshan.ini	68	6	1	838	26	4	4
11	jxanniversary3/diancangshan.ini	69	6	1	901	26	4	4
11	jxanniversary3/diancangshan.ini	70	6	1	852	26	4	4
11	jxanniversary3/diancangshan.ini	71	6	1	860	26	4	4
11	jxanniversary3/diancangshan.ini	72	6	1	865	26	4	4
11	jxanniversary3/diancangshan.ini	73	6	1	866	26	4	4
11	jxanniversary3/diancangshan.ini	74	6	1	867	26	4	4
11	jxanniversary3/diancangshan.ini	75	6	1	869	26	4	4
11	jxanniversary3/diancangshan.ini	76	6	1	871	26	4	4
11	jxanniversary3/diancangshan.ini	77	6	1	872	26	4	4
11	jxanniversary3/diancangshan.ini	78	6	1	873	26	4	4
11	jxanniversary3/diancangshan.ini	79	6	1	874	26	4	4
11	jxanniversary3/diancangshan.ini	80	6	1	875	26	4	4
11	jxanniversary3/diancangshan.ini	81	6	1	876	26	4	4
11	jxanniversary3/diancangshan.ini	82	6	1	877	26	4	4
11	jxanniversary3/diancangshan.ini	83	6	1	878	26	4	4
11	jxanniversary3/diancangshan.ini	84	6	1	879	26	4	4
11	jxanniversary3/diancangshan.ini	85	6	1	880	26	4	4
11	jxanniversary3/diancangshan.ini	86	6	1	882	26	4	4
11	jxanniversary3/diancangshan.ini	87	6	1	883	26	4	4
11	jxanniversary3/diancangshan.ini	88	6	1	1173	100000	0	0
12	jxanniversary3/golden_jxanni3.ini	1	0	0	0	35000	0	0
12	jxanniversary3/golden_jxanni3.ini	2	0	0	1	35000	0	0
12	jxanniversary3/golden_jxanni3.ini	3	0	0	2	35000	0	0
12	jxanniversary3/golden_jxanni3.ini	4	0	0	3	35000	0	0
12	jxanniversary3/golden_jxanni3.ini	5	0	0	4	35000	0	0
12	jxanniversary3/golden_jxanni3.ini	6	0	0	5	35000	0	0
12	jxanniversary3/golden_jxanni3.ini	7	0	1	0	40000	0	0
12	jxanniversary3/golden_jxanni3.ini	8	0	1	1	40000	0	0
12	jxanniversary3/golden_jxanni3.ini	9	0	1	2	40000	0	0
12	jxanniversary3/golden_jxanni3.ini	10	0	2	0	64910	0	0
12	jxanniversary3/golden_jxanni3.ini	11	0	2	1	50000	0	0
12	jxanniversary3/golden_jxanni3.ini	12	0	2	2	50000	0	0
12	jxanniversary3/golden_jxanni3.ini	13	0	2	3	50000	0	0
12	jxanniversary3/golden_jxanni3.ini	14	0	2	4	50000	0	0
12	jxanniversary3/golden_jxanni3.ini	15	0	2	5	50000	0	0
12	jxanniversary3/golden_jxanni3.ini	16	0	2	6	50000	0	0
12	jxanniversary3/golden_jxanni3.ini	17	0	2	7	50000	0	0
12	jxanniversary3/golden_jxanni3.ini	18	0	2	8	50000	0	0
12	jxanniversary3/golden_jxanni3.ini	19	0	2	9	50000	0	0
12	jxanniversary3/golden_jxanni3.ini	20	0	2	10	50000	0	0
12	jxanniversary3/golden_jxanni3.ini	21	0	2	11	50000	0	0
12	jxanniversary3/golden_jxanni3.ini	22	0	2	12	50000	0	0
12	jxanniversary3/golden_jxanni3.ini	23	0	2	13	50000	0	0
12	jxanniversary3/golden_jxanni3.ini	24	0	3	0	15000	0	0
12	jxanniversary3/golden_jxanni3.ini	25	0	4	0	15000	0	0
12	jxanniversary3/golden_jxanni3.ini	26	0	4	1	15000	0	0
12	jxanniversary3/golden_jxanni3.ini	27	0	5	0	50000	0	0
12	jxanniversary3/golden_jxanni3.ini	28	0	5	1	50000	0	0
12	jxanniversary3/golden_jxanni3.ini	29	0	5	2	50000	0	0
12	jxanniversary3/golden_jxanni3.ini	30	0	5	3	50000	0	0
12	jxanniversary3/golden_jxanni3.ini	31	0	6	0	40000	0	0
12	jxanniversary3/golden_jxanni3.ini	32	0	6	1	40000	0	0
12	jxanniversary3/golden_jxanni3.ini	33	0	7	0	50000	0	0
12	jxanniversary3/golden_jxanni3.ini	34	0	7	1	50000	0	0
12	jxanniversary3/golden_jxanni3.ini	35	0	7	2	50000	0	0
12	jxanniversary3/golden_jxanni3.ini	36	0	7	3	50000	0	0
12	jxanniversary3/golden_jxanni3.ini	37	0	7	4	50000	0	0
12	jxanniversary3/golden_jxanni3.ini	38	0	7	5	50000	0	0
12	jxanniversary3/golden_jxanni3.ini	39	0	7	6	50000	0	0
12	jxanniversary3/golden_jxanni3.ini	40	0	7	7	50000	0	0
12	jxanniversary3/golden_jxanni3.ini	41	0	7	8	50000	0	0
12	jxanniversary3/golden_jxanni3.ini	42	0	7	9	50000	0	0
12	jxanniversary3/golden_jxanni3.ini	43	0	7	10	50000	0	0
12	jxanniversary3/golden_jxanni3.ini	44	0	7	11	50000	0	0
12	jxanniversary3/golden_jxanni3.ini	45	0	7	12	60000	0	0
12	jxanniversary3/golden_jxanni3.ini	46	0	7	13	60000	0	0
12	jxanniversary3/golden_jxanni3.ini	47	0	8	0	40000	0	0
12	jxanniversary3/golden_jxanni3.ini	48	0	8	1	40000	0	0
12	jxanniversary3/golden_jxanni3.ini	49	0	9	0	15000	0	0
12	jxanniversary3/golden_jxanni3.ini	50	0	9	1	15000	0	0
12	jxanniversary3/golden_jxanni3.ini	51	4	238	1	30	0	0
12	jxanniversary3/golden_jxanni3.ini	52	4	239	1	30	0	0
12	jxanniversary3/golden_jxanni3.ini	53	4	240	1	30	0	0
12	jxanniversary3/golden_jxanni3.ini	54	6	1	18	0	0	0
12	jxanniversary3/golden_jxanni3.ini	55	6	1	19	0	0	0
12	jxanniversary3/golden_jxanni3.ini	56	4	396	1	0	0	0
12	jxanniversary3/golden_jxanni3.ini	57	4	397	1	0	0	0
12	jxanniversary3/golden_jxanni3.ini	58	6	1	213	350000	0	0
12	jxanniversary3/golden_jxanni3.ini	59	6	1	1174	450000	0	0
13	jxanniversary3/huashan.ini	1	0	0	0	300	0	0
13	jxanniversary3/huashan.ini	2	0	0	1	300	0	0
13	jxanniversary3/huashan.ini	3	0	0	2	300	0	0
13	jxanniversary3/huashan.ini	4	0	0	3	300	0	0
13	jxanniversary3/huashan.ini	5	0	0	4	300	0	0
13	jxanniversary3/huashan.ini	6	0	0	5	300	0	0
13	jxanniversary3/huashan.ini	7	0	1	0	300	0	0
13	jxanniversary3/huashan.ini	8	0	1	1	300	0	0
13	jxanniversary3/huashan.ini	9	0	1	2	300	0	0
13	jxanniversary3/huashan.ini	10	0	2	0	500	0	0
13	jxanniversary3/huashan.ini	11	0	2	1	500	0	0
13	jxanniversary3/huashan.ini	12	0	2	2	500	0	0
13	jxanniversary3/huashan.ini	13	0	2	3	500	0	0
13	jxanniversary3/huashan.ini	14	0	2	4	500	0	0
13	jxanniversary3/huashan.ini	15	0	2	5	500	0	0
13	jxanniversary3/huashan.ini	16	0	2	6	500	0	0
13	jxanniversary3/huashan.ini	17	0	2	7	500	0	0
13	jxanniversary3/huashan.ini	18	0	2	8	500	0	0
13	jxanniversary3/huashan.ini	19	0	2	9	500	0	0
13	jxanniversary3/huashan.ini	20	0	2	10	500	0	0
13	jxanniversary3/huashan.ini	21	0	2	11	500	0	0
13	jxanniversary3/huashan.ini	22	0	2	12	500	0	0
13	jxanniversary3/huashan.ini	23	0	2	13	500	0	0
13	jxanniversary3/huashan.ini	24	0	3	0	100	0	0
13	jxanniversary3/huashan.ini	25	0	4	0	100	0	0
13	jxanniversary3/huashan.ini	26	0	4	1	100	0	0
13	jxanniversary3/huashan.ini	27	0	5	0	400	0	0
13	jxanniversary3/huashan.ini	28	0	5	1	400	0	0
13	jxanniversary3/huashan.ini	29	0	5	2	400	0	0
13	jxanniversary3/huashan.ini	30	0	5	3	400	0	0
13	jxanniversary3/huashan.ini	31	0	6	0	300	0	0
13	jxanniversary3/huashan.ini	32	0	6	1	300	0	0
13	jxanniversary3/huashan.ini	33	0	7	0	500	0	0
13	jxanniversary3/huashan.ini	34	0	7	1	500	0	0
13	jxanniversary3/huashan.ini	35	0	7	2	500	0	0
13	jxanniversary3/huashan.ini	36	0	7	3	500	0	0
13	jxanniversary3/huashan.ini	37	0	7	4	500	0	0
13	jxanniversary3/huashan.ini	38	0	7	5	500	0	0
13	jxanniversary3/huashan.ini	39	0	7	6	500	0	0
13	jxanniversary3/huashan.ini	40	0	7	7	500	0	0
13	jxanniversary3/huashan.ini	41	0	7	8	500	0	0
13	jxanniversary3/huashan.ini	42	0	7	9	500	0	0
13	jxanniversary3/huashan.ini	43	0	7	10	500	0	0
13	jxanniversary3/huashan.ini	44	0	7	11	500	0	0
13	jxanniversary3/huashan.ini	45	0	7	12	500	0	0
13	jxanniversary3/huashan.ini	46	0	7	13	500	0	0
13	jxanniversary3/huashan.ini	47	0	8	0	300	0	0
13	jxanniversary3/huashan.ini	48	0	8	1	300	0	0
13	jxanniversary3/huashan.ini	49	0	9	0	100	0	0
13	jxanniversary3/huashan.ini	50	0	9	1	100	0	0
13	jxanniversary3/huashan.ini	51	4	238	1	1	0	0
13	jxanniversary3/huashan.ini	52	4	239	1	1	0	0
13	jxanniversary3/huashan.ini	53	4	240	1	1	0	0
13	jxanniversary3/huashan.ini	54	6	1	18	0	0	0
13	jxanniversary3/huashan.ini	55	6	1	19	0	0	0
13	jxanniversary3/huashan.ini	56	4	396	1	0	0	0
13	jxanniversary3/huashan.ini	57	4	397	1	0	0	0
13	jxanniversary3/huashan.ini	58	6	1	196	5000	0	0
13	jxanniversary3/huashan.ini	59	6	1	206	10000	0	0
13	jxanniversary3/huashan.ini	60	6	1	392	120000	0	0
13	jxanniversary3/huashan.ini	61	4	508	1	10000	0	0
13	jxanniversary3/huashan.ini	62	6	1	428	0	0	0
13	jxanniversary3/huashan.ini	63	6	1	429	0	0	0
13	jxanniversary3/huashan.ini	64	6	1	430	0	0	0
13	jxanniversary3/huashan.ini	65	6	1	431	0	0	0
13	jxanniversary3/huashan.ini	66	6	1	432	0	0	0
13	jxanniversary3/huashan.ini	67	6	1	433	0	0	0
13	jxanniversary3/huashan.ini	68	6	1	434	0	0	0
13	jxanniversary3/huashan.ini	69	6	1	901	14	1	1
13	jxanniversary3/huashan.ini	70	6	1	852	14	1	1
13	jxanniversary3/huashan.ini	71	6	1	860	14	1	1
13	jxanniversary3/huashan.ini	72	6	1	865	14	1	1
13	jxanniversary3/huashan.ini	73	6	1	866	14	1	1
13	jxanniversary3/huashan.ini	74	6	1	867	14	1	1
13	jxanniversary3/huashan.ini	75	6	1	869	14	1	1
13	jxanniversary3/huashan.ini	76	6	1	871	14	1	1
13	jxanniversary3/huashan.ini	77	6	1	872	14	1	1
13	jxanniversary3/huashan.ini	78	6	1	873	14	1	1
13	jxanniversary3/huashan.ini	79	6	1	874	14	1	1
13	jxanniversary3/huashan.ini	80	6	1	875	14	1	1
13	jxanniversary3/huashan.ini	81	6	1	876	14	1	1
13	jxanniversary3/huashan.ini	82	6	1	877	14	1	1
13	jxanniversary3/huashan.ini	83	6	1	878	14	1	1
13	jxanniversary3/huashan.ini	84	6	1	879	14	1	1
13	jxanniversary3/huashan.ini	85	6	1	880	14	1	1
13	jxanniversary3/huashan.ini	86	6	1	882	14	1	1
13	jxanniversary3/huashan.ini	87	6	1	883	14	1	1
13	jxanniversary3/huashan.ini	88	6	1	1173	33000	0	0
14	jxanniversary3/qingchengshan.ini	1	0	0	0	300	0	0
14	jxanniversary3/qingchengshan.ini	2	0	0	1	300	0	0
14	jxanniversary3/qingchengshan.ini	3	0	0	2	300	0	0
14	jxanniversary3/qingchengshan.ini	4	0	0	3	300	0	0
14	jxanniversary3/qingchengshan.ini	5	0	0	4	300	0	0
14	jxanniversary3/qingchengshan.ini	6	0	0	5	300	0	0
14	jxanniversary3/qingchengshan.ini	7	0	1	0	300	0	0
14	jxanniversary3/qingchengshan.ini	8	0	1	1	300	0	0
14	jxanniversary3/qingchengshan.ini	9	0	1	2	300	0	0
14	jxanniversary3/qingchengshan.ini	10	0	2	0	500	0	0
14	jxanniversary3/qingchengshan.ini	11	0	2	1	500	0	0
14	jxanniversary3/qingchengshan.ini	12	0	2	2	500	0	0
14	jxanniversary3/qingchengshan.ini	13	0	2	3	500	0	0
14	jxanniversary3/qingchengshan.ini	14	0	2	4	500	0	0
14	jxanniversary3/qingchengshan.ini	15	0	2	5	500	0	0
14	jxanniversary3/qingchengshan.ini	16	0	2	6	500	0	0
14	jxanniversary3/qingchengshan.ini	17	0	2	7	500	0	0
14	jxanniversary3/qingchengshan.ini	18	0	2	8	500	0	0
14	jxanniversary3/qingchengshan.ini	19	0	2	9	500	0	0
14	jxanniversary3/qingchengshan.ini	20	0	2	10	500	0	0
14	jxanniversary3/qingchengshan.ini	21	0	2	11	500	0	0
14	jxanniversary3/qingchengshan.ini	22	0	2	12	500	0	0
14	jxanniversary3/qingchengshan.ini	23	0	2	13	500	0	0
14	jxanniversary3/qingchengshan.ini	24	0	3	0	100	0	0
14	jxanniversary3/qingchengshan.ini	25	0	4	0	100	0	0
14	jxanniversary3/qingchengshan.ini	26	0	4	1	100	0	0
14	jxanniversary3/qingchengshan.ini	27	0	5	0	400	0	0
14	jxanniversary3/qingchengshan.ini	28	0	5	1	400	0	0
14	jxanniversary3/qingchengshan.ini	29	0	5	2	400	0	0
14	jxanniversary3/qingchengshan.ini	30	0	5	3	400	0	0
14	jxanniversary3/qingchengshan.ini	31	0	6	0	300	0	0
14	jxanniversary3/qingchengshan.ini	32	0	6	1	300	0	0
14	jxanniversary3/qingchengshan.ini	33	0	7	0	500	0	0
14	jxanniversary3/qingchengshan.ini	34	0	7	1	500	0	0
14	jxanniversary3/qingchengshan.ini	35	0	7	2	500	0	0
14	jxanniversary3/qingchengshan.ini	36	0	7	3	500	0	0
14	jxanniversary3/qingchengshan.ini	37	0	7	4	500	0	0
14	jxanniversary3/qingchengshan.ini	38	0	7	5	500	0	0
14	jxanniversary3/qingchengshan.ini	39	0	7	6	500	0	0
