Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ
¢m D­¬ng V« Cùc qu¸n	0	7	8	\spr\item\equip\cap\obj-fm-cap06-3.spr	30	2	2	<color><enter>Nãn N÷ - CÊp 10<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		2000	10	0	30	200	200	31																		36	60							38	1		
B×Trô 	0	7	9	\spr\item\equip\cap\obj-fm-cap07-1.spr	28	2	2	<color><enter>Nãn N÷ - CÊp 1<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		50	1	0	30	25	25	31																		36	1							38	1		
§ång Trô 	0	7	9	\spr\item\equip\cap\obj-fm-cap07-1.spr	28	2	2	<color><enter>Nãn N÷ - CÊp 2<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		150	2	0	30	50	50	31																		36	7							38	1		
Tinh §ång Trô 	0	7	9	\spr\item\equip\cap\obj-fm-cap07-2.spr	28	2	2	<color><enter>Nãn N÷ - CÊp 3<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		300	3	0	30	75	75	31																		36	13							38	1		
XÝch §ån B× M·o	0	7	9	\spr\item\equip\cap\obj-fm-cap07-3.spr	28	2	2	<color><enter>Nãn N÷ - CÊp 4<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		500	4	0	30	100	100	31																		36	19							38	1		
Thó Cèt Tr©m	0	7	9	\spr\item\equip\cap\obj-fm-cap08-1.spr	30	2	2	<color><enter>Nãn N÷ - CÊp 5<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		800	5	0	30	125	125	31																		36	26							38	1		
Tö Cèt Tr©m	0	7	9	\spr\item\equip\cap\obj-fm-cap08-2.spr	30	2	2	<color><enter>Nãn N÷ - CÊp 6<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		1200	6	0	30	150	150	31																		36	33							38	1		
HuyÒn Cèt Tr©m	0	7	9	\spr\item\equip\cap\obj-fm-cap08-3.spr	30	2	2	<color><enter>Nãn N÷ - CÊp 7<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		1750	7	0	30	175	175	31																		36	40							38	1		
Hæ B×DiÖn Tr¸o	0	7	9	\spr\item\equip\cap\obj-fm-cap09-1.spr	28	2	2	<color><enter>Nãn N÷ - CÊp 8<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		2400	8	0	30	200	200	31																		36	46							38	1		
§iªu B× DiÖn Tr¸o	0	7	9	\spr\item\equip\cap\obj-fm-cap09-2.spr	28	2	2	<color><enter>Nãn N÷ - CÊp 9<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		3200	9	0	30	225	225	31																		36	53							38	1		
HuyÒn Tª DiÖn Tr¸o	0	7	9	\spr\item\equip\cap\obj-fm-cap09-3.spr	28	2	2	<color><enter>Nãn N÷ - CÊp 10<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		4000	10	0	30	250	250	31																		36	60							38	1		
Th« ThiÕt §Çu Hoµn	0	7	10	\spr\item\equip\cap\obj-fm-cap10-1.spr	28	2	2	<color><enter>Nãn N÷ - CÊp 1<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		60	1	0	30	25	25	31																		36	1							38	1		
TÕ ThiÕt §Çu Hoµn	0	7	10	\spr\item\equip\cap\obj-fm-cap10-1.spr	28	2	2	<color><enter>Nãn N÷ - CÊp 2<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		160	2	0	30	50	50	31																		36	7							38	1		
Hoµng §ång §Çu Hoµn	0	7	10	\spr\item\equip\cap\obj-fm-cap10-2.spr	28	2	2	<color><enter>Nãn N÷ - CÊp 3<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		375	3	0	30	75	75	31																		36	13							38	1		
Lôc Ngäc §Çu Hoµn	0	7	10	\spr\item\equip\cap\obj-fm-cap10-3.spr	28	2	2	<color><enter>Nãn N÷ - CÊp 4<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		600	4	0	30	100	100	31																		36	19							38	1		
Kª VÜ Thoa	0	7	10	\spr\item\equip\cap\obj-fm-cap11-1.spr	30	2	2	<color><enter>Nãn N÷ - CÊp 5<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		900	5	0	30	125	125	31																		36	26							38	1		
Anh vò Thoa	0	7	10	\spr\item\equip\cap\obj-fm-cap11-2.spr	30	2	2	<color><enter>Nãn N÷ - CÊp 6<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		1250	6	0	30	150	150	31																		36	33							38	1		
Bµn Xµ Thoa	0	7	10	\spr\item\equip\cap\obj-fm-cap11-3.spr	30	2	2	<color><enter>Nãn N÷ - CÊp 7<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		1850	7	0	30	175	175	31																		36	40							38	1		
Chu Sa §Çu Hoµn	0	7	10	\spr\item\equip\cap\obj-fm-cap12-1.spr	28	2	2	<color><enter>Nãn N÷ - CÊp 8<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		2500	8	0	30	200	200	31																		36	46							38	1		
Minh Ch©u §Çu Hoµn	0	7	10	\spr\item\equip\cap\obj-fm-cap12-2.spr	28	2	2	<color><enter>Nãn N÷ - CÊp 9<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		3000	9	0	30	225	225	31																		36	53							38	1		
Long HuyÕt §Çu hoµn	0	7	10	\spr\item\equip\cap\obj-fm-cap12-3.spr	28	2	2	<color><enter>Nãn N÷ - CÊp 10<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		3750	10	0	30	250	250	31																		36	60							38	1		
Viªn M·o	0	7	11	\spr\item\equip\cap\obj-fm-cap13-1.spr	28	2	2	<color><enter>Nãn N÷ - CÊp 1<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		185	1	0	30	20	20	31																		36	1							38	1		
§­êng M·o	0	7	11	\spr\item\equip\cap\obj-fm-cap13-1.spr	28	2	2	<color><enter>Nãn N÷ - CÊp 2<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		305	2	0	30	40	40	31																		36	7							38	1		
C©n Qu¶n M·o	0	7	11	\spr\item\equip\cap\obj-fm-cap13-2.spr	28	2	2	<color><enter>Nãn N÷ - CÊp 3<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		560	3	0	30	60	60	31																		36	13							38	1		
Tû Gi¸c M·o	0	7	11	\spr\item\equip\cap\obj-fm-cap13-3.spr	28	2	2	<color><enter>Nãn N÷ - CÊp 4<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		900	4	0	30	80	80	31																		36	19							38	1		
Thanh Phông Qu¸n	0	7	11	\spr\item\equip\cap\obj-fm-cap14-1.spr	28	2	2	<color><enter>Nãn N÷ - CÊp 5<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		1350	5	0	30	100	100	31																		36	26							38	1		
Kim Phông Qu¸n	0	7	11	\spr\item\equip\cap\obj-fm-cap14-2.spr	28	2	2	<color><enter>Nãn N÷ - CÊp 6<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		1850	6	0	30	120	120	31																		36	33							38	1		
Song Phông TriÒu Thiªn Qu¸n	0	7	11	\spr\item\equip\cap\obj-fm-cap14-3.spr	28	2	2	<color><enter>Nãn N÷ - CÊp 7<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		2550	7	0	30	140	140	31																		36	40							38	1		
PhØ Thóy Kh«i	0	7	11	\spr\item\equip\cap\obj-fm-cap15-1.spr	31	2	2	<color><enter>Nãn N÷ - CÊp 8<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		3250	8	0	30	160	160	31																		36	46							38	1		
Gi¶i Tr¹i Kh«i	0	7	11	\spr\item\equip\cap\obj-fm-cap15-2.spr	31	2	2	<color><enter>Nãn N÷ - CÊp 9<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		4050	9	0	30	180	180	31																		36	53							38	1		
Long L©n Kh«i	0	7	11	\spr\item\equip\cap\obj-fm-cap15-3.spr	31	2	2	<color><enter>Nãn N÷ - CÊp 10<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		5000	10	0	30	200	200	31																		36	60							38	1		
Bè M·o	0	7	12	\spr\item\equip\cap\obj-fm-cap16-1.spr	28	2	2	<color><enter>Nãn N÷ - CÊp 1<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		30	1	0	30	45	45	31																		36	1							38	1		
Viªn §Ønh M·o	0	7	12	\spr\item\equip\cap\obj-fm-cap16-1.spr	28	2	2	<color><enter>Nãn N÷ - CÊp 2<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		80	2	0	30	75	75	31																		36	7							38	1		
Ph¹m V¨n M·o	0	7	12	\spr\item\equip\cap\obj-fm-cap16-2.spr	28	2	2	<color><enter>Nãn N÷ - CÊp 3<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		185	3	0	30	105	105	31																		36	13							38	1		
Thanh V¨n Kh«i	0	7	12	\spr\item\equip\cap\obj-fm-cap16-3.spr	28	2	2	<color><enter>Nãn N÷ - CÊp 4<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		300	4	0	30	135	135	31																		36	19							38	1		
Hång Anh Thoa	0	7	12	\spr\item\equip\cap\obj-fm-cap17-1.spr	30	2	2	<color><enter>Nãn N÷ - CÊp 5<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		450	5	0	30	165	165	31																		36	26							38	1		
XÝch HuyÕt Thoa	0	7	12	\spr\item\equip\cap\obj-fm-cap17-2.spr	30	2	2	<color><enter>Nãn N÷ - CÊp 6<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		600	6	0	30	195	195	31																		36	33							38	1		
L­u Ly Thoa	0	7	12	\spr\item\equip\cap\obj-fm-cap17-3.spr	30	2	2	<color><enter>Nãn N÷ - CÊp 7<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		900	7	0	30	225	225	31																		36	40							38	1		
Léc nhÜ Thoa	0	7	12	\spr\item\equip\cap\obj-fm-cap18-1.spr	30	2	2	<color><enter>Nãn N÷ - CÊp 8<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		1250	8	0	30	255	255	31																		36	46							38	1		
Lam Tinh Thoa	0	7	12	\spr\item\equip\cap\obj-fm-cap18-2.spr	30	2	2	<color><enter>Nãn N÷ - CÊp 9<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		1500	9	0	30	285	285	31																		36	53							38	1		
Thanh Tinh Thoa	0	7	12	\spr\item\equip\cap\obj-fm-cap18-3.spr	30	2	2	<color><enter>Nãn N÷ - CÊp 10<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		1850	10	0	30	315	315	31																		36	60							38	1		
Hoµng Bè Ph¸t §¸i	0	7	13	\spr\item\equip\cap\obj-fm-cap19-1.spr	28	2	2	<color><enter>Nãn N÷ - CÊp 1<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		60	1	0	30	25	25	31																		36	1							38	1		
Hoµng Bè Ph¸t §¸i	0	7	13	\spr\item\equip\cap\obj-fm-cap19-1.spr	28	2	2	<color><enter>Nãn N÷ - CÊp 2<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		160	2	0	30	50	50	31																		36	7							38	1		
Hoµng Bè Ph¸t §¸i	0	7	13	\spr\item\equip\cap\obj-fm-cap19-1.spr	28	2	2	<color><enter>Nãn N÷ - CÊp 3<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		375	3	0	30	75	75	31																		36	13							38	1		
Hoµng Bè Ph¸t §¸i	0	7	13	\spr\item\equip\cap\obj-fm-cap19-1.spr	28	2	2	<color><enter>Nãn N÷ - CÊp 4<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		600	4	0	30	100	100	31																		36	19							38	1		
Hoµng §ång Ph¸t Xoa	0	7	13	\spr\item\equip\cap\obj-fm-cap20-1.spr	30	2	2	<color><enter>Nãn N÷ - CÊp 5<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		900	5	0	30	125	125	31																		36	26							38	1		
Hång M· N·o Ph¸t Xoa	0	7	13	\spr\item\equip\cap\obj-fm-cap20-2.spr	30	2	2	<color><enter>Nãn N÷ - CÊp 6<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		1250	6	0	30	150	150	31																		36	33							38	1		
Thanh L­u Ly Ph¸t Xoa	0	7	13	\spr\item\equip\cap\obj-fm-cap20-3.spr	30	2	2	<color><enter>Nãn N÷ - CÊp 7<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		1850	7	0	30	175	175	31																		36	40							38	1		
Huy Thñy Kh«i	0	7	13	\spr\item\equip\cap\obj-fm-cap21-1.spr	29	2	2	<color><enter>Nãn N÷ - CÊp 8<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		2500	8	0	30	200	200	31																		36	46							38	1		
Phông Nh·n Kh«i	0	7	13	\spr\item\equip\cap\obj-fm-cap21-2.spr	29	2	2	<color><enter>Nãn N÷ - CÊp 9<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		3000	9	0	30	225	225	31																		36	53							38	1		
Kim Phông TriÓn SÝ 	0	7	13	\spr\item\equip\cap\obj-fm-cap21-3.spr	29	2	2	<color><enter>Nãn N÷ - CÊp 10<enter><enter><color=white><bclr=pink>Vâ L©m Offline<bclr><color>		3750	10	0	30	250	250	31																		36	60							38	1		
