Ð§¹û	ÊÇ·ñÇ°×º	ÎåÐÐÒªÇó	µÈ¼¶ÒªÇó	ÊôÐÔµ÷ÕûÀà±ð	²ÎÊý1×îÐ¡Öµ	²ÎÊý1×î´óÖµ	²ÎÊý2×îÐ¡Öµ	²ÎÊý2×î´óÖµ	²ÎÊý3×îÐ¡Öµ	²ÎÊý3×î´óÖµ	Ð§¹ûËµÃ÷
ÑªÕ½°Ë·½				139	1	1	-1	-1	41	41	0
¾ªÀ×Õ¶				139	1	1	-1	-1	34	34	0
ÌìÍõµ¶·¨				139	1	1	-1	-1	24	24	0
ÆÃ·çÕ¶				139	1	1	-1	-1	37	37	0
ÎÞÐÄÕ¶				139	1	1	-1	-1	32	32	0
Ò»Ò¶ÖªÇï				139	1	1	-1	-1	85	85	0
¶ëáÒ½£·¨				139	1	1	-1	-1	77	77	0
ÍÆ´°ÍûÔÂ				139	1	1	-1	-1	385	385	0
²»Ãð²»¾ø				139	1	1	-1	-1	88	88	0
Æ®Ñ©´©ÔÆ				139	1	1	-1	-1	80	80	0
¶ëáÒÕÆ·¨1				139	1	1	-1	-1	79	79	0
ËÄÏóÍ¬¹é				139	1	1	-1	-1	82	82	0
·ð¹âÆÕÕÕ1				139	1	1	-1	-1	91	91	0
·ç»¨Ñ©ÔÂ				139	1	1	-1	-1	99	99	0
´äÑÌµ¶·¨				139	1	1	-1	-1	95	95	0
Óê´òÀæ»¨				139	1	1	-1	-1	105	105	0
ÄÁÒ°Á÷ÐÇ				139	1	1	-1	-1	108	108	0
·ç¾í²ÐÑ©				139	1	1	-1	-1	102	102	0
´äÑÌË«µ¶1				139	1	1	-1	-1	97	97	0
¸¡ÔÆÉ¢Ñ©				139	1	1	-1	-1	113	113	0
±Ìº£³±Éú				139	1	1	-1	-1	111	111	0
¶¾É°ÕÆ				139	1	1	-1	-1	63	63	0
Îå¶¾ÕÆ·¨				139	1	1	-1	-1	62	62	0
ÓÄÚ¤÷¼÷Ã				139	1	1	-1	-1	68	68	0
Ììî¸µØÉ·ÊÖ				139	1	1	-1	-1	71	71	0
Ñªµ¶¶¾É±				139	1	1	-1	-1	65	65	0
Îå¶¾µ¶·¨				139	1	1	-1	-1	60	60	0
°Ù¶¾´©ÐÄ				139	1	1	-1	-1	384	384	0
Öì¸òÇàÚ¤				139	1	1	-1	-1	74	74	0
Åùö¨µ¯				139	1	1	-1	-1	45	45	0
ÌÆÃÅ°µÆ÷				139	1	1	-1	-1	43	43	0
×·ÐÄ¼ý				139	1	1	-1	-1	50	50	0
Ð¡Àî·Éµ¶				139	1	1	-1	-1	249	249	0
ÂþÌì»¨Óê				139	1	1	-1	-1	54	54	0
ÌìÂÞµØÍø				139	1	1	-1	-1	58	58	0
¶á»êïÚ				139	1	1	-1	-1	47	47	0
É¢»¨ïÚ				139	1	1	-1	-1	341	341	0
¼ûÈËÉìÊÖ				139	1	1	-1	-1	122	122	0
Ø¤°ïÕÆ·¨				139	1	1	-1	-1	116	116	0
½µÁúÕÆ				139	1	1	-1	-1	274	274	0
¿ºÁúÓÐ»Ú1				139	1	1	-1	-1	128	128	0
ÑØÃÅÍÐ²§				139	1	1	-1	-1	119	119	0
Ø¤°ï°ô·¨				139	1	1	-1	-1	115	115	0
´ò¹·Õó				139	1	1	-1	-1	124	124	0
°ô´ò¶ñ¹·				139	1	1	-1	-1	125	125	0
²ÐÑôÈçÑª				139	1	1	-1	-1	135	135	0
ÌìÈÌÃ¬·¨				139	1	1	-1	-1	132	132	0
ÁÒ»ðÇéÌì				139	1	1	-1	-1	141	141	0
ÍµÌì»»ÈÕ				139	1	1	-1	-1	142	142	0
µ¯Ö¸ÁÒÑæ				139	1	1	-1	-1	145	145	0
ÌìÈÌµ¶·¨				139	1	1	-1	-1	131	131	0
ÍÆÉ½Ìîº£1				139	1	1	-1	-1	138	138	0
Ä§Ñ×ÆßÉ±1				139	1	1	-1	-1	148	148	0
Å­À×Ö¸				139	1	1	-1	-1	153	153	0
Îäµ±È­·¨				139	1	1	-1	-1	152	152	0
°þ¼°¶ø¸´1				139	1	1	-1	-1	164	164	0
ÎÞÎÒÎÞ½£1				139	1	1	-1	-1	165	165	0
²×º£Ã÷ÔÂ				139	1	1	-1	-1	155	155	0
Îäµ±½£·¨				139	1	1	-1	-1	151	151	0
½£·É¾ªÌì				139	1	1	-1	-1	158	158	0
Èý»·Ì×ÔÂ				139	1	1	-1	-1	267	267	0
ºô·ç·¨				139	1	1	-1	-1	169	169	0
À¥ÂØµ¶·¨				139	1	1	-1	-1	167	167	0
Ò»ÆøÈýÇå·û				139	1	1	-1	-1	178	178	0
¿ñ·çÖèµç				139	1	1	-1	-1	176	176	0
¿ñÀ×ÕðµØ				139	1	1	-1	-1	179	179	0
À¥ÂØ½£·¨				139	1	1	-1	-1	168	168	0
Ìì¼ÊÑ¸À×				139	1	1	-1	-1	172	172	0
ÎåÀ×Õý·¨				139	1	1	-1	-1	182	182	0
ÐÐÁú²»Óê				139	2	2	-1	-1	14	14	0
ÉÙÁÖÈ­·¨1				139	2	2	-1	-1	8	8	0
Áú×¦»¢×¥				139	2	2	-1	-1	271	271	0
½ð¸Õ·üÄ§				139	2	2	-1	-1	10	10	0
ÉÙÁÖ¹÷·¨				139	2	2	-1	-1	4	4	0
ºáÉ¨ÁùºÏ				139	2	2	-1	-1	11	11	0
ÉÙÁÖµ¶·¨				139	2	2	-1	-1	6	6	0
Ä¦Ú­ÎÞÁ¿				139	2	2	-1	-1	19	19	0
Õ¶Áú¾÷				139	2	2	-1	-1	29	29	0
ÌìÍõ´¸·¨				139	2	2	-1	-1	26	26	0
ÐÐÔÆ¾÷				139	2	2	-1	-1	31	31	0
³ËÁú¾÷				139	2	2	-1	-1	324	324	0
»Ø·çÂäÑã				139	2	2	-1	-1	30	30	0
ÌìÍõÇ¹·¨				139	2	2	-1	-1	23	23	0
Ñô¹ØÈýµþ				139	2	2	-1	-1	35	35	0
ÑªÕ½°Ë·½				139	2	2	-1	-1	41	41	0
¾ªÀ×Õ¶				139	2	2	-1	-1	34	34	0
ÌìÍõµ¶·¨				139	2	2	-1	-1	24	24	0
ÆÃ·çÕ¶				139	2	2	-1	-1	37	37	0
ÎÞÐÄÕ¶				139	2	2	-1	-1	32	32	0
Ò»Ò¶ÖªÇï				139	2	2	-1	-1	85	85	0
¶ëáÒ½£·¨				139	2	2	-1	-1	77	77	0
ÍÆ´°ÍûÔÂ				139	2	2	-1	-1	385	385	0
²»Ãð²»¾ø				139	2	2	-1	-1	88	88	0
Æ®Ñ©´©ÔÆ				139	2	2	-1	-1	80	80	0
¶ëáÒÕÆ·¨1				139	2	2	-1	-1	79	79	0
ËÄÏóÍ¬¹é				139	2	2	-1	-1	82	82	0
·ð¹âÆÕÕÕ1				139	2	2	-1	-1	91	91	0
·ç»¨Ñ©ÔÂ				139	2	2	-1	-1	99	99	0
´äÑÌµ¶·¨				139	2	2	-1	-1	95	95	0
Óê´òÀæ»¨				139	2	2	-1	-1	105	105	0
ÄÁÒ°Á÷ÐÇ				139	2	2	-1	-1	108	108	0
·ç¾í²ÐÑ©				139	2	2	-1	-1	102	102	0
´äÑÌË«µ¶1				139	2	2	-1	-1	97	97	0
¸¡ÔÆÉ¢Ñ©				139	2	2	-1	-1	113	113	0
±Ìº£³±Éú				139	2	2	-1	-1	111	111	0
¶¾É°ÕÆ				139	2	2	-1	-1	63	63	0
Îå¶¾ÕÆ·¨				139	2	2	-1	-1	62	62	0
ÓÄÚ¤÷¼÷Ã				139	2	2	-1	-1	68	68	0
Ììî¸µØÉ·ÊÖ				139	2	2	-1	-1	71	71	0
Ñªµ¶¶¾É±				139	2	2	-1	-1	65	65	0
Îå¶¾µ¶·¨				139	2	2	-1	-1	60	60	0
°Ù¶¾´©ÐÄ				139	2	2	-1	-1	384	384	0
Öì¸òÇàÚ¤				139	2	2	-1	-1	74	74	0
Åùö¨µ¯				139	2	2	-1	-1	45	45	0
ÌÆÃÅ°µÆ÷				139	2	2	-1	-1	43	43	0
×·ÐÄ¼ý				139	2	2	-1	-1	50	50	0
Ð¡Àî·Éµ¶				139	2	2	-1	-1	249	249	0
ÂþÌì»¨Óê				139	2	2	-1	-1	54	54	0
ÌìÂÞµØÍø				139	2	2	-1	-1	58	58	0
¶á»êïÚ				139	2	2	-1	-1	47	47	0
É¢»¨ïÚ				139	2	2	-1	-1	341	341	0
¼ûÈËÉìÊÖ				139	2	2	-1	-1	122	122	0
Ø¤°ïÕÆ·¨				139	2	2	-1	-1	116	116	0
½µÁúÕÆ				139	2	2	-1	-1	274	274	0
¿ºÁúÓÐ»Ú1				139	2	2	-1	-1	128	128	0
ÑØÃÅÍÐ²§				139	2	2	-1	-1	119	119	0
Ø¤°ï°ô·¨				139	2	2	-1	-1	115	115	0
´ò¹·Õó				139	2	2	-1	-1	124	124	0
°ô´ò¶ñ¹·				139	2	2	-1	-1	125	125	0
²ÐÑôÈçÑª				139	2	2	-1	-1	135	135	0
ÌìÈÌÃ¬·¨				139	2	2	-1	-1	132	132	0
ÁÒ»ðÇéÌì				139	2	2	-1	-1	141	141	0
ÍµÌì»»ÈÕ				139	2	2	-1	-1	142	142	0
µ¯Ö¸ÁÒÑæ				139	2	2	-1	-1	145	145	0
ÌìÈÌµ¶·¨				139	2	2	-1	-1	131	131	0
ÍÆÉ½Ìîº£1				139	2	2	-1	-1	138	138	0
Ä§Ñ×ÆßÉ±1				139	2	2	-1	-1	148	148	0
Å­À×Ö¸				139	2	2	-1	-1	153	153	0
Îäµ±È­·¨				139	2	2	-1	-1	152	152	0
°þ¼°¶ø¸´1				139	2	2	-1	-1	164	164	0
ÎÞÎÒÎÞ½£1				139	2	2	-1	-1	165	165	0
²×º£Ã÷ÔÂ				139	2	2	-1	-1	155	155	0
Îäµ±½£·¨				139	2	2	-1	-1	151	151	0
½£·É¾ªÌì				139	2	2	-1	-1	158	158	0
Èý»·Ì×ÔÂ				139	2	2	-1	-1	267	267	0
ºô·ç·¨				139	2	2	-1	-1	169	169	0
À¥ÂØµ¶·¨				139	2	2	-1	-1	167	167	0
Ò»ÆøÈýÇå·û				139	2	2	-1	-1	178	178	0
¿ñ·çÖèµç				139	2	2	-1	-1	176	176	0
¿ñÀ×ÕðµØ				139	2	2	-1	-1	179	179	0
À¥ÂØ½£·¨				139	2	2	-1	-1	168	168	0
Ìì¼ÊÑ¸À×				139	2	2	-1	-1	172	172	0
ÎåÀ×Õý·¨				139	2	2	-1	-1	182	182	0
ÐÐÁú²»Óê				139	3	3	-1	-1	14	14	0
ÉÙÁÖÈ­·¨1				139	3	3	-1	-1	8	8	0
Áú×¦»¢×¥				139	3	3	-1	-1	271	271	0
½ð¸Õ·üÄ§				139	3	3	-1	-1	10	10	0
ÉÙÁÖ¹÷·¨				139	3	3	-1	-1	4	4	0
ºáÉ¨ÁùºÏ				139	3	3	-1	-1	11	11	0
ÉÙÁÖµ¶·¨				139	3	3	-1	-1	6	6	0
Ä¦Ú­ÎÞÁ¿				139	3	3	-1	-1	19	19	0
Õ¶Áú¾÷				139	3	3	-1	-1	29	29	0
ÌìÍõ´¸·¨				139	3	3	-1	-1	26	26	0
ÐÐÔÆ¾÷				139	3	3	-1	-1	31	31	0
³ËÁú¾÷				139	3	3	-1	-1	324	324	0
»Ø·çÂäÑã				139	3	3	-1	-1	30	30	0
ÌìÍõÇ¹·¨				139	3	3	-1	-1	23	23	0
Ñô¹ØÈýµþ				139	3	3	-1	-1	35	35	0
ÑªÕ½°Ë·½				139	3	3	-1	-1	41	41	0
¾ªÀ×Õ¶				139	3	3	-1	-1	34	34	0
ÌìÍõµ¶·¨				139	3	3	-1	-1	24	24	0
ÆÃ·çÕ¶				139	3	3	-1	-1	37	37	0
ÎÞÐÄÕ¶				139	3	3	-1	-1	32	32	0
Ò»Ò¶ÖªÇï				139	3	3	-1	-1	85	85	0
¶ëáÒ½£·¨				139	3	3	-1	-1	77	77	0
ÍÆ´°ÍûÔÂ				139	3	3	-1	-1	385	385	0
²»Ãð²»¾ø				139	3	3	-1	-1	88	88	0
Æ®Ñ©´©ÔÆ				139	3	3	-1	-1	80	80	0
¶ëáÒÕÆ·¨1				139	3	3	-1	-1	79	79	0
ËÄÏóÍ¬¹é				139	3	3	-1	-1	82	82	0
·ð¹âÆÕÕÕ1				139	3	3	-1	-1	91	91	0
·ç»¨Ñ©ÔÂ				139	3	3	-1	-1	99	99	0
´äÑÌµ¶·¨				139	3	3	-1	-1	95	95	0
Óê´òÀæ»¨				139	3	3	-1	-1	105	105	0
ÄÁÒ°Á÷ÐÇ				139	3	3	-1	-1	108	108	0
·ç¾í²ÐÑ©				139	3	3	-1	-1	102	102	0
´äÑÌË«µ¶1				139	3	3	-1	-1	97	97	0
¸¡ÔÆÉ¢Ñ©				139	3	3	-1	-1	113	113	0
±Ìº£³±Éú				139	3	3	-1	-1	111	111	0
¶¾É°ÕÆ				139	3	3	-1	-1	63	63	0
Îå¶¾ÕÆ·¨				139	3	3	-1	-1	62	62	0
ÓÄÚ¤÷¼÷Ã				139	3	3	-1	-1	68	68	0
Ììî¸µØÉ·ÊÖ				139	3	3	-1	-1	71	71	0
Ñªµ¶¶¾É±				139	3	3	-1	-1	65	65	0
Îå¶¾µ¶·¨				139	3	3	-1	-1	60	60	0
°Ù¶¾´©ÐÄ				139	3	3	-1	-1	384	384	0
Öì¸òÇàÚ¤				139	3	3	-1	-1	74	74	0
Åùö¨µ¯				139	3	3	-1	-1	45	45	0
ÌÆÃÅ°µÆ÷				139	3	3	-1	-1	43	43	0
×·ÐÄ¼ý				139	3	3	-1	-1	50	50	0
Ð¡Àî·Éµ¶				139	3	3	-1	-1	249	249	0
ÂþÌì»¨Óê				139	3	3	-1	-1	54	54	0
ÌìÂÞµØÍø				139	3	3	-1	-1	58	58	0
¶á»êïÚ				139	3	3	-1	-1	47	47	0
É¢»¨ïÚ				139	3	3	-1	-1	341	341	0
¼ûÈËÉìÊÖ				139	3	3	-1	-1	122	122	0
Ø¤°ïÕÆ·¨				139	3	3	-1	-1	116	116	0
½µÁúÕÆ				139	3	3	-1	-1	274	274	0
¿ºÁúÓÐ»Ú1				139	3	3	-1	-1	128	128	0
ÑØÃÅÍÐ²§				139	3	3	-1	-1	119	119	0
Ø¤°ï°ô·¨				139	3	3	-1	-1	115	115	0
´ò¹·Õó				139	3	3	-1	-1	124	124	0
°ô´ò¶ñ¹·				139	3	3	-1	-1	125	125	0
²ÐÑôÈçÑª				139	3	3	-1	-1	135	135	0
ÌìÈÌÃ¬·¨				139	3	3	-1	-1	132	132	0
ÁÒ»ðÇéÌì				139	3	3	-1	-1	141	141	0
ÍµÌì»»ÈÕ				139	3	3	-1	-1	142	142	0
µ¯Ö¸ÁÒÑæ				139	3	3	-1	-1	145	145	0
ÌìÈÌµ¶·¨				139	3	3	-1	-1	131	131	0
ÍÆÉ½Ìîº£1				139	3	3	-1	-1	138	138	0
Ä§Ñ×ÆßÉ±1				139	3	3	-1	-1	148	148	0
Å­À×Ö¸				139	3	3	-1	-1	153	153	0
Îäµ±È­·¨				139	3	3	-1	-1	152	152	0
°þ¼°¶ø¸´1				139	3	3	-1	-1	164	164	0
ÎÞÎÒÎÞ½£1				139	3	3	-1	-1	165	165	0
²×º£Ã÷ÔÂ				139	3	3	-1	-1	155	155	0
Îäµ±½£·¨				139	3	3	-1	-1	151	151	0
½£·É¾ªÌì				139	3	3	-1	-1	158	158	0
Èý»·Ì×ÔÂ				139	3	3	-1	-1	267	267	0
ºô·ç·¨				139	3	3	-1	-1	169	169	0
À¥ÂØµ¶·¨				139	3	3	-1	-1	167	167	0
Ò»ÆøÈýÇå·û				139	3	3	-1	-1	178	178	0
¿ñ·çÖèµç				139	3	3	-1	-1	176	176	0
¿ñÀ×ÕðµØ				139	3	3	-1	-1	179	179	0
À¥ÂØ½£·¨				139	3	3	-1	-1	168	168	0
Ìì¼ÊÑ¸À×				139	3	3	-1	-1	172	172	0
ÎåÀ×Õý·¨				139	3	3	-1	-1	182	182	0
ºáÉ¨Ç§¾ü2				139	1	1	-1	-1	319	319	0
ÎÞÏàÕ¶				139	1	1	-1	-1	321	321	0
×··ç¾÷				139	1	1	-1	-1	325	325	0
×·ÐÇÖðÔÂ				139	1	1	-1	-1	323	323	0
ÆÆÌìÕ¶				139	1	1	-1	-1	322	322	0
Èý¶ëö«Ñ©				139	1	1	-1	-1	328	328	0
·çËªËéÓ°				139	1	1	-1	-1	380	380	0
±ù×ÙÎÞÓ°				139	1	1	-1	-1	336	336	0
±ùÐÄÏÉ×Ó				139	1	1	-1	-1	337	337	0
Òõ·çÊ´¹Ç				139	1	1	-1	-1	353	353	0
ÐþÒõÕ¶				139	1	1	-1	-1	355	355	0
Éå»êÔÂÓ°				139	1	1	-1	-1	339	339	0
±©ÓêÀæ»¨				139	1	1	-1	-1	302	302	0
¾Å¹¬·ÉÐÇ				139	1	1	-1	-1	342	342	0
·ÉÁúÔÚÌì				139	1	1	-1	-1	357	357	0
ÌìÏÂÎÞ¹·				139	1	1	-1	-1	359	359	0
ÔÆÁú»÷				139	1	1	-1	-1	361	361	0
ÌìÍâÁ÷ÐÇ				139	1	1	-1	-1	362	362	0
ÌìµØÎÞ¼«1				139	1	1	-1	-1	365	365	0
ÈË½£ºÏÒ»				139	1	1	-1	-1	368	368	0
°ÁÑ©Ð¥·ç				139	1	1	-1	-1	372	372	0
À×¶¯¾ÅÌì				139	1	1	-1	-1	375	375	0
ºáÉ¨Ç§¾ü2				139	2	2	-1	-1	319	319	0
ÎÞÏàÕ¶				139	2	2	-1	-1	321	321	0
×··ç¾÷				139	2	2	-1	-1	325	325	0
×·ÐÇÖðÔÂ				139	2	2	-1	-1	323	323	0
ÆÆÌìÕ¶				139	2	2	-1	-1	322	322	0
Èý¶ëö«Ñ©				139	2	2	-1	-1	328	328	0
·çËªËéÓ°				139	2	2	-1	-1	380	380	0
±ù×ÙÎÞÓ°				139	2	2	-1	-1	336	336	0
±ùÐÄÏÉ×Ó				139	2	2	-1	-1	337	337	0
Òõ·çÊ´¹Ç				139	2	2	-1	-1	353	353	0
ÐþÒõÕ¶				139	2	2	-1	-1	355	355	0
Éå»êÔÂÓ°				139	2	2	-1	-1	339	339	0
±©ÓêÀæ»¨				139	2	2	-1	-1	302	302	0
¾Å¹¬·ÉÐÇ				139	2	2	-1	-1	342	342	0
·ÉÁúÔÚÌì				139	2	2	-1	-1	357	357	0
ÌìÏÂÎÞ¹·				139	2	2	-1	-1	359	359	0
ÔÆÁú»÷				139	2	2	-1	-1	361	361	0
ÌìÍâÁ÷ÐÇ				139	2	2	-1	-1	362	362	0
ÌìµØÎÞ¼«1				139	2	2	-1	-1	365	365	0
ÈË½£ºÏÒ»				139	2	2	-1	-1	368	368	0
°ÁÑ©Ð¥·ç				139	2	2	-1	-1	372	372	0
À×¶¯¾ÅÌì				139	2	2	-1	-1	375	375	0
ÄÚÁ¦»Ø¸´Ð§ÂÊ(1¼¶)				248	1	1	-1	-1	0	0	0
ÄÚÁ¦»Ø¸´Ð§ÂÊ(2¼¶)				248	2	2	-1	-1	0	0	0
ÄÚÁ¦»Ø¸´Ð§ÂÊ(3¼¶)				248	3	3	-1	-1	0	0	0
ÄÚÁ¦»Ø¸´Ð§ÂÊ(4¼¶)				248	4	4	-1	-1	0	0	0
ÄÚÁ¦»Ø¸´Ð§ÂÊ(5¼¶)				248	5	5	-1	-1	0	0	0
ÄÚÁ¦»Ø¸´Ð§ÂÊ(6¼¶)				248	6	6	-1	-1	0	0	0
ÄÚÁ¦»Ø¸´Ð§ÂÊ(7¼¶)				248	7	7	-1	-1	0	0	0
ÄÚÁ¦»Ø¸´Ð§ÂÊ(8¼¶)				248	8	8	-1	-1	0	0	0
ÄÚÁ¦»Ø¸´Ð§ÂÊ(9¼¶)				248	9	9	-1	-1	0	0	0
ÄÚÁ¦»Ø¸´Ð§ÂÊ(10¼¶)				248	10	10	-1	-1	0	0	0
¶Ô¹¥»÷¼¼ÄÜ¼Ó³É20				243	20	20	-1	-1	0	0	0
¶Ô¹¥»÷¼¼ÄÜ¼Ó³É40				243	40	40	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦60				237	60	60	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦120				237	120	120	-1	-1	0	0	0
´ïÄ¦¶É½­1				139	1	1	-1	-1	318	318	0
´ïÄ¦¶É½­2				139	2	2	-1	-1	318	318	0
´ïÄ¦¶É½­3				139	3	3	-1	-1	318	318	0
ÍêÈ«¸ñµ²1¼¶				139	1	1	-1	-1	993	993	0
ÍêÈ«¸ñµ²£¨±»¶¯£©1¼¶				139	1	1	-1	-1	994	994	0
ÎÞÏÞË²ÒÆÄÜÁ¦1¼¶				139	1	1	-1	-1	997	997	0
ÎÞÏÞË²ÒÆÄÜÁ¦£¨±»¶¯£©1¼¶				139	1	1	-1	-1	996	996	0
¾ø¶ÔÖØ»÷1¼¶				139	1	1	-1	-1	998	998	0
¾ø¶ÔÖØ»÷£¨±»¶¯£©1¼¶				139	1	1	-1	-1	999	999	0
ÍêÈ«¸ñµ²2¼¶				139	2	2	-1	-1	993	993	0
ÍêÈ«¸ñµ²£¨±»¶¯£©2¼¶				139	2	2	-1	-1	994	994	0
ÎÞÏÞË²ÒÆÄÜÁ¦2¼¶				139	2	2	-1	-1	997	997	0
ÎÞÏÞË²ÒÆÄÜÁ¦£¨±»¶¯£©2¼¶				139	2	2	-1	-1	996	996	0
¾ø¶ÔÖØ»÷2¼¶				139	2	2	-1	-1	998	998	0
¾ø¶ÔÖØ»÷£¨±»¶¯£©2¼¶				139	2	2	-1	-1	999	999	0
ÍêÈ«¸ñµ²3¼¶				139	3	3	-1	-1	993	993	0
ÍêÈ«¸ñµ²£¨±»¶¯£©3¼¶				139	3	3	-1	-1	994	994	0
ÎÞÏÞË²ÒÆÄÜÁ¦3¼¶				139	3	3	-1	-1	997	997	0
ÎÞÏÞË²ÒÆÄÜÁ¦£¨±»¶¯£©3¼¶				139	3	3	-1	-1	996	996	0
¾ø¶ÔÖØ»÷3¼¶				139	3	3	-1	-1	998	998	0
¾ø¶ÔÖØ»÷£¨±»¶¯£©3¼¶				139	3	3	-1	-1	999	999	0
ÍêÈ«¸ñµ²4¼¶				139	4	4	-1	-1	993	993	0
ÍêÈ«¸ñµ²£¨±»¶¯£©4¼¶				139	4	4	-1	-1	994	994	0
ÎÞÏÞË²ÒÆÄÜÁ¦4¼¶				139	4	4	-1	-1	997	997	0
ÎÞÏÞË²ÒÆÄÜÁ¦£¨±»¶¯£©4¼¶				139	4	4	-1	-1	996	996	0
¾ø¶ÔÖØ»÷4¼¶				139	4	4	-1	-1	998	998	0
¾ø¶ÔÖØ»÷£¨±»¶¯£©4¼¶				139	4	4	-1	-1	999	999	0
´äÓñ±ùÐþ				195	261377	261377	-1	-1	276483	276483	0
ÄýÑ©º®Ëª				139	1	1	-1	-1	1024	1024	0
ÐÂÍâ¹¦¹¥ËÙ				239	112	126	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ				239	141	158	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ				239	177	201	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ				239	228	261	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ				239	301	351	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ				240	112	126	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ				240	141	158	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ				240	177	201	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ				240	201	261	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ				240	301	351	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´				245	61	67	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´				245	70	76	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´				245	70	76	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´				245	70	76	-1	-1	0	0	0
ÐÂ´ò»÷»Ø¸´				245	70	76	-1	-1	0	0	0
ÐÂÉúÃü£¨999£©				233	999	999	-1	-1	0	0	0
ÐÂÉúÃü£¨1¼¶£©				233	230	230	-1	-1	0	0	0
ÐÂÉúÃü£¨2¼¶£©				233	310	310	-1	-1	0	0	0
ÐÂÉúÃü£¨3¼¶£©				233	390	390	-1	-1	0	0	0
ÐÂÉúÃü£¨4¼¶£©				233	430	470	-1	-1	0	0	0
ÐÂÉúÃü£¨5¼¶£©				233	510	550	-1	-1	0	0	0
ÐÂÉúÃü£¨6¼¶£©				233	590	630	-1	-1	0	0	0
ÐÂÉúÃü£¨7¼¶£©				233	670	710	-1	-1	0	0	0
ÐÂÉúÃü£¨8¼¶£©				233	750	790	-1	-1	0	0	0
ÐÂÉúÃü£¨9¼¶£©				233	830	870	-1	-1	0	0	0
ÐÂÉúÃü£¨10¼¶£©				233	910	950	-1	-1	0	0	0
ÐÂÄÚÁ¦£¨1¼¶£©				235	310	310	-1	-1	0	0	0
ÐÂÄÚÁ¦£¨2¼¶£©				235	390	390	-1	-1	0	0	0
ÐÂÄÚÁ¦£¨3¼¶£©				235	470	470	-1	-1	0	0	0
ÐÂÄÚÁ¦£¨4¼¶£©				235	510	550	-1	-1	0	0	0
ÐÂÄÚÁ¦£¨5¼¶£©				235	590	630	-1	-1	0	0	0
ÐÂÄÚÁ¦£¨6¼¶£©				235	670	710	-1	-1	0	0	0
ÐÂÄÚÁ¦£¨7¼¶£©				235	750	790	-1	-1	0	0	0
ÐÂÄÚÁ¦£¨8¼¶£©				235	830	870	-1	-1	0	0	0
ÐÂÄÚÁ¦£¨9¼¶£©				235	910	950	-1	-1	0	0	0
ÐÂÄÚÁ¦£¨10¼¶£©				235	990	1030	-1	-1	0	0	0
ÐÂ»ð·À£¨4¼¶£©				230	41	45	-1	-1	0	0	0
ÐÂ»ð·À£¨5¼¶£©				230	46	50	-1	-1	0	0	0
ÐÂ»ð·À£¨6¼¶£©				230	51	55	-1	-1	0	0	0
ÐÂ»ð·À£¨7¼¶£©				230	56	60	-1	-1	0	0	0
ÐÂ»ð·À£¨8¼¶£©				230	61	65	-1	-1	0	0	0
ÐÂ»ð·À£¨9¼¶£©				230	66	70	-1	-1	0	0	0
ÐÂ»ð·À£¨10¼¶£©				230	71	75	-1	-1	0	0	0
ÐÂ±ù·À£¨4¼¶£©				232	41	45	-1	-1	0	0	0
ÐÂ±ù·À£¨5¼¶£©				232	46	50	-1	-1	0	0	0
ÐÂ±ù·À£¨6¼¶£©				232	51	55	-1	-1	0	0	0
ÐÂ±ù·À£¨7¼¶£©				232	56	60	-1	-1	0	0	0
ÐÂ±ù·À£¨8¼¶£©				232	61	65	-1	-1	0	0	0
ÐÂ±ù·À£¨9¼¶£©				232	66	70	-1	-1	0	0	0
ÐÂ±ù·À£¨10¼¶£©				232	71	75	-1	-1	0	0	0
ÐÂÀ×·À£¨4¼¶£©				229	41	45	-1	-1	0	0	0
ÐÂÀ×·À£¨5¼¶£©				229	46	50	-1	-1	0	0	0
ÐÂÀ×·À£¨6¼¶£©				229	51	55	-1	-1	0	0	0
ÐÂÀ×·À£¨7¼¶£©				229	56	60	-1	-1	0	0	0
ÐÂÀ×·À£¨8¼¶£©				229	61	65	-1	-1	0	0	0
ÐÂÀ×·À£¨9¼¶£©				229	66	70	-1	-1	0	0	0
ÐÂÀ×·À£¨10¼¶£©				229	71	75	-1	-1	0	0	0
ÐÂ¶¾·À£¨4¼¶£©				228	41	45	-1	-1	0	0	0
ÐÂ¶¾·À£¨5¼¶£©				228	46	50	-1	-1	0	0	0
ÐÂ¶¾·À£¨6¼¶£©				228	51	55	-1	-1	0	0	0
