ÈÛÁ¶²ÄÁÏÃû³Æ	µÀ¾ßÖÖÀà	¾ßÌåÀà±ğ	ÏêÏ¸Àà±ğ	¶¯»­ÎÄ¼şÃû	¶ÔÓ¦Îï¼şË÷	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåĞĞÊôĞÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµş·Å	Æ·ÖÊ	Ä§·¨ÊôĞÔË÷Òı1	¿ÉÈÛÁ¶×°±¸ÀàĞÍ1	¿ÉÈÛÁ¶×°±¸ÀàĞÍ2	¿ÉÈÛÁ¶×°±¸ÀàĞÍ3	¿ÉÈÛÁ¶×°±¸ÀàĞÍ4	¿ÉÈÛÁ¶×°±¸ÀàĞÍ5	¿ÉÈÛÁ¶×°±¸ÀàĞÍ6	ÌáÁ¶ºóÊÇ·ñÓÀ¾Ã°ó¶¨
Thiªn L«i V¨n C­¬ng- Gi¸p [CÊp 2]	8	1	82	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	2	3228	1	4	8				0
Thiªn L«i V¨n C­¬ng- Gi¸p [CÊp 3]	8	1	83	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	3	3229	1	4	8				0
Thiªn L«i V¨n C­¬ng- Gi¸p [CÊp 4]	8	1	84	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	4	3230	1	4	8				0
Thiªn L«i V¨n C­¬ng- Gi¸p [CÊp 5]	8	1	85	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	5	3231	1	4	8				0
Thiªn L«i V¨n C­¬ng- Gi¸p [CÊp 6]	8	1	86	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	6	3232	1	4	8				0
Thiªn L«i V¨n C­¬ng- Gi¸p [CÊp 7]	8	1	87	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	7	3233	1	4	8				0
Thiªn L«i V¨n C­¬ng- Gi¸p [CÊp 8]	8	1	88	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	8	3234	1	4	8				0
Thiªn L«i V¨n C­¬ng- Gi¸p [CÊp 9]	8	1	89	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	9	3235	1	4	8				0
Thiªn L«i V¨n C­¬ng- Gi¸p [CÊp 10]	8	1	90	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	10	3236	1	4	8				0
Thiªn L«i V¨n C­¬ng- Êt [CÊp 1]	8	1	91	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	1	3237	2	3	9				0
Thiªn L«i V¨n C­¬ng- Êt [CÊp 2]	8	1	92	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	2	3238	2	3	9				0
Thiªn L«i V¨n C­¬ng- Êt [CÊp 3]	8	1	93	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	3	3239	2	3	9				0
Thiªn L«i V¨n C­¬ng- Êt [CÊp 4]	8	1	94	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	4	3240	2	3	9				0
Thiªn L«i V¨n C­¬ng- Êt [CÊp 5]	8	1	95	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	5	3241	2	3	9				0
Thiªn L«i V¨n C­¬ng- Êt [CÊp 6]	8	1	96	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	6	3242	2	3	9				0
Thiªn L«i V¨n C­¬ng- Êt [CÊp 7]	8	1	97	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	7	3243	2	3	9				0
Thiªn L«i V¨n C­¬ng- Êt [CÊp 8]	8	1	98	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	8	3244	2	3	9				0
Thiªn L«i V¨n C­¬ng- Êt [CÊp 9]	8	1	99	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	9	3245	2	3	9				0
Thiªn L«i V¨n C­¬ng- Êt [CÊp 10]	8	1	100	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	10	3246	2	3	9				0
Thiªn L«i V¨n C­¬ng- Bİnh[CÊp 1]	8	1	101	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	1	3247	1	4	8				0
Thiªn L«i V¨n C­¬ng- Bİnh[CÊp 2]	8	1	102	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	2	3248	1	4	8				0
Thiªn L«i V¨n C­¬ng- Bİnh[CÊp 3]	8	1	103	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	3	3249	1	4	8				0
Thiªn L«i V¨n C­¬ng- Bİnh[CÊp 4]	8	1	104	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	4	3250	1	4	8				0
Thiªn L«i V¨n C­¬ng- Bİnh[CÊp 5]	8	1	105	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	5	3251	1	4	8				0
Thiªn L«i V¨n C­¬ng- Bİnh[CÊp 6]	8	1	106	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	6	3252	1	4	8				0
Thiªn L«i V¨n C­¬ng- Bİnh[CÊp 7]	8	1	107	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	7	3253	1	4	8				0
Thiªn L«i V¨n C­¬ng- Bİnh[CÊp 8]	8	1	108	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	8	3254	1	4	8				0
Thiªn L«i V¨n C­¬ng- Bİnh[CÊp 9]	8	1	109	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	9	3255	1	4	8				0
Thiªn L«i V¨n C­¬ng- Bİnh[CÊp 10]	8	1	110	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	10	3256	1	4	8				0
Thiªn L«i V¨n C­¬ng- §inh [CÊp 1]	8	1	111	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	1	3257	2	3	9				0
Thiªn L«i V¨n C­¬ng- §inh [CÊp 2]	8	1	112	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	2	3258	2	3	9				0
Thiªn L«i V¨n C­¬ng- §inh [CÊp 3]	8	1	113	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	3	3259	2	3	9				0
Thiªn L«i V¨n C­¬ng- §inh [CÊp 4]	8	1	114	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	4	3260	2	3	9				0
Thiªn L«i V¨n C­¬ng- §inh [CÊp 5]	8	1	115	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	5	3261	2	3	9				0
Thiªn L«i V¨n C­¬ng- §inh [CÊp 6]	8	1	116	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	6	3262	2	3	9				0
Thiªn L«i V¨n C­¬ng- §inh [CÊp 7]	8	1	117	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	7	3263	2	3	9				0
Thiªn L«i V¨n C­¬ng- §inh [CÊp 8]	8	1	118	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	8	3264	2	3	9				0
Thiªn L«i V¨n C­¬ng- §inh [CÊp 9]	8	1	119	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	9	3265	2	3	9				0
Thiªn L«i V¨n C­¬ng- §inh [CÊp 10]	8	1	120	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	10	3266	2	3	9				0
Nh­îc Thñy V¨n C­¬ng- Gi¸p [CÊp 1]	8	1	121	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	1	3267	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- Gi¸p [CÊp 2]	8	1	122	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	2	3268	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- Gi¸p [CÊp 3]	8	1	123	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	3	3269	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- Gi¸p [CÊp 4]	8	1	124	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	4	3270	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- Gi¸p [CÊp 5]	8	1	125	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	5	3271	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- Gi¸p [CÊp 6]	8	1	126	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	6	3272	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- Gi¸p [CÊp 7]	8	1	127	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	7	3273	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- Gi¸p [CÊp 8]	8	1	128	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	8	3274	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- Gi¸p [CÊp 9]	8	1	129	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	9	3275	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- Gi¸p [CÊp 10]	8	1	130	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	10	3276	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- Êt [CÊp 1]	8	1	131	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	1	3277	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- Êt [CÊp 2]	8	1	132	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	2	3278	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- Êt [CÊp 3]	8	1	133	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	3	3279	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- Êt [CÊp 4]	8	1	134	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	4	3280	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- Êt [CÊp 5]	8	1	135	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	5	3281	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- Êt [CÊp 6]	8	1	136	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	6	3282	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- Êt [CÊp 7]	8	1	137	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	7	3283	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- Êt [CÊp 8]	8	1	138	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	8	3284	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- Êt [CÊp 9]	8	1	139	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	9	3285	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- Êt [CÊp 10]	8	1	140	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	10	3286	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- Bİnh[CÊp 1]	8	1	141	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	1	3287	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- Bİnh[CÊp 2]	8	1	142	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	2	3288	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- Bİnh[CÊp 3]	8	1	143	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	3	3289	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- Bİnh[CÊp 4]	8	1	144	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	4	3290	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- Bİnh[CÊp 5]	8	1	145	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	5	3291	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- Bİnh[CÊp 6]	8	1	146	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	6	3292	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- Bİnh[CÊp 7]	8	1	147	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	7	3293	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- Bİnh[CÊp 8]	8	1	148	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	8	3294	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- Bİnh[CÊp 9]	8	1	149	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	9	3295	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- Bİnh[CÊp 10]	8	1	150	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	10	3296	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- §inh [CÊp 1]	8	1	151	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	1	3297	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- §inh [CÊp 2]	8	1	152	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	2	3298	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- §inh [CÊp 3]	8	1	153	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	3	3299	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- §inh [CÊp 4]	8	1	154	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	4	3300	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- §inh [CÊp 5]	8	1	155	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	5	3301	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- §inh [CÊp 6]	8	1	156	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	6	3302	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- §inh [CÊp 7]	8	1	157	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	7	3303	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- §inh [CÊp 8]	8	1	158	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	8	3304	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- §inh [CÊp 9]	8	1	159	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	9	3305	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- §inh [CÊp 10]	8	1	160	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	10	3306	5	6	7	9			0
Nh­îc Thñy V¨n C­¬ng- MËu[CÊp 1]	8	1	161	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	1	3307	2	5	6	7			0
Nh­îc Thñy V¨n C­¬ng- MËu[CÊp 2]	8	1	162	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	2	3308	2	5	6	7			0
Nh­îc Thñy V¨n C­¬ng- MËu[CÊp 3]	8	1	163	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	3	3309	2	5	6	7			0
Nh­îc Thñy V¨n C­¬ng- MËu[CÊp 4]	8	1	164	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	4	3310	2	5	6	7			0
