QId	Tip	Content	ChooseCount	Price	Choose1	Choose2	Choose3	Choose4	Choose5	Choose6	Choose7	Choose8	Choose9	Choose10	BeginSaleTime	EndSaleTime	BeginPayForTime	EndPayForTime	Answer	BonusRate	MaxBonus
2047		Nh×n nh­ tõng ngän c©y cäng cá, yªn biÕt ®Çu viªn ngãi trÝch thuû thµnh cù (®¶ mét ch÷)	4	0	Cõ 	San 	Thiªn 	Hµnh 											1	50	10000000
2048		Mét ®«i tr¨ng s¸ng kh«ng chót nµo tµn, r¬i vµo ch©n nói t¶ h÷u ®øng (®¶ mét ch÷)	4	0	B¨ng 	Cao 	Phôc 	Thµnh 											1	50	10000000
2049		Mét m¶nh m©y t¶n che trêi ®Ýnh, tam con liÔu rñ vò ®«ng phong (®¶ mét ch÷)	4	0	Tè 	Thanh 	Ph¹m 	Thay ®æi 											1	50	10000000
2050		Ngäa kh¸n kho¶ng kh«ng s¬n hµm xa c©y, thua phÝa t©y thÝnh tiÕn thanh (®¶ mét ch÷)	4	0	X©y 	Kho¶ng kh«ng 	B»ng 	Tha 											1	50	10000000
2051		Diªm tiÒn ®Çu viªn ngãi trÝch thuû (®¶ mét ch÷)	4	0	Méc 	B¾c 	CÊp 	TruÊt 											1	50	10000000
2052		S¾c thu giÊu xu©n (®¶ mét ch÷)	4	0	H­¬ng 	X©m 	U 	Nga 											1	50	10000000
2053		Ph¸o ®¶ song xa (®¶ mét ch÷)	4	0	H©n 	ThÊp 	Çm 	Th­ 											3	50	10000000
2054		T©y hå cuèi mïa xu©n (®¶ mét ch÷)	4	0	R¬i 	S«ng 	¦¬ng 	MÞch 											4	50	10000000
2055		R­îu kú lµm b¹n (®¶ mét ch÷)	4	0	Thôc 	Kú 	TuÕ 	Chuy 											2	50	10000000
2056		L÷ Bè sÊm Quan Trung (®¶ mét ch÷)	4	0	PhÈm 	L­ 	ThuËn 	ChØ 											2	50	10000000
2057		Tr­íc nhµ võa ®øt tïng (®¶ mét ch÷)	4	0	VÞ 	Hoµng 	C­ 	B»ng 											3	50	10000000
2058		M­êi hai hîp nhÊt c©n (®¶ mét ch÷)	4	0	CÇn 	Sam 	ThÓ 	TrÇn 											1	50	10000000
2059		Hoµng h«n liÔu ®Çu cµnh (®¶ mét ch÷)	4	0	Sao 	Méng 	B­u 	Ph¹m 											2	50	10000000
2060		§Çu b¹c nghÌo kinh th­ (®¶ mét ch÷)	4	0	YÕu 	D¹ 	Cao 	Tr©n 											3	50	10000000
2061		Cam lé méc ®µo lý (®¶ mét ch÷)	4	0	Ký 	L©m 	Sinh 	C¸i giá 											2	50	10000000
2062		ThuyÒn nh©n mét ®ªm vÒ (®¶ mét ch÷)	4	0	Phµn 	YÓu 	Tr­êng 	LÖ 											4	50	10000000
2063		Rõng tróc ®­êng nhá ngang däc (®¶ mét ch÷)	4	0	ThÖ 	B¹i 	Phò 	L­¬ng 											1	50	10000000
2064		Hoµng h«n tr¨ng non chiÕu lan tiÒn (®¶ mét ch÷)	4	0	Tùu 	T« 	H¹o 	Hµnh lang 											2	50	10000000
2065		Xa øc c©y mÉu ®¬n c¶ thµnh h­¬ng (®¶ mét ch÷)	4	0	Ng¹c 	Biªn 	R¬i 	B¶o 											3	50	10000000
2066		Bôi cá thïy lé l­ìng l¶ l­ít (®¶ mét ch÷)	4	0	Kú 	D¾t 	M·n 	T­¬ng 											3	50	10000000
2067		Bê s«ng ®o¹n d­¬ng nhËn tµn vu (®¶ mét ch÷)	4	0	Ngé 	Xinh ®Ñp 	Lung 	§·ng 											4	50	10000000
2068		Lo¹n ®iÒn r¬i l¶ t¶ b¸n hå ©m (®¶ mét ch÷)	4	0	MiÓu 	VÞ 	T« 	Thµnh 											2	50	10000000
2069		Du th«i d©n s¬n hîp con m¾t miªn (®¶ mét ch÷)	4	0	D©n 	Gi¸p 	Chi 	Lai 											1	50	10000000
2070		BiÖt th× võa ë ngµy 30 tÕt tÞch (®¶ mét ch÷)	4	0	LÖ 	Xãa 	Ýt 	Bé 											2	50	10000000
2071		Cèt la bê s«ng kiÕn nguyÖt minh (®¶ mét ch÷)	4	0	Tr­êng 	Th¨ng 	C«ng 	NhËt 											4	50	10000000
2072		M­a tÔ hµ phi tµ nh¹n qu¸ (®¶ mét ch÷)	4	0	Th»ng 	Ph¹m 	Sao 	Gi¶ 											4	50	10000000
2073		Ngäc cßn cã hµ, nh©n sao cã thÓ miÔn (®¶ mét ch÷)	4	0	B¶o 	Tóc 	Kim 	Ninh 											3	50	10000000
2074		V­¬ng bµ rao hµng, hé hé dÉn ©m (®¶ mét ch÷)	4	0	§¹m 	PhØ 	Hå 	Qu¾c 											3	50	10000000
2075		DÜ khiÓn ®µn con Õch t¸c l­ìng bé, canh khø tr¨ng s¸ng thµnh ba ng­êi (®¶ mét ch÷)	4	0	Giai 	Ngu xuÈn 	§iÖp 	Hµn 											2	50	10000000
2076		C¸ (®¶ võa thµnh ng÷)	4	0	Nh­ c¸ gÆp n­íc 	Dùa vµo bµng thñy 	CÇu nhá n­íc ch¶y 	N¨m x­a nh­ n­íc 											1	50	10000000
2077		Tõ (®¶ võa thµnh ng÷)	4	0	Tõ ®a t×nh 	TiÕng o¸n than dËy ®Êt 	Nh­ bãng víi h×nh 	Bá m¹ng ®å 											3	50	10000000
2078		Ph¶n kÝch (®¶ võa thµnh ng÷)	4	0	HËu ph¸t chÕ nh©n 	§ång quy vu tËn 	Phßng ho¹n ch­a x¶y ra 	VÕt xe ®æ 											1	50	10000000
2079		HiÖn ®¹i kÞch (®¶ võa thµnh ng÷)	4	0	Minh kiÕn v¹n lý 	V« danh tiÓu tèt 	§Õn nay vi liÖt 	GÆp kh«ng sî h·i 											3	50	10000000
2080		Phao tó cÇu (®¶ võa thµnh ng÷)	4	0	Sö kh«ng døt th­ 	ThÊy tr­íc míi thÝch 	Lo¹n trong giÆc ngoµi 	Tiªu, ®Çu kú së h¶o 											4	50	10000000
2081		T­¬ng t­ ®¬n ph­¬ng (®¶ võa thµnh ng÷)	4	0	Nh©n t©m t­ ®Þnh 	Ng« h¹ a ngu dèt 	Thùc kh«ng d¸m ®Êu diÕm 	Mèi t×nh th¾m thiÕt 											4	50	10000000
2082		TuyÖt thÕ h¶o kiÕm (®¶ võa thµnh ng÷)	4	0	Ngay ng¾n râ rµng 	C¶m gi¸c míi mÎ 	Thiªn h¹ V« Song 	Lµm biÕt kh«ng l­¬ng 											3	50	10000000
2083		Tr¨ng s¸ng bao l©u cã (®¶ võa thµnh ng÷)	4	0	Long tranh hæ ®Êu 	Mét sím mét chiÒu 	Kh«ng ®Õm xØa ®Õn 	Sèng chÕt tr­íc m¾t 											2	50	10000000
2084		M­êi l¨m ¸nh tr¨ng (®¶ võa thµnh ng÷)	4	0	S«ng dµi mÆt trêi lÆn 	Quang minh ch¸nh ®¹i 	Thiªn lý céng thiÒn quyªn 	NguyÖt th­îng t©y l©u 											2	50	10000000
2085		§Çu treo cæ tù tö, trïy thø cæ (®¶ võa thµnh ng÷)	4	0	æn ®Þnh vµ hoµ b×nh l©u dµi 	Xu©n vÒ hoa në 	Kh«ng ngõng v­¬n lªn 	Thanh qu©n tr¾c 											3	50	10000000
2086		Trêi cao v¹n lý tèng t­¬ng t­ (®¶ võa thµnh ng÷)	4	0	Tr­íc sau vÑn toµn 	V« danh tiÓu tèt 	C¸i sau v­ît c¸i tr­íc 	Réng thïng th×nh vi hoµi 											4	50	10000000
2087		Héi h×nh ®å ¶nh theo ®uæi bé (®¶ võa thµnh ng÷)	4	0	Lßng nh­ ®ao c¾t 	Kh«ng h¬n kh«ng kÐm 	Tr«ng mÆt mµ b¾t h×nh dong 	MiÖng l­ìi l­u lo¸t 											3	50	10000000
2088		Chñ tÓ thiªn h¹ vi mÉu nghi (®¶ võa thµnh ng÷)	4	0	Ng­êi nhiÒu h¬n viÖc 	Sinh l·o bÖnh tö 	Vui mõng qu¸ ®çi 	C¸i sau v­ît c¸i tr­íc 											4	50	10000000
2089		Toµn quèc trªn d­íi hín hë (®¶ võa thµnh ng÷)	4	0	Nh­ trót ®­îc g¸nh nÆng 	NH¢N 	ThÝch thó 	Mét lµ nhÊt, hai lµ nhÞ 											3	50	10000000
2090		HÇu m«n võa vµo s©u tùa nh­ biÓn (®¶ võa thµnh ng÷)	4	0	Häa lµ tõ ë miÖng mµ ra 	ThÊt nhÜ nh©n xa 	GÇn ®Êt xa trêi 	C¸i sau v­ît c¸i tr­íc 											2	50	10000000
2091		B»ng qu©n truyÖn ng÷ b¸o b×nh an (®¶ võa thµnh ng÷)	4	0	Vinh quy quª cò 	Mét gi¸ 	Cã ®iÒu lµm 	§¹i ®ång tiÓu dÞ 											1	50	10000000
2092		DÆn dß nãi h­íng thuyÕt th­ nh©n (®¶ võa thµnh ng÷)	4	0	Vung tay 	Tung tÝch kh«ng râ 	Nãi kh«ng gi÷ lêi 	Kh«ng c¸nh mµ bay 											3	50	10000000
2093		ChØ cã ThÊt muéi gi¸ ®æng lang (®¶ võa thµnh ng÷)	4	0	Tam nguyªn thi ®Ëu 	Nãi qu¸ sù thËt 	Hoang mang lo sî 	Tr­íc kh¸c nay kh¸c 											3	50	10000000
2094		LÝ Quú, khø b¶ tèng giang gäi tíi! (®¶ võa thµnh ng÷)	4	0	Vßng ®i vßng l¹i 	§øng nói nµy tr«ng nói nä 	Kh«ng cÇn nãi còng biÕt 	H« phong ho¸n vò 											4	50	10000000
2095		Lç tai to kÎ trém, kh«ng nhí viªn m«n b¾n kÝch th× còng (®¶ võa thµnh ng÷)	4	0	Rót kinh nghiÖm x­¬ng m¸u 	Håi quang ph¶n chiÕu 	Ai còng cã së tr­êng riªng 	Yªu cÇu cao 											4	50	10000000
2096		Chç trèng (®¶ võa thµnh ng÷)	4	0	Tèt m· dÎ cïi 	T×m c¸i chÕt 	§Ñp kh«ng sao t¶ xiÕt 	Tó s¾c kh¶ xan 											1	50	10000000
2097		Tøc sïi bät mÐp (®¶ võa thµnh ng÷)	4	0	Tøc giËn bõng bõng 	§å h¸o s¾c 	Suy cho cïng 	TrÎ nhá dÔ d¹y 											1	50	10000000
2098		ChØ cho phÐp th¾ng, kh«ng ®­îc b¹i (®¶ võa thµnh ng÷)	4	0	Trêi xui ®Êt khiÕn 	Nh­îng bé lui binh 	Nãi mµ cã tÝn 	ChØ mong kiÕm lîi 											4	50	10000000
2099		Mu«n s«ng ngh×n nói chØ chê rçi r·nh (®¶ võa thµnh ng÷)	4	0	NhÊt ®Þnh ph¶i ®­îc 	Dïng v¨n chë nãi 	B×nh ch©n nh­ v¹i 	§Çu tµu g­¬ng mÉu 											3	50	10000000
2100		Kh«ng nh×n ®­îc xu©n h¹ d÷ thu ®«ng (®¶ võa thµnh ng÷)	4	0	Muèn ngõng mµ kh«ng ®­îc 	N¬i phån hoa 	ThÞ b¹n ®­êng 	Sinh thêi 											4	50	10000000
2101		H¶o th¬ h¶o nguyÖt kh¸nh Trung thu (®¶ võa thµnh ng÷)	4	0	§¹o ®øc tèt 	HÕt søc c¨ng th¼ng 	ïn ïn 	Nghiªm trang 											1	50	10000000
2102		Kh«ng ng¹i «m banh ch¹y ngùa gç kú (®¶ võa thµnh ng÷)	4	0	BÊt tØnh nh©n sù 	S¾p tíi 	Rung ®ïi ®¾c ý 	Kú qu¸i 											2	50	10000000
2103		Hùu ®é mét n¨m, c¸c thiªm nhÊt tuÕ (®¶ võa thµnh ng÷)	4	0	Bµi s¬n ®¶o h¶i 	Ai còng cã së tr­êng riªng 	§øng ra 	V¾t chµy ra n­íc 											2	50	10000000
2104		¸nh b×nh minh tøc khëi, vÈy n­íc quÐt nhµ s©n (®¶ võa thµnh ng÷)	4	0	Sinh thêi 	Th­îng thõa lµm 	Kh«ng hîp nhau 	HiÓu chi dÜ ®Ó ý 											4	50	10000000
2105		Thao ®ao quû lÇm t¸c l·ng lý ho¸ ®¬n t¹m (®¶ võa thµnh ng÷)	4	0	Danh chÝnh ng«n thuËn 	Gióp ng­êi thµnh ®¹t 	§øng nói nµy tr«ng nói nä 	Gièng nhau nh­ ®óc 											1	50	10000000
2106		Gi¶ m¹o kh©m sai (®¶ nhÊt tôc ng÷)	4	0	D­êng nh­ 	§a t¹ 	Gi¶ sö 	Cã lÏ 											3	50	10000000
2107		B¸t mÆt giã lïa (®¶ nhÊt tôc ng÷)	4	0	GiËn kh«ng chç ph¸t tiÕt 	GÆp c¶nh khèn cïng 	Th­îng bÊt chÝnh h¹ t¾c lo¹n 	GÇn mùc th× ®en 											1	50	10000000
2108		N¨ng uèng mét chÐn v« (®¶ nhÊt tôc ng÷)	4	0	G× chø 	Tôc ng÷ nãi 	LÉn vµo xuèng phÝa d­íi 	Xin th­¬ng xãt 											1	50	10000000
2109		Du tö trªn ng­êi y (®¶ nhÊt tôc ng÷)	4	0	Nhí t×nh b¹n cò 	Lung tung 	§Çu t­êng mét cäng cá 	BiÖt lai mét bé nµy 											4	50	10000000
2110		Kh«ng bao giê lµm ®uèi lý sù (®¶ nhÊt tôc ng÷)	4	0	Ng­êi hiÒn lµnh 	LÉn vµo xuèng phÝa d­íi 	Lµm trß c­êi 	G× chø 											1	50	10000000
2111		N¨m ngo¸i mét giät t­¬ng t­ lÖ, ®Õn nay vÞ ch¶y tíi m¸ biªn (®¶ nhÊt tôc ng÷)	4	0	Nãi kh«ng nªn lêi 	ThËt lµ lín mÆt mòi 	Kh«ng l­u t×nh 	ThÑn thïng 											2	50	10000000
2112		Tõ nay vÒ sau qu©n v­¬ng kh«ng cßn sím triªu (®¶ nhÊt tôc ng÷)	4	0	C¬ héi khã ®­îc 	Mét chñ kiÕn 	Mèt thêi th­îng 	L·o kh«ng tù chñ 											2	50	10000000
2113		Tr­êng mòi lç tai to (®¶ nhÊt tôc ng÷)	4	0	Gièng khu«ng ra d¸ng 	Nan gi¶i 	Nghe tiÕng thiªn h¹ 	Lµm bõa b·i 											1	50	10000000
2114		Qu¸ ngò quan, tr¶m lôc t­íng (®¶ nhÊt tôc ng÷)	4	0	Nh×n ë trong m¾t nhí ë trong lßng 	Nãi m¹nh miÖng 	G× biÔu diÔn 	XuÊt khÈu ®¶ th­¬ng ng­êi 											4	50	10000000
2115		Hoµng TuyÒn cã ®­êng h¶o vÒ quª (®¶ nhÊt tôc ng÷)	4	0	Mét vßng trõ mét vßng 	Kh«ng ®óng t¹m ®­îc 	Quû míi biÕt ®­îc 	Kh«ng cã t­êng nµo giã kh«ng lät qua ®­îc 											3	50	10000000
2116		Nh­ lý b¹c b¨ng (®¶ nhÊt tôc ng÷)	4	0	Kh«ng nì 	Cø theo ®µ nµy 	Gi­¬ng m¾t nh×n 	ChØ cã h¬n chø kh«ng kÐm 											1	50	10000000
2117		Kh«ng ë nhµ (®¶ nhÊt tôc ng÷)	4	0	Chuån mÊt 	Ng­êi th­êng 	Cã ph¸t hiÖn 	MÒm cøng r¾n kh«ng ¨n 											2	50	10000000
2118		Hµm nói xa nuèt Tr­êng Giang (®¶ nhÊt tôc ng÷)	4	0	§¶ ®Çu ãc lý nguyÖn ý 	¡n uèng kh«ng nhá 	Kh«ng tróng ý 	Xen vµo viÖc cña ng­êi kh¸c 											2	50	10000000
2119		Lµm nghÒ y (®¶ nhÊt tôc ng÷)	4	0	ChÞu kh«ng næi 	Gi¸ ngay miÖng 	Chê xem 	¡n no xanh  											3	50	10000000
2120		NghØ khø û nguy lan (®¶ nhÊt tôc ng÷)	4	0	§éng tay ®«ng ch©n 	Kh«ng ®¸ng tin cËy 	Qu¶n ®­îc khoan 	Gi¶ nh· nhÆn 											2	50	10000000
2121		Hµng ®ªm kh¸n r¬i (lÔ phÐp dïng tõ)	4	0	Thö dån 	§a t¹ 	Lµm phiÒn 	Kh¸ch khÝ 											2	50	10000000
2122		Lang m¹o (hoa cá danh)	4	0	C©y t­êng vi 	Thñy tiªn 	Phï dung 	Kim quÕ 											3	50	10000000
2123		Tõ mÉu trªn tay tuyÕn (c«n trïng danh)	4	0	ChiÕu d¹ b¹ch 	DÖt n­¬ng 	Hµn hµo trïng 	ThËp tû muéi 											2	50	10000000
2124		§iÒn (nh¹c khóc danh)	4	0	Trêi h¹n l«i 	Mïa xu©n bÆc ph¶n 	Quang minh ®i 	Hín hë 											1	50	10000000
2125		GÇn vua nh­ gÇn cäp (®éng vËt danh)	4	0	§«ng b¾c hæ 	Linh d­¬ng 	S«ng ly 	Khñng long 											4	50	10000000
2126		T¹i gia mçi ngµy sèng kh¸ gi¶ (nh©n sù dïng tõ)	4	0	NghØ sanh 	§i c«ng t¸c 	Ghi téi 	Lªn chøc 											2	50	10000000
2127		Ng¾m c¶nh ®oµn hØ ®¨ng ¸nh s¸ng mÆt trêi ®×nh (Trung Hoa Trung Quèc ®Þa danh)	4	0	Thanh l­u, hµm s¬n 	Macao 	Khóc, a lý 	Kh¸ch, l©m quÕ, b×nh nh¹c, th­îng t­, linh s¬n 											4	50	10000000
2128		Trao quyÒn cho cÊp d­íi c«ng viÖc trªn l©m tr­êng céng ho¹n n¹n (Trung Hoa Trung Quèc ®Þa danh)	4	0	MËt v©n, dô dç 	TuyÒn ch©u 	Thanh l­u, hµm s¬n 	§ång tö 											4	50	10000000
2129		Hoa ®µo ®Ëp vµo mÆt lai (huyÖt vÞ)	4	0	Kh«ng cho, khóc soa 	Kh«ng cho, ngo¹i l¨ng 	Gi÷a c¸c hµng, h­¬ng phô 	Kh«ng cho, khÝ trïng 											3	50	10000000
2130		§×nh tiÒn hoa mai tuÕ m¹t khai (danh th¾ng)	4	0	PhËt n»m tù 	Léc m«n s¬n 	§¹i phËt tù 	B¹ch v©n quan 											2	50	10000000
2131		Nãi hßa khÝ (phong trµo thÓ dôc thÓ thao)	4	0	§« vËt 	Thi ®i bé 	Bãng chuyÒn 	Nhu ®¹o 											4	50	10000000
2132		Tõ cæ chÝ kim (cæ nh©n danh)	4	0	Tr­¬ng Phi 	Vâ Tßng 	Sö tiÕn 	Lôc du 											3	50	10000000
2133		MÆn d­¬ng mét m¶nh nguyÖt (cæ nh©n danh)	4	0	LiÔu c«ng quyÒn 	TÇn minh 	Lý b¹ch 	§­êng Minh Hoµng 											2	50	10000000
2134		C©y méc lan ng­êi Êy (thùc vËt)	4	0	T©y cÇn 	Qu¶ tr¸m 	Hoa sinh 	Gia dung 											3	50	10000000
2135		NÆng loan nói non trïng ®iÖp (c«n trïng)	4	0	Ong mËt 	§­êng lang 	H¾c s¬n nghÜ 	S«ng chuån chuån 											1	50	10000000
2136		C« gia nh¹n gµo thÐt nhiÒu tiÕng tiÕp theo (nh©n danh)	4	0	Nhan Ch©n Khanh 	Tõ bi hång 	Lôc ®¹i niªn 	TrÞnh cÇu gç 											2	50	10000000
2137		HËu sù chung nan kÕ (d­îc liÖu danh)	4	0	§­¬ng quy 	§Þa du 	Thñy t« 	C©y tôc ®o¹n 											4	50	10000000
2138		¸p gi¶i sinh nhËt c­¬ng (Thñy hö nh©n danh nhÞ)	4	0	Mæ tr©n, mæ b¶o 	Th× thiªn, an nãi toµn bé 	YÕn thanh, tÇn minh 	Tèng giang, ng« dïng 											1	50	10000000
2139		B¹ch cèt tinh lé ra nguyªn h×nh (tôc ng÷)	4	0	ChuyÓn biÕn tèt h·y thu 	Kh«ng gièng hµo 	HiÖn t­îng l¹ 	Tin ®ån 											3	50	10000000
2140		Ra Thñy Phï Dung (hoa cá danh)	4	0	L·nh h­¬ng 	H¹n hoa sen 	C©y kim ng©n 	C©y méc lan 											2	50	10000000
2141		Ngµy xu©n cÊt ra h¶o töu lai (hoa cá danh)	4	0	Tø quý b¸o xu©n 	§oµn tô hoa 	Xu©n nhÊt phÈm 	TRµ 											1	50	10000000
2142		NhiÔu c©y kh«ng chç n­¬ng tùa nguyÖt chÝnh cao (tõ khóc bµi)	4	0	§oµn tô 	D¹ phi th­íc 	TiÓu Hång l©u 	Mæ oan kÕt 											2	50	10000000
2143		H«m qua quý phñ thä th«i, h«m nay hùu v¨n xuÊt gi¸, chê lµm h¹ lÔ (tèng tõ ng÷)	4	0	Thu th­ ®Õn canh s¬ 	Kh«ng thÓ tr¸nh ®­îc r¬i khø 	Tr¾ng niªn thiÕu ®Çu 	Còng quen biÕt cò 											2	50	10000000
2144		Tãc b¹c vÒ quª (thuèc §«ng y danh)	4	0	Hîp h­¬ng 	Th­¬ng nhÜ 	C©y ngò gia b× tè 	§­¬ng quy 											4	50	10000000
2145		V« ti tróc chi lo¹n nhÜ (dßng hä)	4	0	Hä Mé Dung 	Nh¹c chÝnh 	Hoµn nhan 	N­íc trong 											2	50	10000000
2146		Mµu tiªn bót ph¸p thÇn kú phó bß niªn (nh©n danh)	4	0	Nhan l­¬ng 	HÒ v¨n 	Tr«ng nom  ninh 	D­¬ng söa 											2	50	10000000
2147		L­¬ng vâ ®Õ tèn vÞ (nh©n danh)	4	0	Tiªu nh­îng 	§ç thiªn 	Chu th«ng 	Vui s­íng 											1	50	10000000
2148		Giang l­u cã tiÕng cËn hµn s¬n (danh th¾ng cæ tÝch)	4	0	Xµ s¬n 	ViÕt ®éng 	TriÒu ©m tù 	V« l­îng quan 											3	50	10000000
2149		ChËm l­u (®Þa danh)	4	0	DÞch m«n 	Song giang 	§Òu qu©n 	Tõ thñy 											4	50	10000000
2150		Bê s«ng nhÊt c©y cói xuèng ph¸t (c©y cèi danh)	4	0	C©y thuû sam 	ChuyÖn m­a 	C©y d©m bôt 	C©y cä 											1	50	10000000
2151		N©ng chÐn yªu tr¨ng s¸ng, _______________. 	4	0	§èi ¶nh thµnh ba ng­êi 	¶nh ®å tïy th©n ta 	Ta vò ¶nh thÊt thÇn 	HÑn nhau m¹c ng©n hµ 											1	50	10000000
2152		Thïy nãi thèn c©y cá t©m, _______________. 	4	0	B¸o ®¾c ba th¸ng mïa xu©n huy 	Tõ mÉu trong tay tuyÕn 	Du tö trªn ng­êi y 	ý chØ chËm ch¹p vÒ 											1	50	10000000
2153		§«ng l©m kiÖt th¹ch, _____________. 	4	0	§Ó xem biÓn c¶ 	S¬n ®¶o tñng tr× 	Sãng lín d©ng lªn 	C©y cèi mäc thµnh bôi 											1	50	10000000
2154		Tuæi giµ chÝ ch­a giµ, ____________. 	4	0	ChÝ ë thiªn lý 	ChÝ ë tr¨m dÆm 	ChÝ ë mét dÆm 	ChÝ ë m­êi dÆm 											1	50	10000000
2155		MÆt trêi chiÒu v« h¹n h¶o, ____________. 	4	0	ChØ lµ cËn hoµng h«n 	H­íng v·n ý kh«ng kháe 	§i «-t« ®¨ng cæ nguyªn 	MÆt trêi chiÒu v« h¹n h¶o 											1	50	10000000
2156		Khi nµo céng kÐo t©y song chóc, _____________. 	4	0	L¹i nãi ba s¬n d¹ vò th× 	Qu©n vÊn ngµy vÒ kh«ng cã kú 	Ba s¬n d¹ vò phång thu tr× 	Mét bÇu r­îu ®ôc hØ t­¬ng phïng 											1	50	10000000
2157		Sõ lóa nhËt gi÷a tr­a, ____________. 	4	0	Giät må h«i lóa h¹ ®Êt 	Ai biÕt m©m trung xan 	NhËt gi÷a tr­a sõ lóa 	NgÈng ®Çu ng¾m tr¨ng s¸ng 											1	50	10000000
2158		Ch¼ng biÕt tÕ l¸ thïy tµi ra, _____________. 	4	0	Hai th¸ng xu©n phong tù kÐo 	V¹n ®iÒu rò xuèng xanh biÕc ti thao 	Th¸ng giªng xu©n phong tù kÐo 	Ngäc bÝch trang thµnh nhÊt c©y cao 											1	50	10000000
2159		Ban ngµy lªn ng¾m giã löa, _____________. 	4	0	Hoµng h«n uèng m· bµng giao s«ng 	C«ng chñ tú bµ u o¸n ®a 	M­a tuyÕt ®Òu liªn ®¹i m¹c 	Kho¶ng kh«ng kiÕn c©y nho nhËp nhµ H¸n 											1	50	10000000
2160		Hoµng H¹c l©u tiÒn xu©n thñy réng r·i, _____________. 	4	0	Mét chÐn hoµn øc cè nh©n v« 	§ç l¨ng tiªu thø qu©n 	§¸o cèt thÞ phong trÇn 	TÞch mÞch liªn ng« nãi 											1	50	10000000
2161		Nam triÒu bèn tr¨m t¸m m­¬i tù, _____________. 	4	0	NhiÒu Ýt ban c«ng m­a bôi trung 	Thñy th«n s¬n qu¸ch r­îu kú phong 	Thiªn lý oanh ®Ò xanh biÕc ¸nh giang 	NhiÒu Ýt ban c«ng trong m­a giã 											1	50	10000000
2162		§«ng phong kh«ng cïng chu lang liÒn, _____________. 	4	0	§ång t­íc xu©n s©u táa nhÞ kiÒu 	Tù t­¬ng mµi t¾m nhËn thøc tiÒn triÒu 	§«ng phong kh«ng cïng chu lang liÒn 	G¶y kÝch trÇm sa thiÕt vÞ tiªu 											1	50	10000000
2163		Th­¬ng n÷ ch¼ng biÕt vong quèc hËn, _____________. 	4	0	C¸ch giang do h¸t hËu ®×nh hoa 	Yªn lung hµn thñy nguyÖt lung sa 	D¹ b¹c TÇn Hoµi cËn r­îu 	Lóc tíi hoµn h¹ ®ç l¨ng v« 											1	50	10000000
2164		Hai m­¬i bèn kiÒu tr¨ng s¸ng d¹, _____________. 	4	0	Ng­êi ngäc n¬i nµo gi¸o thæi tiªu 	Nói xanh m¬ hå thñy xa xa 	Thu tÉn Giang Nam c©y cá ®iªu 	Xa t­ëng tö nª phong chiÕu th«i 											1	50	10000000
2165		Xe ®ç täa ¸i phong l©m v·n, _____________. 	4	0	S­¬ng l¸ hång vu hai th¸ng hoa 	B¹ch V©n sinh chç cã ng­êi gia 	Xa th­îng hµn nói ®¸ kÝnh tµ 	Hoa lau s©u tr¹ch tÜnh thïy lu©n 											1	50	10000000
2166		Rót ®ao ®o¹n thñy thñy canh l­u, _____________. 	4	0	N©ng chÐn tiªu buån buån canh buån 	M· ®Ó n»m ngang sa d¹ kh«ng thu 	Mu«n ®êi vinh hoa s¸ng mé 	H¾c s¬n nam diÖn cµng kh«ng ch©u 											1	50	10000000
2167		Tr­íc gi­êng tr¨ng s¸ng quang, _____________. 	4	0	Nghi tÊt nhiªn th­îng s­¬ng 	NgÈng ®Çu ng¾m tr¨ng s¸ng 	Cói ®Çu t­ cè h­¬ng 	N­íc s«ng h«n phôc thÇn 											1	50	10000000
2168		Tõ mÉu trong tay tuyÕn, _____________. 	4	0	Du tö trªn ng­êi y 	L©m ®i dÇy ®Æc v¸ 	ý chØ chËm ch¹p vÒ 	LuyÖn tÝnh tÜnh tª b¹ch 											1	50	10000000
2169		Thïy nãi thèn c©y cá t©m, _____________. 	4	0	B¸o ®¾c ba th¸ng mïa xu©n huy 	S­¬ng khãi v¹n lý buån 	Vi l©u ng¾m cµng trung 	H­íng v·n du ngo¹n s¬n thuû chç 											1	50	10000000
2170		Xanh biÕc song tr¨ng s¸ng ë, _____________. 	4	0	Sö s¸ch cæ nh©n kho¶ng kh«ng 	Du ngo¹n s¬n thuû B¹ch V©n v·n 	L­u hËn thö Di Phong 	Kh¸ch buån n¨ng mÊy ngµy 											1	50	10000000
2171		TÝch ng­êi ®· ngåi B¹ch V©n khø, _____________. 	4	0	N¬i ®©y trèng kh«ng Hoµng H¹c l©u 	B¹ch V©n thiªn t¸i kho¶ng kh«ng lo l¾ng 	Hoµng h¹c mét ®i kh«ng trë l¹i 	Hoµng h«n h­¬ng quan n¬i nµo thÞ 											1	50	10000000
2172		T×nh xuyªn râ rµng H¸n d­¬ng c©y, _____________. 	4	0	Ph­¬ng th¶o um tïm vÑt ch©u 	Hoµng h¹c mét ®i kh«ng trë l¹i 	B¹ch V©n thiªn t¸i kho¶ng kh«ng lo l¾ng 	Hoµng h«n h­¬ng quan n¬i nµo thÞ 											1	50	10000000
