# VLTK Mobile — PC script/global source index
# Source of truth: /var/www/jx-pc/01_tinh_kiem_source/source/00.src-tinh-kiem/bin/Server/Server/script/global
# Directory rows preserve PC subdirectories; file rows preserve size/sha256. No Lua runtime semantics are claimed.
SourceIndex	EntryKind	SourceRoot	RelativePath	Directory	FileName	Extension	IsLua	SizeBytes	Sha256
171	file	Server 6.0/server/home_jxser/server1/script/global	gm/lenhbaiadmintestserver.lua	gm	lenhbaiadmintestserver.lua	lua	1	49002	a012413e3271ef79c30952e309ac572b8e44493b090ad15d1c67246f5c88a6ea
172	file	Server 6.0/server/home_jxser/server1/script/global	gm/npc_dotim.lua	gm	npc_dotim.lua	lua	1	8161	724530ea68782607c078a5f2412796e5288eebaa76da0fa6c111bb937e5ffdea
173	file	Server 6.0/server/home_jxser/server1/script/global	gm/npc_thunghiem.lua	gm	npc_thunghiem.lua	lua	1	56028	8088b653b16554f0ae3ec34222a81fd75a969e99df8962bfbf599172b9608ad5
174	file	Server 6.0/server/home_jxser/server1/script/global	gm/npc_trangbi.lua	gm	npc_trangbi.lua	lua	1	4202	4aaefadc668c06ca8b2b007ff16bf1bfba1830f24e6e4533246ad229569c815d
175	file	Server 6.0/server/home_jxser/server1/script/global	gm/quanlysukien.lua	gm	quanlysukien.lua	lua	1	1074	ac85d2258bf46b57b0d5ebc2ba9e0811961bc952e040a9106d80e038d5a5ea88
176	file	Server 6.0/server/home_jxser/server1/script/global	head_qianzhuang.lua		head_qianzhuang.lua	lua	1	2010	ac00b3477a0bb4d10cf4d79f9e3a289d102adf0490d5bfacebc74b1574f66a9f
177	file	Server 6.0/server/home_jxser/server1/script/global	itemhead.lua		itemhead.lua	lua	1	210	19ca3fd05d0acb88fae9c32ac60c8ac5d9bb784e34cb2b6b0be7a3fd9eb030ea
178	file	Server 6.0/server/home_jxser/server1/script/global	itemset.lua		itemset.lua	lua	1	78688	5fd9fda6ea81c1bd25cb037d46e5f694a5a21ba95cc7ca63ba7af71fd30762f5
179	file	Server 6.0/server/home_jxser/server1/script/global	jingli.lua		jingli.lua	lua	1	16082	3ec30e9f2c436c840ea248aa6a412511f4e12b34e1f21f139dc9b412ff348e9e
180	file	Server 6.0/server/home_jxser/server1/script/global	journeyer_officer_festival2006.lua		journeyer_officer_festival2006.lua	lua	1	6896	bae67cbacc832766eda743a7f035d9e614fdbbd78fc46ee3b0791747808864aa
181	file	Server 6.0/server/home_jxser/server1/script/global	judgeoffline.lua		judgeoffline.lua	lua	1	14947	454fdec211998068c0949eacdbb78d99317e38530b98f37cfd888a2d228ed2e0
182	file	Server 6.0/server/home_jxser/server1/script/global	judgeoffline_.lua		judgeoffline_.lua	lua	1	9874	6b772095f9afed40816391e65be9a1924391e80849f6cff85583b7436e37ca96
183	file	Server 6.0/server/home_jxser/server1/script/global	judgeoffline_limit.lua		judgeoffline_limit.lua	lua	1	9984	c32a7013705ee527ae142537cd622487a552b016b9058f98b95a982458dd70fa
184	file	Server 6.0/server/home_jxser/server1/script/global	judgeoffline_special.lua		judgeoffline_special.lua	lua	1	1789	23633bbb12aec5ae4bf417ee0c924aa878cf90422a808e6c516e24bdd3ee0165
185	file	Server 6.0/server/home_jxser/server1/script/global	limitaccount_ip.lua		limitaccount_ip.lua	lua	1	3110	39ed5ee2af808e4488c0f96b4744134beff3207c3901d39537b0dcd8200b596d
186	file	Server 6.0/server/home_jxser/server1/script/global	localnews.lua		localnews.lua	lua	1	2400	f7e8c90c262d1ed1666064dfd21cba5d4eeb7509f1b6eac4d51a94253d70eae5
187	file	Server 6.0/server/home_jxser/server1/script/global	login.lua		login.lua	lua	1	7338	dd4acedeadf7fc44b82a66aa2b4ee1cf42cd6536f82ea33cb1cbfcf111f87051
188	file	Server 6.0/server/home_jxser/server1/script/global	login_head.lua		login_head.lua	lua	1	1086	6c4ad663357aea236a328a97b4b260caa2a34fdcfc126303a4541c2746e74037
189	file	Server 6.0/server/home_jxser/server1/script/global	login_hint.lua		login_hint.lua	lua	1	8689	5aa765f70de5820918643d36b08e30d895af820f6d04053c31cf20ba8abf1f26
190	file	Server 6.0/server/home_jxser/server1/script/global	login_old.lua		login_old.lua	lua	1	3355	536e0495794302c24ca7636decc3347240e8594de9f07cabc307dfa2ff8d87bc
191	file	Server 6.0/server/home_jxser/server1/script/global	logout.lua		logout.lua	lua	1	1347	8a838fb07c544e4b3b7d1c716c61758f0a030b60c82ae925403d3e1be295209e
192	file	Server 6.0/server/home_jxser/server1/script/global	logout_head.lua		logout_head.lua	lua	1	1194	548577d8becbc8e55a635ed53d77b6e574f5d9f2c020878faf7f881369a87b0c
193	file	Server 6.0/server/home_jxser/server1/script/global	lottery.lua		lottery.lua	lua	1	2831	2dd350d33a1dfdda13a9e545b2ee29017c1bfcdb9e881cc9dae5741d5555b46d
194	file	Server 6.0/server/home_jxser/server1/script/global	lottery_gold.lua		lottery_gold.lua	lua	1	32899	43df9316687252f2c77a067a11d32fbae71955ace7b714186984d9311a7ed96a
195	file	Server 6.0/server/home_jxser/server1/script/global	lottery_payfor.lua		lottery_payfor.lua	lua	1	9132	700227a8bf12840c35dedccc79be0f70ccf4dd691c8a43227e58055db5ce4c2c
196	file	Server 6.0/server/home_jxser/server1/script/global	map_helper.lua		map_helper.lua	lua	1	17186	f12b0ce2e6160111d8ae65782c8c2b953881d86d2d1c050544cce19ed0901cb1
197	file	Server 6.0/server/home_jxser/server1/script/global	mask_ani.lua		mask_ani.lua	lua	1	4441	3f96fb2f7c6618cbb904811f0355a430d7ff7fa3d3c445122a6da2cfa1fe9d52
198	file	Server 6.0/server/home_jxser/server1/script/global	mel/annie.lua	mel	annie.lua	lua	1	4203	3f6084d5831ccc2edb4e5b9bff7151461a9b41b6eb8639433d6c62f7d8e51730
199	file	Server 6.0/server/home_jxser/server1/script/global	mel/antrangsuchoangkim.lua	mel	antrangsuchoangkim.lua	lua	1	9137	a2456b6fbdc89b3e7744dac90470e87ac31c91c8044f4c52af6cf909c452c270
200	file	Server 6.0/server/home_jxser/server1/script/global	mel/autoexec.lua	mel	autoexec.lua	lua	1	33813	de9c9c4c470a54e8d2da63a0513d5a326862dbbc6bb6269066959b8de6550647
201	file	Server 6.0/server/home_jxser/server1/script/global	mel/autoexec_mel.lua	mel	autoexec_mel.lua	lua	1	48805	913e46733af3692748f8a5be00ace2779a94ed29a705bae66082311c21c5a1ad
202	file	Server 6.0/server/home_jxser/server1/script/global	mel/baivip.lua	mel	baivip.lua	lua	1	5960	f68fb08ff1de3fa831d9a37ec0fb254462ec1248983662f3dbba9e071ed95391
203	file	Server 6.0/server/home_jxser/server1/script/global	mel/doihkmprac.lua	mel	doihkmprac.lua	lua	1	8093	6c86ea3808f71c0f935047878c9d06e3decbff1af27dae9fab90cd1466f961b4
204	file	Server 6.0/server/home_jxser/server1/script/global	mel/doitienvan.lua	mel	doitienvan.lua	lua	1	3360	d58726cb6897342579bed66c309a5cd83df11aad7aabb9d90cd9d2c4465ddd45
205	file	Server 6.0/server/home_jxser/server1/script/global	mel/donganh.lua	mel	donganh.lua	lua	1	3097	2558d8af2baaa9742aad0378fbad65cee176b82605ef3e15796d0f5dfb075492
206	file	Server 6.0/server/home_jxser/server1/script/global	mel/feature/areatrain/head.lua	mel/feature/areatrain	head.lua	lua	1	11625	be4d41939ce47bac8a5f895b65758301515fa9b676b649ef724392d250d297dd
207	file	Server 6.0/server/home_jxser/server1/script/global	mel/feature/areatrain/join.lua	mel/feature/areatrain	join.lua	lua	1	4325	e39b06c46c38b0970bd7c3da6668c7131d6e7c6da154477da1ce16c24ab556a3
208	file	Server 6.0/server/home_jxser/server1/script/global	mel/feature/areatrain/smalltimer.lua	mel/feature/areatrain	smalltimer.lua	lua	1	277	22556dd0b7cc36bf7b3bc774b5211b9beed9bd668348c5b7d9940a89190e244c
209	file	Server 6.0/server/home_jxser/server1/script/global	mel/feature/shenxingfu.lua	mel/feature	shenxingfu.lua	lua	1	14479	7a86bb18a9462f28ef398181fcbca1d42bb64b589b5939d46ec887c046551dc5
210	file	Server 6.0/server/home_jxser/server1/script/global	mel/feature/taobaitrain.lua	mel/feature	taobaitrain.lua	lua	1	5009	7a01c3a4e485e3c7f0eb653e49c6dcb9382f3168f019d1c8c9b1b371a9cb634a
211	file	Server 6.0/server/home_jxser/server1/script/global	mel/feature/taskdaily/head.lua	mel/feature/taskdaily	head.lua	lua	1	3335	2d0ee76b6653c1fa0dfbbd5a9d15a2805e99494d333e369fa56b1916d15b4846
212	file	Server 6.0/server/home_jxser/server1/script/global	mel/feature/tuihanhtrang1.lua	mel/feature	tuihanhtrang1.lua	lua	1	2001	b01604ea5896409eb98fa8e81d95734c37768156045d92f928a4f946216216e4
213	file	Server 6.0/server/home_jxser/server1/script/global	mel/lenhbaidatau.lua	mel	lenhbaidatau.lua	lua	1	1678	14a08711ac86d4aa55f0eb068156c361dcb2fbdaa73b8986483b8b614822b381
214	file	Server 6.0/server/home_jxser/server1/script/global	mel/melbosshk.lua	mel	melbosshk.lua	lua	1	4638	32081088d8a6469b98c9258e226a523a94d5dda7de9e8d1edcf1505dafd05356
215	file	Server 6.0/server/home_jxser/server1/script/global	mel/mellebao/dongsat.lua	mel/mellebao	dongsat.lua	lua	1	648	cbec41a3311d246987f56fe0770f93e23796798806e4380adca1fa05c4d53496
216	file	Server 6.0/server/home_jxser/server1/script/global	mel/mellebao/honganh.lua	mel/mellebao	honganh.lua	lua	1	619	9e11d968e1f765703520f09767d206341fb7209606444e8b24de160d203e7923
217	file	Server 6.0/server/home_jxser/server1/script/global	mel/mellebao/kimphong.lua	mel/mellebao	kimphong.lua	lua	1	1018	6cf18b30f901c27b61fdcb9f271e6c714e90a4f1a5fb71bc96c78e3e98ef2e81
218	file	Server 6.0/server/home_jxser/server1/script/global	mel/mission/tongkim.lua	mel/mission	tongkim.lua	lua	1	1213	34af60520d345e68eb4d6d6f82a80e7ac2fedea7dd65d4b7bf30b59f9270cc58
219	file	Server 6.0/server/home_jxser/server1/script/global	mel/nangcapan.lua	mel	nangcapan.lua	lua	1	13329	f4d68a2c8b089cd55880294da3400aac1cc90b999dc529f2e42e9dd48073497a
220	file	Server 6.0/server/home_jxser/server1/script/global	mel/nangcapphiphong.lua	mel	nangcapphiphong.lua	lua	1	12501	ab9d46ab40dd50ee8a3dfe82ee5ae006b0a13f714007f6350feaae9497ee9f8a
221	file	Server 6.0/server/home_jxser/server1/script/global	mel/nangcaptrangsuc.lua	mel	nangcaptrangsuc.lua	lua	1	12500	0e8ec44528eee30f58d3111939584da9c93555e348cc7b5895f1f5c11f9eddf3
222	file	Server 6.0/server/home_jxser/server1/script/global	mel/nguahoangkim.lua	mel	nguahoangkim.lua	lua	1	2805	3da4b9e371177942abbfe2f231c0f29e5691053469f1da7e24aae8278f5b0f8f
223	file	Server 6.0/server/home_jxser/server1/script/global	mel/phiphonghoangkim.lua	mel	phiphonghoangkim.lua	lua	1	2421	48738bc9254c800f6e0d6de26a69b16470b02c86f29f4c582757b7c5d472fb97
224	file	Server 6.0/server/home_jxser/server1/script/global	mel/taphoavozer.lua	mel	taphoavozer.lua	lua	1	7336	65f724ecfae2cec603d16b4ffd5b4e5d49c81b37c6f1838ee806046b9d75fad7
225	file	Server 6.0/server/home_jxser/server1/script/global	mel/testserver.lua	mel	testserver.lua	lua	1	7194	aee9e4c27a7488dc826708428d46b22df076567795e9fd1e8f3b6ec171470e28
226	file	Server 6.0/server/home_jxser/server1/script/global	mel/thanbidochi.lua	mel	thanbidochi.lua	lua	1	1691	b239f4d6f2b6fd2a40ce5a9d0bd1a75fb58f9b60c402b852c6a6bd215097e2cb
227	file	Server 6.0/server/home_jxser/server1/script/global	mel/tinsukimbailebao.lua	mel	tinsukimbailebao.lua	lua	1	425	013805ada5751a39bee3bc79690222c639b8a5037058d2daaf6ea539ba98df92
228	file	Server 6.0/server/home_jxser/server1/script/global	mel/ttlx50.lua	mel	ttlx50.lua	lua	1	297	285025b7d2723c30bbed4e77f4fcb49859f4f27f9c567b2380a136b055ab7ae3
229	file	Server 6.0/server/home_jxser/server1/script/global	mel/tuimauvozer.lua	mel	tuimauvozer.lua	lua	1	814	d9f95b81146c6cb32ad5456d38f926fe05e767823397c31122b663931d96f764
230	file	Server 6.0/server/home_jxser/server1/script/global	mel/tuiyte.lua	mel	tuiyte.lua	lua	1	404	4229891950d476baca1f041e591490517d2396452de48f13a07f27d224e42a57
231	file	Server 6.0/server/home_jxser/server1/script/global	mel/tuyetdinhgioichi.lua	mel	tuyetdinhgioichi.lua	lua	1	2878	16446ba628bd2c86b580808905692fb3ae3a50dbb273db48fb22b14e1e06d4f1
232	file	Server 6.0/server/home_jxser/server1/script/global	mel/vinhdieu.lua	mel	vinhdieu.lua	lua	1	3122	98c8a74a680e4185f4144bcc1c373256d7b8351cf86915aa9c14af7320571b86
233	file	Server 6.0/server/home_jxser/server1/script/global	mel/vozer.lua	mel	vozer.lua	lua	1	15963	3ba17b379580573cf42f737efa5e8b72ac182b81d97b52058d49e76384aded78
234	file	Server 6.0/server/home_jxser/server1/script/global	namcung/skillsgm/hidebody.lua	namcung/skillsgm	hidebody.lua	lua	1	640	0481834370e1db320c6a4d67682998a6ddeba5c47cbda6b7a508ae0ee7f6202b
235	file	Server 6.0/server/home_jxser/server1/script/global	newworld/citydefence_newworld.lua	newworld	citydefence_newworld.lua	lua	1	363	824d6dc61b0928d90ec2e04aadea410b3a193755a5cddda8a7381afae36d6b20
236	file	Server 6.0/server/home_jxser/server1/script/global	newworld/donewworldparam.lua	newworld	donewworldparam.lua	lua	1	864	01e446d29843ffefe8a7e09ac895ab575270d19b6f49add448eda10471467527
237	file	Server 6.0/server/home_jxser/server1/script/global	newworld/zhongqiu_newworld.lua	newworld	zhongqiu_newworld.lua	lua	1	405	dcf0f1f6e8862f3ef76551f5aa8f7c02f7bc76a8e39987a7d640cfa4d1e05319
238	file	Server 6.0/server/home_jxser/server1/script/global	npc/chuanfu.lua	npc	chuanfu.lua	lua	1	587	7ff20ceaca5ab6f78099ab87973dbade760321288a3e84cb56f2d6b708a4ff85
239	file	Server 6.0/server/home_jxser/server1/script/global	npc/event.lua	npc	event.lua	lua	1	1072	c906bdbc3322a3d1e1307ca4a16118130cee95ea4dfca4e8210c4c69370333c4
240	file	Server 6.0/server/home_jxser/server1/script/global	npc/huoke.lua	npc	huoke.lua	lua	1	2777	5e6dece954d84808ddca4c471051834e003348b03a18937f91df89931cbb4607
241	file	Server 6.0/server/home_jxser/server1/script/global	npc/quanlybanghoi.lua	npc	quanlybanghoi.lua	lua	1	4679	14a4fd769aa928641aa160d14b8040282e722ddeaefd2521588e5cd7802f6baa
242	file	Server 6.0/server/home_jxser/server1/script/global	npc/yanhua.lua	npc	yanhua.lua	lua	1	1448	d3b1dabefa0c73bba0b866945a38063296252bcfedd9502feeed267093151f04
243	file	Server 6.0/server/home_jxser/server1/script/global	npc/yaodian.lua	npc	yaodian.lua	lua	1	303	158c66d6ca1e96c1164aa7ce586e2ffde4c26fe5d25d968c6bcfd63e54427080
244	file	Server 6.0/server/home_jxser/server1/script/global	offline_login.lua		offline_login.lua	lua	1	325	cfaf782185ea1afe959d14c09bd95aee843b665a6d44c8c4b37fd545a0b5db9d
245	file	Server 6.0/server/home_jxser/server1/script/global	offlineaward.lua		offlineaward.lua	lua	1	10533	fffcad381cb2c5b818c4e3c7c59bd68abc28b301266bed2460bda5acc95c4686
246	file	Server 6.0/server/home_jxser/server1/script/global	offlinelive.lua		offlinelive.lua	lua	1	10985	d162000dce70ca1736f30debd44d79495241a37a14fb6e062af89ad57d96e706
247	file	Server 6.0/server/home_jxser/server1/script/global	olympic_saler.lua		olympic_saler.lua	lua	1	1960	46c67c57201b6274272286c31c1237a3cf5da12421d88951d63038c95ac95603
248	file	Server 6.0/server/home_jxser/server1/script/global	olympics_award.lua		olympics_award.lua	lua	1	2637	be394e0d7da3d976d18bd34aa608f0042433d5de3a40ee1ceb7fd3b9b06b9159
249	file	Server 6.0/server/home_jxser/server1/script/global	payment/coin.lua	payment	coin.lua	lua	1	5600	b219a2ab98ebc4f0be453cc8303969974cfcd651cbc14d8bc0928fbcffdd9a51
250	file	Server 6.0/server/home_jxser/server1/script/global	payment/knb.lua	payment	knb.lua	lua	1	5157	6d25e9c3726e9f20b0221df152c041ba11a32d0951865e21a6b86cf7f0cc3201
251	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/antrangsuchoangkim.lua	pgaming	antrangsuchoangkim.lua	lua	1	8204	40abbe3c3b85fca9cbf1fb01e18b6cd93e758a87f8f77e4bf3f0fcab530a72ef
252	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/baotriserver.lua	pgaming	baotriserver.lua	lua	1	1162	3fb08d0c26ccf948e12a4b5fd71813bea02495337a5845a6c609d8569cd59f0d
253	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cauca/addnpccauca.lua	pgaming/cauca	addnpccauca.lua	lua	1	1263	f3d5d0bd84280c471a509df27fb441a48408aec7b7923c85935d95faa4ca5d90
254	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cauca/cancau.lua	pgaming/cauca	cancau.lua	lua	1	5807	20a41310c8e6cb9fe1055665dd7e7f504a59d2f934f857467f7d0181c72f82b2
255	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cauca/giundat.lua	pgaming/cauca	giundat.lua	lua	1	1545	9d02f6d33f8e1c792e745d3e200492f58b337a7b5ea2314b6dc970333082d127
256	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cauca/head.lua	pgaming/cauca	head.lua	lua	1	7166	b3c5befd36d7dbe642952d6c59aab144b6dcd8064fca8ad2d37a174f15dc4cd2
257	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cauca/item.lua	pgaming/cauca	item.lua	lua	1	2737	a22ce1da84868cf99cb356750331b9a42fa47562923273d4c75739b57629349d
258	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cauca/lib/inc.lua	pgaming/cauca/lib	inc.lua	lua	1	10673	be5d56a0a6976ed0f354271c308681fa71dbdc6bc404fc56f6977864d87e57ab
259	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cauca/luoidanhca.lua	pgaming/cauca	luoidanhca.lua	lua	1	6367	a5e4ac0b6aa0bdb0dc493e5235b5cd8088b2548d7a4e7f2c4603e6a67d763ea8
260	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cauca/map/cong1.lua	pgaming/cauca/map	cong1.lua	lua	1	268	2fc301f0985b926674cdf94da242e3a55dc3d594876b098eea7b877351ebb34d
261	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cauca/map/cong10.lua	pgaming/cauca/map	cong10.lua	lua	1	266	b0739accb673b852d3b6a0c4b4579b9cfc14ad363b8ad809179671a39a3a6a72
262	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cauca/map/cong2.lua	pgaming/cauca/map	cong2.lua	lua	1	268	e4e82aae7558c9011042283a265ad65bc114906dacf19ce6d4b9923559d0b781
263	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cauca/map/cong3.lua	pgaming/cauca/map	cong3.lua	lua	1	267	2ae24e107c74405cc1c92aeee1c15fb26d4cffbb5568a2685432a65d26bfca39
264	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cauca/map/cong4.lua	pgaming/cauca/map	cong4.lua	lua	1	267	db6ecb58a90ddbe07904e2fbb40b57a60352c4173a4f7313c5305a4dc2a523e6
265	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cauca/map/cong5.lua	pgaming/cauca/map	cong5.lua	lua	1	267	c14e55864701210382da88d46d8aaf56ba654ea31bf7233fbe65595aab7c24c3
266	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cauca/map/cong6.lua	pgaming/cauca/map	cong6.lua	lua	1	267	9834136b7fe833ec289178f478a1212e459b62ed1823716e7cf9128d8d430ef2
267	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cauca/map/cong7.lua	pgaming/cauca/map	cong7.lua	lua	1	267	3b1d0898b08f74c25c91e1345a5c656129072d9263bfc38d20f5ab3664e6b4a0
268	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cauca/map/cong8.lua	pgaming/cauca/map	cong8.lua	lua	1	267	50c591d954ee7e64449667db3d65427d3bd827605744b7d0e704f055415d7ade
269	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cauca/map/cong9.lua	pgaming/cauca/map	cong9.lua	lua	1	267	7548480d0a5377b523470f1a861c8e4e08d7fc2b55be5b5f4e6d7b1aed1fcb6c
270	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cauca/map/mapcauca.lua	pgaming/cauca/map	mapcauca.lua	lua	1	7664	f3e83719a5b5e5b4dfb3fe0c20601dbed43b97eab7d0326272d733c0055ff676
271	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cauca/npc/canthulaonhan.lua	pgaming/cauca/npc	canthulaonhan.lua	lua	1	3499	240d25c6b3df9ce0378ecedb1054514b05ed1e6192da5957324702d4cdcf5e72
272	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cauca/npc/hieuthuoc.lua	pgaming/cauca/npc	hieuthuoc.lua	lua	1	718	d1fd097532238f96470acafed3deeb41ca00b6f2a4f65f35c860743883f2272d
273	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cauca/npc/ruongchuado1.lua	pgaming/cauca/npc	ruongchuado1.lua	lua	1	51	8c97df16abb44588d68cb93506632ce03a80e572476f3d795dc74d8dcc96d249
274	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cauca/npc/ruongchuado2.lua	pgaming/cauca/npc	ruongchuado2.lua	lua	1	51	0218caa3fd5187d8c4b058abf65bc4bfe8e83ccda885b3112a632e6e5bd53caf
275	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cauca/npc/xaphu.lua	pgaming/cauca/npc	xaphu.lua	lua	1	358	f1723c7cf4d698c9016091ecacb9d114776c62621d3313d32c3290691bcc4a77
276	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cobac/baucua/baucua.lua	pgaming/cobac/baucua	baucua.lua	lua	1	22912	14953bd0799e7ecaaf9e3a51c4fc4c2be9099456b42d81356626247d67f0e6d7
277	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cobac/baucua/logs/baucua_01_03_2026.log	pgaming/cobac/baucua/logs	baucua_01_03_2026.log	log	0	1944	f5f92142efcee413d4a9e489f900ab79755351bcab621daab6e409dc7b1fc1e2
278	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cobac/baucua/logs/baucua_02_03_2026.log	pgaming/cobac/baucua/logs	baucua_02_03_2026.log	log	0	5112	2fa659f12bee616df380dbec3211d4664a89f594a28eb1f408eaf37641fbecbb
279	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cobac/baucua/logs/baucua_03_03_2026.log	pgaming/cobac/baucua/logs	baucua_03_03_2026.log	log	0	2088	0b2c7f0e80fdf3a6af3479755fff6f2f087186e0bd2e1171d7df82b40bebc865
280	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cobac/baucua/logs/baucua_04_03_2026.log	pgaming/cobac/baucua/logs	baucua_04_03_2026.log	log	0	1296	82886dbf91f0b600ecb76c03cd2fac6319798eef282869e86013f3071263e7fb
281	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cobac/baucua/logs/baucua_05_02_2026.log	pgaming/cobac/baucua/logs	baucua_05_02_2026.log	log	0	10152	cb97fd027552b51cb177f78f69bb56ff8b2a8420dc7d662c1dfb821bfa5182b6
282	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cobac/baucua/logs/baucua_05_03_2026.log	pgaming/cobac/baucua/logs	baucua_05_03_2026.log	log	0	1800	bae694da7ad0b2a2f160dbb32f672fbcb9decef47704d51a7ef4fa86cf325380
283	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cobac/baucua/logs/baucua_05_06_2022.log	pgaming/cobac/baucua/logs	baucua_05_06_2022.log	log	0	72	28752fcd775526b33e3749a4720d584fd669081c013f95d8dbe282e5598eb1f7
284	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cobac/baucua/logs/baucua_06_02_2026.log	pgaming/cobac/baucua/logs	baucua_06_02_2026.log	log	0	4176	3f8e8a71cae9ce775bde93c25e626505c922e82520adeb2fe69e8848d7c182a1
285	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cobac/baucua/logs/baucua_06_03_2026.log	pgaming/cobac/baucua/logs	baucua_06_03_2026.log	log	0	936	e4ed1e55b1c6a6d80f43108d7545097771ea49c1a84082c3aa097c488346fb7b
286	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cobac/baucua/logs/baucua_07_02_2026.log	pgaming/cobac/baucua/logs	baucua_07_02_2026.log	log	0	432	530a954e6c8715238fdfa4940b7c599a0ac5fa9b8fc8aea18f16fa91df4bd4ea
287	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cobac/baucua/logs/baucua_08_02_2026.log	pgaming/cobac/baucua/logs	baucua_08_02_2026.log	log	0	3384	ef9d0e64c64c36ac246ffe6370ef479963d834627d375bcd65cc286738215b75
288	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cobac/baucua/logs/baucua_08_03_2026.log	pgaming/cobac/baucua/logs	baucua_08_03_2026.log	log	0	1080	acec7ee2332b8f68a58f451f76be9b51249d41eaff82a8cc81e6244a6a7a64e7
289	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cobac/baucua/logs/baucua_08_09_2025.log	pgaming/cobac/baucua/logs	baucua_08_09_2025.log	log	0	925	9cf7772a1b79f4fb85cf9996af78d3dc8b8ee718129160f73f3bb4a3edcfd9da
290	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cobac/baucua/logs/baucua_09_02_2026.log	pgaming/cobac/baucua/logs	baucua_09_02_2026.log	log	0	936	ed521a1c3adf23b88eb5c5ba38f02d5d07f7e722514f7e73f9ca0095ce53a1e1
291	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cobac/baucua/logs/baucua_09_03_2026.log	pgaming/cobac/baucua/logs	baucua_09_03_2026.log	log	0	1872	8dd4b488f056859fe0d45f0847935971a362a1feeb10c827abf39ba720bd15f4
292	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cobac/baucua/logs/baucua_10_03_2026.log	pgaming/cobac/baucua/logs	baucua_10_03_2026.log	log	0	1008	f5ab7b87ccd315c3ed6e13f31216377fd6997c9e3702f3c32853c4562c94162b
293	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cobac/baucua/logs/baucua_11_02_2026.log	pgaming/cobac/baucua/logs	baucua_11_02_2026.log	log	0	5976	5d01a83a220b4bddf26f2ec86f377387005be07b76c968a10af66de6c248368c
294	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cobac/baucua/logs/baucua_11_03_2022.log	pgaming/cobac/baucua/logs	baucua_11_03_2022.log	log	0	200	38ac110ed71c7018b0e26c7a8beb1d570073300e6cd843f948777808a6f8dcec
295	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cobac/baucua/logs/baucua_11_03_2026.log	pgaming/cobac/baucua/logs	baucua_11_03_2026.log	log	0	8352	4cd10f2d93b34de82a07a49e0860ea2c10c63079afd0d1968308efc544dfa662
296	file	Server 6.0/server/home_jxser/server1/script/global	pgaming/cobac/baucua/logs/baucua_12_03_2026.log	pgaming/cobac/baucua/logs	baucua_12_03_2026.log	log	0	4392	b09d64ebfb80c9f509bf0370f0bfedcc7650fe5b5ce09e597a8c63d3341154f2
