TitleName	TitleId	SpeicalGraphic	FaceId	AuraSkill	AuraSkillLevel	ExtSkill1	ExtSkillLevel1	ExtSkill2	ExtSkillLevel2	ExtSkill3	ExtSkillLevel3	ExtSkill4	ExtSkillLevel4	ExtSkill5	ExtSkillLevel5	Memo	TitlePriority
ÎäÁÖºÀ½Ü	233	173	0	0	0	0	3	0	0	0	0	0	0	0	0	0	
½£ÏÀÖÁ×ð	234	174	0	0	0	0	4	0	0	0	0	0	0	0	0	0	
¶À²½ÌìÏÂ	235	175	0	0	0	0	5	0	0	0	0	0	0	0	0	0	
Long Tranh Hæ ®Êu	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
§éc C« CÇu B¹i	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Vâ L©m ChÝ T«n	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NhÊt §¹i T«ng s­ 	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
TuyÖt ThÕ Cao Thñ	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Vang Danh Giang Hå	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HiÖp Danh ViÔn B¸	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Vâ L©m T©n Tó	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Míi nhËp giang hå 	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NhËp M«n §Ö Tö	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Vâ L©m Minh Chñ	3000	162	0	0	0	976	10	977	20	990	10	0	0	0	0	0	
ThËp §¹i Cao Thñ	3001	162	0	0	0	976	6	977	20	990	6	0	0	0	0	0	
§Ö NhÊt Chñ So¸i	246	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	
ÎôÈÕ´óÏÀ	247	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ÎäÁÖÌì½¾	248	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
½­ºþºÀÏÀ	249	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
½£Ò«¾ÅÖÝ	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
³õ¿úÃÅ¾¶	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ÖÐÔ½Ñ¡²¦ÈüµÚÒ»°ï	252	187	0	0	0	0	3	0	0	0	0	0	0	0	0	0	
ÖÐÔ½Ñ¡°ÎÈüÇ°8Ç¿Ñ¡ÊÖ	253	187	0	0	0	0	3	0	0	0	0	0	0	0	0	0	
µÚ¶þ½ìÖÐÔ½¶Ô¿¹ÈüÁúÖ®¶Ó	254	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Thiªn H¹ V« Song	255	193	0	0	0	1260	3	0	0	0	0	0	0	0	0	0	
Th©n Thñ BÊt Phµm	256	194	0	0	0	1260	2	0	0	0	0	0	0	0	0	0	
Vang Danh Tø Ph­¬ng	257	195	0	0	0	1260	1	0	0	0	0	0	0	0	0	0	
Vâ Häc Kú Tµi	258	196	0	0	0	1261	10	0	0	0	0	0	0	0	0	0	
ÐÖµÜÎÞÊý	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
½£ÏÀÇéÔµ200¼¶µÚÒ»ÈË	260	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
½­ºþ¶ùÅ®	261	172	0	0	0	1277	2	0	0	0	0	0	0	0	0	0	
ËÄº£ÏÀ¿Í	262	173	0	0	0	1277	3	0	0	0	0	0	0	0	0	0	
ÎäÁÖºÀÏÀ	263	174	0	0	0	1277	4	0	0	0	0	0	0	0	0	0	
ÌìÏÂÖÁ×ð	264	175	0	0	0	1277	5	0	0	0	0	0	0	0	0	0	
Ò»ÈËµÃµÀ	265	0	0	0	0	1281	1	0	0	0	0	0	0	0	0	0	
¶þÁúÌÚ·É	266	0	0	0	0	1281	2	0	0	0	0	0	0	0	0	0	
ÈýÑô¿ªÌ©	267	0	0	0	0	1281	3	0	0	0	0	0	0	0	0	0	
ËÄ·½·øê£	268	0	0	0	0	1281	4	0	0	0	0	0	0	0	0	0	
Îå¸£ÁÙÃÅ	269	0	0	0	0	1281	5	0	0	0	0	0	0	0	0	0	
ÁùºÏÍ¬·ç	270	0	0	0	0	1281	6	0	0	0	0	0	0	0	0	0	
ÆßÐÇ¸ßÕÕ	271	0	0	0	0	1281	7	0	0	0	0	0	0	0	0	0	
°ËÃæÍþ·ç	272	0	0	0	0	1281	8	0	0	0	0	0	0	0	0	0	
¾Å×ª¹¦³É	273	0	0	0	0	1281	9	0	0	0	0	0	0	0	0	0	
Ê®È«Ê®ÃÀ	274	0	0	0	0	1281	10	0	0	0	0	0	0	0	0	0	
ÎèÉ×	275	0	0	0	0	1282	1	0	0	0	0	0	0	0	0	0	
Kim Thoa	276	0	0	0	0	1282	2	0	0	0	0	0	0	0	0	0	
¶¹Þ¢	277	0	0	0	0	1282	3	0	0	0	0	0	0	0	0	0	
BÝch Ngäc 	278	0	0	0	0	1282	4	0	0	0	0	0	0	0	0	0	
ÌÒÀî	279	0	0	0	0	1282	5	0	0	0	0	0	0	0	0	0	
»¨ÐÅ	280	0	0	0	0	1282	6	0	0	0	0	0	0	0	0	0	
Èõ¹Ú	281	0	0	0	0	1282	7	0	0	0	0	0	0	0	0	0	
¶øÁ¢	282	0	0	0	0	1282	8	0	0	0	0	0	0	0	0	0	
²»»ó	283	0	0	0	0	1282	9	0	0	0	0	0	0	0	0	0	
ÄêÄêÓÐÓà	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
´ó¸»´ó¹ó	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Åô³ÌÍòÀï	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
´óÕ¹ºêÍ¼	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ãØ¼ÒÍÅÔ²	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ËêËêÆ½°²	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
²½²½¸ßÉý	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ºè°¸ÆëÃ¼	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
´»Ýæ²¢Ã¯	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Tµi Léc gÆt hoµi kh«ng hÕt	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
´ó¼ª´óÀû	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Áú·ï³ÊÏé	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
½ðÓñÂúÌÃ	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
¸£Èç¶«º£	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ÊÙ±ÈÄÏÉ½	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
§éc C« V« §Þch	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2012ÏßÏÂ°ï»á¼ûÃæ¼ÍÄî	300	199	0	0	0	1174	4	0	0	0	0	0	0	0	0	0	
ÌìÏÂµÚÒ»¡¤ÎÞË«Íõ°ï	301	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
¶À²½½­ºþ¡¤¸ÇÊÀÐÛÊ¨	302	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2012ÌìÏÂµÚÒ»°ï16Ç¿	303	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
µÇ·åÔì¼«	304	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Î¢ÐÅºÀÏÀ	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Tèng binh	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Tèng HiÖu óy	307	0	0	0	0	1313	1	0	0	0	0	0	0	0	0	0	
Tèng Thèng lÜnh	308	0	0	0	0	1314	1	0	0	0	0	0	0	0	0	0	
Tèng Phã t­íng	309	0	0	0	0	1315	1	0	0	0	0	0	0	0	0	0	
Tèng §¹i t­íng	310	0	0	0	0	1316	1	0	0	0	0	0	0	0	0	0	
Kim binh	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Kim HiÖu óy	312	0	0	0	0	1313	1	0	0	0	0	0	0	0	0	0	
Kim Thèng LÜnh	313	0	0	0	0	1314	1	0	0	0	0	0	0	0	0	0	
Kim Phã t­íng	314	0	0	0	0	1315	1	0	0	0	0	0	0	0	0	0	
Kim §¹i t­íng	315	0	0	0	0	1316	1	0	0	0	0	0	0	0	0	0	
ÍÀÀÇ¸ßÊÖ	316	0	0	0	0	1281	8	1282	8	0	0	0	0	0	0	0	
½ð¸êÌúÂí	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ÕòÔ¶´ó½«¾ü	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ÐûÍþ½«¾ü	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
¶¨Ô¶½«¾ü	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ÓÎÆï½«¾ü	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Chiªu Vâ HiÖu óy	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ÈÊÓÂÐ£Î¾	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
S¸t ThÇn ChuyÓn ThÕ	324	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2013Íæ¼Ò¼ûÃæ»á
Lùc ¸p QuÇn Hïng	325	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ðÕ½³¡»ý·ÖÅÅÃûµÚÒ»
Qu¶n Ngôc Thiªn V­¬ng	326	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ðÕ½³¡»ý·ÖÅÅÃûµÚ¶þ
Lùc ¸p QuÇn Hïng	327	"255,215,0"	207	0	0	0	0	0	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ðÕ½³¡»ý·ÖÅÅÃûµÚÈý
Tø TuyÖt chiÕn tr­êng	328	"34,139,34"	208	0	0	0	0	0	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ðÕ½³¡»ý·ÖÅÅÃûµÚËÄ
Ngò TuyÖt chiÕn tr­êng	329	"34,139,34"	209	0	0	0	0	0	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ðÕ½³¡»ý·ÖÅÅÃûµÚÎå
Lôc TuyÖt chiÕn tr­êng	330	"34,139,34"	210	0	0	0	0	0	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ðÕ½³¡»ý·ÖÅÅÃûµÚÁù
ThÊt TuyÖt chiÕn tr­êng 	331	"34,139,34"	211	0	0	0	0	0	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ðÕ½³¡»ý·ÖÅÅÃûµÚÆß
B¸t TuyÖt chiÕn tr­êng	332	"34,139,34"	212	0	0	0	0	0	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ðÕ½³¡»ý·ÖÅÅÃûµÚ°Ë
Cöu TuyÖt chiÕn tr­êng	333	"34,139,34"	213	0	0	0	0	0	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ðÕ½³¡»ý·ÖÅÅÃûµÚ¾Å
ThËp TuyÖt chiÕn tr­êng	334	"34,139,34"	214	0	0	0	0	0	0	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ðÕ½³¡»ý·ÖÅÅÃûµÚÊ®
Hoa S¬n tuyÖt ®Ønh	335	16762880	0	0	0	0	0	8	1282	8	0	0	0	0	0	0	»ªÉ½Ê®´ó¸ßÊÖ
¼×¹ÚÈºÐÛ¡¤æçÓÂ¾øÂ×	336	16762880	143	0	0	0	0	0	0	0	0	0	0	0	0	0	Î¢ÐÅ»î¶¯
ÎäÁ¦¾ªÊÀ¡¤¾øÕóÈÖÎé	337		0	0	0	0	0	0	0	0	0	0	0	0	0	0	Î¢ÐÅ»î¶¯
ÐÛ×ËÓ¢·¢¡¤²»·²Õ½ÂÃ	338		0	0	0	0	0	0	0	0	0	0	0	0	0	0	Î¢ÐÅ»î¶¯
ÔµÇ£»ªÉ½	339		0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÔµÇ£»ªÉ½
»ªÉ½ÂÛ½£	340		0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÐÂ·þ³ÆºÅ
HuyÒn Vò Hµo HiÖp	3002	165	0	0	0	976	2	990	2	0	0	0	0	0	0	0	2011VLMC
Qu¸n Qu©n Vâ L©m Ngò B¸	3003	124	0	0	0	977	20	1205	2	0	0	0	0	0	0	0	"Vßng Hµo Quang Vâ L©m Ngò B¸ (20 tèc ®é, 10% c«ng kÝch kü n¨ng)"
TiÒm Long NhÊt Héi	3004	135	0	0	0	977	10	1205	1	0	0	0	0	0	0	0	TiÒm Long NhÊt Héi
§¹i Phó Hµo	3005	172	0	0	0	990	10	0	0	0	0	0	0	0	0	0	T¨ng 1000 sinh lùc d­¬ng
ThËp §¹i Kú Nh©n	3006	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Kh«ng cã thuéc tÝnh
Hïng Binh L­u Danh	3007	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Kh«ng cã thuéc tÝnh
NhËt NguyÖt Kim Quang	3008	186	0	0	0	990	5	977	20	1205	2	0	0	0	0	0	"500 Sinh lùc, 20 tèc ®é, 10% c«ng kÝch kü n¨ng"
T©n Thñ	3009	135	0	0	0	990	30	977	20	0	0	0	0	0	0	0	"2000 Sinh lùc, 30 tèc ®é"
H¹ng Nh× Vâ L©m Ngò B¸	3010	124	0	0	0	977	10	1205	2	0	0	0	0	0	0	0	"Vßng HQ ¸ Qu©n Vâ L©m Ngò B¸(10 tèc ®é, 10% c«ng kÝch kü n¨ng)"
H¹ng Ba Vâ L©m Ngò B¸	3011	124	0	0	0	977	10	1205	2	0	0	0	0	0	0	0	"Vßng HQ H¹ng 3 Qu©n Vâ L©m Ngò B¸(10 tèc ®é, 10% c«ng kÝch kü n¨ng)"
Ngäc Thô L©m Phong	3012	172	0	0	0	990	5	977	10	0	0	0	0	0	0	0	"500 Sinh lùc, 10 tèc ®é"
Vâ L©m T©n Thñ	4999	51	0	0	0	1485	1	0	0	0	0	0	0	0	0	0	Vßng s¸ng t©n thñ
BQT Vâ L©m TruyÒn Kú	5000	0	0	0	0	1486	20	0	0	0	0	0	0	0	0	0	Ban Qu¶n TrÞ VLTK
Tèng Kim Top 1	5001	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Tèng Kim Top 2	5002	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Tèng Kim Top 3	5003	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Cao Thñ Vâ L©m ChuyÓn Sinh 4	5004	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Cao Thñ Vâ L©m ChuyÓn Sinh 5	5005	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
…”•Tèng Kim §Ö NhÊt Cao Thñ•“…	359	174	0	0	0	976	5	977	10	978	5	0	0	0	0	0	
…”•Tèng Kim §Ö NhÞ Cao Thñ•“…	360	175	0	0	0	976	3	977	10	978	3	0	0	0	0	0	
…”•Tèng Kim §Ö Tam Cao Thñ•“…	361	200	0	0	0	976	2	977	10	978	2	0	0	0	0	0	
