skillId	name	faction	style	radius	form	childId	childNum	cost	costType	wait	effect
1364	Đoạt Mệnh Liên Hoàn Tam Tiên Kiếm	EMei	InitiativeNpcState	0	None	0	0	0	0	0	VLTK.Model.SourceAssetId
1366	Lạc Nhạn Kinh Hồng	None	Missiles	0	None	275	1	0	0	0	
1367	ìẽẽẳẵÊặứ3	None	InitiativeNpcState	0	None	0	0	0	0	0	
1368	Độc Cô Cửu Kiếm	EMei	Missiles	480	Surround	418	9	0	0	5	VLTK.Model.SourceAssetId
1369	Cửu kiếm hợp nhất	EMei	InitiativeNpcState	0	None	0	0	0	0	0	VLTK.Model.SourceAssetId
1371	ºặẩằệđặứ2	None	InitiativeNpcState	0	None	0	0	0	0	0	VLTK.Model.SourceAssetId
1372	Thanh Vân Tống Sảng	EMei	Missiles	400	Single	427	1	0	0	5	VLTK.Model.SourceAssetId
1373	Kỹ năng vô hiệu Thanh Phong Chiếm Vị	EMei	Missiles	0	None	275	1	0	0	0	VLTK.Model.SourceAssetId
1376	Long Huyền Kiếm Khí	EMei	Missiles	360	None	421	1	0	0	5	VLTK.Model.SourceAssetId
1377	Long Huyền Kiếm Khí 2	EMei	Missiles	0	None	275	1	0	0	0	VLTK.Model.SourceAssetId
1380	Ma Vân Kiếm Khí	EMei	Missiles	360	None	419	1	0	0	5	VLTK.Model.SourceAssetId
1381	Kiếm Khí Vô Cấp	EMei	Missiles	360	None	428	1	0	0	5	VLTK.Model.SourceAssetId
1382	Phách Thạch Phá Ngọc	EMei	Missiles	380	Single	426	3	0	0	0	VLTK.Model.SourceAssetId
1383	Åỹấ¯ặặểủ2	EMei	Missiles	220	Single	426	1	0	0	5	VLTK.Model.SourceAssetId
1384	Thần Quang Toàn Nhiễu	EMei	Missiles	600	None	425	1	0	0	0	VLTK.Model.SourceAssetId
1385	ẫủạõéýẩặ2	EMei	Missiles	360	None	428	1	0	0	5	VLTK.Model.SourceAssetId
1386	Kỹ năng Mod 1386	Shaolin	Melee	400	None	1417	1	0	2	0	
1388	Kỹ năng Mod 1388	TangMen	InitiativeNpcState	600	None	1389	1	0	0	0	
1389	Kỹ năng Mod 1389	TangMen	Missiles	180	None	314	1	0	0	0	
1390	Kỹ năng Mod 1390	TangMen	Missiles	50	None	405	1	0	0	0	
1391	Kỹ năng Mod 1391	TangMen	Missiles	0	None	406	4	0	0	0	
1392	Kỹ năng Mod 1392	EMei	InitiativeNpcState	180	None	1393	1	0	0	0	
1393	Kỹ năng Mod 1393	EMei	Missiles	180	Surround	92	1	0	0	0	
1394	Kỹ năng Mod 1394	CaiBang	Missiles	400	Fan	48	8	0	0	5	VLTK.Model.SourceAssetId
1395	Kỹ năng Mod 1395	CaiBang	Missiles	72	Surround	56	16	0	0	5	VLTK.Model.SourceAssetId
1396	Kỹ năng Mod 1396	WuDang	Missiles	400	None	274	1	0	0	0	
1397	Kỹ năng Mod 1397	WuDang	Missiles	440	None	410	1	0	0	2	
1398	Kỹ năng Mod 1398	Shaolin	InitiativeNpcState	180	None	1399	1	0	0	0	
1399	Kỹ năng Mod 1399	Shaolin	Missiles	180	Surround	92	1	0	0	0	
1401	Kỹ năng Mod 1401	EMei	Missiles	72	None	10	1	0	0	0	VLTK.Model.SourceAssetId
1402	Kỹ năng Mod 1402	CaiBang	Missiles	72	Surround	47	16	0	0	5	VLTK.Model.SourceAssetId
1403	Kỹ năng Mod 1403	WuDang	Missiles	400	None	411	2	0	0	5	VLTK.Model.SourceAssetId
1404	Kỹ năng Mod 1404	WuDang	Missiles	400	None	408	5	0	0	0	
1405	Kỹ năng Mod 1405	CaiBang	InitiativeNpcState	0	None	0	0	0	0	0	
1406	Kỹ năng Mod 1406	CaiBang	InitiativeNpcState	600	None	409	1	0	0	0	
1407	ẻồÃởểựẹâềỵ	None	InitiativeNpcState	0	None	0	0	0	0	2	VLTK.Model.SourceAssetId
1408	Hợp thành kĩ năng công kích	None	InitiativeNpcState	0	None	0	0	0	0	0	
1410	Kỹ năng Mod 1410	EMei	Missiles	0	None	275	1	0	0	5	
1411	Kiếm Khí Vô Định	EMei	Missiles	0	None	420	2	0	0	0	
1412	ÁỳéýẵÊặứ±ơếă	EMei	Missiles	0	None	422	2	0	0	0	
1413	ÄƯễặẵÊặứ±ơếă	EMei	Missiles	0	None	424	2	0	0	0	
1414	Kỹ năng Mod 1414	EMei	Missiles	0	None	275	1	0	0	0	VLTK.Model.SourceAssetId
1415	ÁữéầÂềằãằữ	CaiBang	Missiles	400	Surround	295	3	0	0	0	VLTK.Model.SourceAssetId
1416	ÁữéầÂềằãằữìểẳẳÄĩ	TangMen	Missiles	50	None	161	1	0	0	0	
1417	Kỹ năng Mod 1417	None	Missiles	75	Single	284	1	0	0	3	
1419	Kỹ năng Mod 1419	EMei	Missiles	0	None	425	1	0	0	0	VLTK.Model.SourceAssetId
1420	Kiếm Pháp - Thái Nhạc Tam Thanh Phong	EMei	Missiles	480	Fan	429	1	0	0	5	VLTK.Model.SourceAssetId
1421	Kiếm pháp - Độc Cô Cửu Kiếm	EMei	Missiles	480	Surround	429	1	0	0	5	VLTK.Model.SourceAssetId
1422	N±ảắưẹộ	None	InitiativeNpcState	0	None	0	0	0	0	0	
1423	N±ảắưẹộ(ẻịéĐạỷàÄ)	None	InitiativeNpcState	0	None	0	0	0	0	0	
1426	Bích Hải Triều Sinh (Kiếm Tiên Lý Bạch)	EMei	Missiles	72	None	10	1	0	0	0	VLTK.Model.SourceAssetId
1427	Bế Nguyệt Phất Trần (Kiếm Tiên Lý Bạch)	EMei	InitiativeNpcState	180	None	1428	1	0	0	0	
1428	Kĩ năng Bế Nguyệt Phất Trần (Kiếm Tiên Lý Bạch)	EMei	Missiles	180	Surround	92	1	0	0	0	
1429	Tật Phong Đơn  (ngoại)	None	InitiativeNpcState	0	None	0	0	0	0	0	VLTK.Model.SourceAssetId
1430	Tật Phong Đơn  (nội)	None	InitiativeNpcState	0	None	0	0	0	0	0	VLTK.Model.SourceAssetId
1431	Tụ Nguyên Tán (ngoại)	None	InitiativeNpcState	0	None	0	0	0	0	0	VLTK.Model.SourceAssetId
1432	Tụ Nguyên Tán (nội)	None	InitiativeNpcState	0	None	0	0	0	0	0	VLTK.Model.SourceAssetId
1433	Tiêu Dao Tán	None	InitiativeNpcState	0	None	0	0	0	0	0	VLTK.Model.SourceAssetId
1434	Hộ Thần Đơn	None	InitiativeNpcState	0	None	0	0	0	0	0	VLTK.Model.SourceAssetId
1435	Hộ Tâm Đơn	None	InitiativeNpcState	0	None	0	0	0	0	0	VLTK.Model.SourceAssetId
1436	Hành Khí Tán	None	InitiativeNpcState	0	None	0	0	0	0	0	VLTK.Model.SourceAssetId
1437	Hộ Khí Đơn	None	InitiativeNpcState	0	None	0	0	0	0	0	VLTK.Model.SourceAssetId
1438	Lưu Vân Tán	None	InitiativeNpcState	0	None	0	0	0	0	0	VLTK.Model.SourceAssetId
1439	Hộ Giáp Đơn	None	InitiativeNpcState	0	None	0	0	0	0	0	VLTK.Model.SourceAssetId
1440	Ngưng Thần Tán	None	InitiativeNpcState	0	None	0	0	0	0	0	VLTK.Model.SourceAssetId
1443	ễẵÄẽìứặùẳẳÄĩ1	EMei	InitiativeNpcState	180	None	1170	1	0	0	0	
1444	ìứặùẳẳÄĩ1ìểà¯	EMei	Missiles	180	Surround	137	1	0	0	0	
1445	ễẵÄẽìứặùẳẳÄĩ3	EMei	InitiativeNpcState	180	None	1170	1	0	0	0	
1446	ìứặùẳẳÄĩ3ìểà¯	EMei	Missiles	180	Surround	137	1	0	0	0	
1447	Vòng hào quang Thần Lộc	EMei	InitiativeNpcState	180	None	1170	1	0	0	0	
1448	ểìẩđàÄÀĂễựÊăạầÍãÊâ	None	InitiativeNpcState	0	None	0	0	0	0	0	VLTK.Model.SourceAssetId
1449	Kỹ năng Mod 1449	None	InitiativeNpcState	0	None	0	0	0	0	0	VLTK.Model.SourceAssetId
1451	ậÀÀẽấúàÄéĐạỷ	None	InitiativeNpcState	0	None	0	0	0	0	0	
1453	ệéễẵểẹềờẩỹẩôẳẳÄĩ+1	None	InitiativeNpcState	180	None	0	1	0	0	0	
1457	ÃÍằÂéƠẹÀàÚềằấẵìỗệọ	None	Missiles	440	None	275	1	0	0	0	
1459	ÃÍằÂéƠẹÀàÚảỵấẵìỗệọ	None	Missiles	440	None	275	1	0	0	0	
1461	ÃÍằÂéƠẹÀàÚẩýấẵìỗệọ	None	Missiles	440	None	275	1	0	0	0	
1463	ÃÍằÂéƠẹÀàÚậÄấẵìỗệọ	None	Missiles	440	None	275	1	0	0	0	
1465	ÃÍằÂéƠẹÀàÚẻồấẵìỗệọ	None	Missiles	440	None	275	1	0	0	0	
1466	ấđÄờìÊáÊÊăạƠÊâ	None	InitiativeNpcState	0	None	0	0	0	0	0	
1467	Kỹ năng Mod 1467	None	InitiativeNpcState	0	None	0	0	0	0	0	VLTK.Model.SourceAssetId
1468	Kỹ năng Mod 1468	None	InitiativeNpcState	0	None	0	0	0	0	0	VLTK.Model.SourceAssetId
1469	Kỹ năng Mod 1469	None	InitiativeNpcState	0	None	0	0	0	0	0	VLTK.Model.SourceAssetId
1471	Pháo	CuiYan	Missiles	800	None	430	1	0	0	0	
1472	Kỹ năng Mod 1472	None	InitiativeNpcState	0	None	0	0	0	0	0	VLTK.Model.SourceAssetId
1473	Kỹ năng Mod 1473	None	InitiativeNpcState	0	None	0	0	0	0	0	VLTK.Model.SourceAssetId
1474	ềậá°ẩẻÊăễửẳể¿ạéễÊâ	None	InitiativeNpcState	0	None	0	0	0	0	0	VLTK.Model.SourceAssetId
1475	ẳẫá°ẩẻÊăẵààÍ¿ạéễÊâ	None	InitiativeNpcState	0	None	0	0	0	0	0	VLTK.Model.SourceAssetId
1476	Kỹ năng Mod 1476	None	InitiativeNpcState	0	None	0	0	0	0	0	VLTK.Model.SourceAssetId
1477	ẳẫợ±ÁễÊăạƠằữẳẳÄĩẳừẫÙÊâ	None	InitiativeNpcState	0	None	0	0	0	0	0	VLTK.Model.SourceAssetId
1478	Kỹ năng Mod 1478	None	InitiativeNpcState	0	None	0	0	0	0	0	VLTK.Model.SourceAssetId
1479	Kỹ năng Mod 1479	None	InitiativeNpcState	0	None	0	0	0	0	0	VLTK.Model.SourceAssetId
1480	Kỹ năng Mod 1480	None	Missiles	0	None	431	1	0	0	0	
1485	Kỹ năng Mod 1485	None	InitiativeNpcState	180	None	0	1	0	0	0	
1486	Kỹ năng Mod 1486	Shaolin	InitiativeNpcState	448	Single	301	1	0	0	0	
1487	ắứẫ±XºÅẳẳÄĩÊăàƠẩậÊâ	CaiBang	Missiles	1000	Surround	295	3	0	0	0	VLTK.Model.SourceAssetId
1488	ắứẫ±XºÅìểẳẳÄĩÊăàƠẩậÊâ	TangMen	Missiles	800	None	161	1	0	0	0	
1489	Àọ±ựẳẳÄĩÊăàƠẩậÊâ	CaiBang	Missiles	800	Surround	307	32	0	0	0	VLTK.Model.SourceAssetId
1490	Àọ±ự±ựầẵÊăàƠẩậÊâ	TangMen	Missiles	800	None	308	1	0	0	0	VLTK.Model.SourceAssetId
1491	ạÅắứẫ±ảắấệÊăàƠẩậÊâ	TangMen	Missiles	420	None	20	1	0	0	0	VLTK.Model.SourceAssetId
1492	ãÂẫọệâệởÍứÊăàƠẩậÊâ	TangMen	Missiles	420	None	164	1	0	0	0	VLTK.Model.SourceAssetId
1493	ÄĐềụấẫặầ_ậổằỳìòả¯ÊăàƠẩậÊâ	CaiBang	InitiativeNpcState	180	None	273	1	0	0	0	
1499	Kim Cang Chi Nộ.	None	Missiles	520	None	275	1	0	0	0	
1500	Bích Mộc Chi Nộ.	Shaolin	Missiles	520	None	275	1	0	0	0	
1501	Hàn Băng Chi Nộ.	EMei	Missiles	520	None	275	1	0	0	0	
1502	Viêm Dương Chi Nộ.	TangMen	Missiles	520	None	275	1	0	0	0	
1503	Lôi Đình Chi Nộ.	CaiBang	Missiles	520	None	275	1	0	0	0	
1504	Kim Cang Chi Hộ.	None	InitiativeNpcState	0	None	275	1	0	0	0	
1505	Bích Mộc Chi Hộ.	Shaolin	InitiativeNpcState	0	None	275	1	0	0	0	
1506	Hàn Băng Chi Hộ.	EMei	InitiativeNpcState	0	None	275	1	0	0	0	
1507	Viêm Dương Chi Hộ.	TangMen	InitiativeNpcState	0	None	275	1	0	0	0	
1508	Lôi Đình Chi Hộ.	CaiBang	InitiativeNpcState	0	None	275	1	0	0	0	
1521	ÄƯÚưẻịÁ¿boss	Shaolin	Missiles	700	Surround	432	64	0	0	5	
1522	ắÅạơãẫéầboss	TangMen	Missiles	700	Surround	433	64	0	0	2	
1523	èỡợáàỉẫãboss	CaiBang	Missiles	700	Surround	434	32	0	0	0	VLTK.Model.SourceAssetId
1524	Kỹ năng Mod 1524	EMei	Missiles	700	Surround	435	64	0	0	0	VLTK.Model.SourceAssetId
1525	Kỹ năng Mod 1525	EMei	Missiles	700	Surround	436	64	0	0	0	VLTK.Model.SourceAssetId
1526	Kỹ năng Mod 1526	CaiBang	Missiles	700	Surround	437	64	0	0	5	VLTK.Model.SourceAssetId
1527	Áềằðầộèỡboss	CaiBang	Missiles	700	Surround	438	64	0	0	5	VLTK.Model.SourceAssetId
1528	ẻịẻềẻịẵÊboss	WuDang	Missiles	700	Surround	439	64	0	0	5	VLTK.Model.SourceAssetId
1529	ẻồÀìếýãăboss	WuDang	Missiles	700	Surround	440	64	0	0	0	VLTK.Model.SourceAssetId
1530	ểÄằờấẫể°boss	CaiBang	Missiles	700	Surround	441	32	0	0	0	
1536	Phá Thiên Trảm	TianWang	Melee	90	None	326	1	0	2	0	
1537	Nhiếp Hồn Nguyệt ảnh	TangMen	Missiles	360	Single	149	1	0	0	5	
1538	Tam Nga Tề Tuyết	EMei	Missiles	360	None	142	3	0	0	0	VLTK.Model.SourceAssetId
1540	Nhân Kiếm Hợp Nhất	WuDang	Missiles	90	Single	175	3	0	0	0	
1541	Kỹ năng Mod 1541	EMei	Missiles	72	None	10	1	0	0	0	VLTK.Model.SourceAssetId
1549	Huyết Dục	None	InitiativeNpcState	0	None	0	0	0	0	0	
1550	Chiến Thiên	None	InitiativeNpcState	0	None	0	0	0	0	0	
1551	Thương Hồng	None	InitiativeNpcState	0	None	0	0	0	0	0	
1552	Lang Hạo	None	InitiativeNpcState	0	None	0	0	0	0	0	
1553	Triệu Mãnh	None	InitiativeNpcState	0	None	0	0	0	0	0	
