MissleId	MissleName	MoveKind	FollowKind	ColFollowTarget	MissleHeight	CollidRange	IsRangeDmg	DmgRange	DmgInterval	LifeTime	Speed	Zspeed	Zacc	LoopPlay	SubLoop	SubStart	SubStop	ResponseSkill	CanDestroy	ColVanish	CanSlow	CanColFriend	AutoExplode	MissRate	Param1	Param2	Param3	MultiShow	AnimFile1	AnimFileInfo1	SndFile1	AnimFile2	AnimFileInfo2	SndFile2	AnimFile3	AnimFileInfo3	SndFile3	AnimFile4	AnimFileInfo4	SndFile4	AnimFileB1	AnimFileInfoB1	SndFileB1	AnimFileB2	AnimFileInfoB2	SndFileB2	AnimFileB3	AnimFileInfoB3	SndFileB3	AnimFileB4	AnimFileInfoB4	SndFileB4	RedLum	GreenLum	BlueLum	LightRadius
86	Hoành Tảo Lục Hợp	0	0	0	2	4	1	4	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0										\spr\skill\²ạ³ọ\ạữ°ụ±ơếă.spr	4,1,1														255	255	255	0
87	Đá 	7	0	1	10	2	0	2	0	100	24	5120	10240	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\NPC\mag_npc_ấ¯Íã.spr	9,1,1																				148	113	66	90
88	Lông  	1	0	1	10	1	0	1	0	40	24	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\NPC\mag_npc_ảèÃô.spr	64,16,20																				148	113	66	90
89	1 dúm lông 	1	0	1	10	1	0	1	0	20	24	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\NPC\mag_npc_ẳõÃô.spr	64,16,20																				214	231	132	90
90	Nước miếng 	1	0	1	10	1	0	1	0	15	24	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\NPC\mag_npc_¿Úậđ.spr	64,16,1																				214	231	132	90
91	Nước độc 	1	0	0	10	1	0	1	0	15	20	0	0	0	0	0	0		1	1	0	0	0	0	0	0	0	0				\spr\skill\NPC\mag_npc_ảắậđ.spr	64,16,1		\spr\skill\NPC\mag_npc_ảắậđẽỷấĐ.spr	30,1,2																	107	32	115	90
92	Vòng tròn hỗ trợ đồng đội	0	0	0	2	10	1	10	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0																									255	255	255	0
93	Bắn tên 	1	0	0	10	1	0	1	0	15	20	0	0	0	0	0	0		1	1	0	0	0	0	0	0	0	0				\spr\skill\NPC\mag_npc_ẳý.spr	16,16,1																				255	247	214	90
94	Vòng tròn gây sát thương 	0	0	0	2	8	0	8	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0										\spr\skill\ẻồảắẵè\bz_du1_±ơếă.spr	6,1,1														255	255	255	0
95	Nhân Kiếm Hợp Nhất 11	0	0	1	20	1	0	1	0	10	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0				\spr\skill\ẻọà±\wd_09_ẩậẵÊºẽềằẵÊ.spr	11,1,1					\spr\skill\ẻọà±\Bz_dian1_±ơếă.spr	8,1,1														255	255	255	90
96	Bạo Vũ Lê Hoa	0	0	1	15	1	0	1	17	90	0	0	0	1	1	1	16	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\èặÃÅ\tm_07_éĂÀợãẫàả.spr	90,1,1	\sound\skill\°ỵẳôảứá´.wav																			255	255	231	90
97	Công kích Côn bổng 	1	0	1	10	1	0	1	0	3	30	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0										\spr\skill\²ạ³ọ\ạữ°ụ±ơếă.spr	4,1,2	\sound\skill\àảẵÊ´èệéẫự.wav										\spr\skill\²ạ³ọ\àảẵÊ±ơếă.spr	4,1,1		181	203	255	0
98	Công kích Song chùy 	1	0	1	10	1	0	1	0	3	30	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0										\spr\skill\²ạ³ọ\BZ_ộÂ1.spr	6,1,1	\sound\skill\àảẵÊ´èệéẫự.wav										\spr\skill\²ạ³ọ\àảẵÊ±ơếă.spr	4,1,1		181	203	255	0
99	Công kích tay không	1	0	1	10	1	0	1	0	3	30	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0										\spr\skill\²ạ³ọ\àảẵÊ±ơếă.spr	4,1,1	\sound\skill\àảẵÊ´èệéẫự.wav										\spr\skill\²ạ³ọ\àảẵÊ±ơếă.spr	4,1,1		181	203	255	0
100	Song đaocông kích 	1	0	1	10	1	0	1	0	3	30	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0										\spr\skill\²ạ³ọ\àảẵÊ±ơếă.spr	4,1,1	\sound\skill\àảẵÊ´èệéẫự.wav										\spr\skill\²ạ³ọ\àảẵÊ±ơếă.spr	4,1,1		181	203	255	0
101	Tứ Tượng Đồng Quy (trung tâm) 	0	0	1	18	2	1	2	5	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\ảởỏề\mag_bz_bin5_±ơếăéĐạỷ.spr	18,1,2														156	211	255	90
102	Ma Ha Vô Lượng npc	1	0	0	10	3	1	3	0	15	30	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\ẫÙÁệ\sl_01_ÄƯÚưẻịÁ¿.spr	80,16,1																				231	227	107	90
103	Bất Diệt Bất Tuyệt npc	1	0	1	10	3	1	3	0	30	30	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0				\spr\skill\ảởỏề\mag_em_04_²ằÃð²ằắứ.spr	64,16,1	\sound\skill\²ằÃð²ằắứ.wav				\spr\skill\ảởỏề\mag_em_bin4_±ơếăéĐạỷ.spr	6,1,1	\sound\skill\àảẵÊ´èệéẫự.wav													156	211	255	90
104	Đơn Chỉ Liệt Diệm npc	1	0	1	10	3	1	3	0	20	30	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\èỡẩè\mag_tr_04_à¯ệáÁềẹổ.spr	48,16,1	\sound\skill\sound_k028.wav				\spr\skill\èỡẩè\mag_bz_huo3_±ơếăéĐạỷ.spr	18,1,2	\sound\skill\sound_k037.wav													239	146	82	90
105	Thiên la Địa võng  npc	1	0	1	10	3	0	3	0	40	30	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\èặÃÅ\tm_07_éĂÀợãẫàả.spr	16,1,1	\sound\skill\sound_k031.wav																			227	247	198	90
106	Tiểu Lý Phi Đao	0	0	1	10	2	0	2	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0										\spr\skill\²ạ³ọ\ãẫ±ờ±ơếă.spr	4,1,1														227	247	198	90
107	Tiểu Lý Phi Đao 	1	1	1	10	1	0	1	0	40	32	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0						\sound\skill\sound_k031.wav																			227	247	198	90
108	Pháo Hoa	0	0	0	10	0	0	0	0	24	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0				\spr\skill\²ạ³ọ\ẹèằă.spr	24,1,3																				255	255	255	100
109	Sư Tử Hống 	0	0	1	10	8	1	8	7	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0																									255	255	255	0
110	Tam Hoàn Thao Nguyệt 	1	0	1	10	1	0	1	0	4	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\ẻọà±\wd_04_éỵềằẻịẽú.spr	8,1,1					\spr\skill\ẻọà±\Bz_dian1_±ơếă.spr	8,1,1	\sound\skill\àảẵÊ´èệéẫự.wav										\spr\skill\ẻọà±\wd_04_éỵềằẻịẽú.spr	8,1,1		181	203	255	0
111	Băng Tâm Trái ảnh	0	0	1	10	1	0	1	10	16	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0				\spr\skill\´ọẹè\mag_cy_11_²ạẹêấừ.spr	20,1,1	\sound\skill\ệẻÁặấừ.wav																			189	134	82	90
112	Đạp Tuyết Vô Ngân 	0	0	0	18	3	1	3	0	2	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0							\spr\skill\´ọẹè\mag_cy_09.spr	16,1,1		\spr\skill\´ọẹè\mag_cy_09.spr	16,1,1														255	219	99	90
113	Long Trảo Hổ Trảo 	1	0	1	10	1	0	1	0	3	30	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0							\spr\skill\²ạ³ọ\BZ_ộÂ.spr	6,1,1		\spr\skill\²ạ³ọ\BZ_ộÂ.spr	6,1,1	\sound\skill\àảẵÊ´èệéẫự.wav										\spr\skill\ẻọà±\wd_04_éỵềằẻịẽú.spr	8,1,1		181	203	255	0
114	Hoạt Bất Lưu Thủ  	0	0	0	18	3	1	3	0	2	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0							\spr\skill\ỉÔ°ù\mag_gb_07_ẵðẻÚể³ẹâ.spr	20,1,1																	255	219	99	90
115	Thanh Âm Phạn Xướng 	0	0	0	10	6	1	6	44	40	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\ảởỏề\em_±ựéÄốúềụ.spr	40,1,1					\spr\skill\ảởỏề\mag_bz_bin5_±ơếăéĐạỷ.spr	18,1,2	\sound\skill\sound_k041.wav													156	166	247	90
116	Đoạt Hồn Tiêu	1	0	1	10	1	0	1	0	25	18	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\èặÃÅ\tm_07_éĂÀợãẫàả.spr	16,1,1	\sound\skill\ảỏằờùÚ.wav																			255	251	214	90
117	Kháng Long Hữu Hối 	0	0	0	20	2	0	2	16	16	0	0	0	1	1	20	30	0	0	0	0	0	0	0	0	0	0	1				\spr\skill\ỉÔ°ù\mag_gb_03_ẳỷẩậẫỡấệ.spr	64,16,1	\sound\skill\ÍặẫẵèợºÊ.wav	\spr\skill\ỉÔ°ù\mag_gb_03_ẳỷẩậẫỡấệ.spr	64,16,1				\sound\skill\sound_k038.wav				\spr\skill\ỉÔ°ù\mag_gb_03_ẳỷẩậẫỡấệ.spr	64,16,1	\sound\skill\sound_k036.wav	\spr\skill\ỉÔ°ù\mag_gb_03_ẳỷẩậẫỡấệ.spr	64,16,1					239	146	82	90
118	Hoa hồng 1	1	0	1	450	1	1	3	0	30	0	0	1024	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1				\spr\skill\²ạ³ọ\Ãàạồ01.spr	50,1,1											\spr\skill\²ạ³ọ\Ãàạồ01.spr	50,1,1								156	211	255	90
119	Hoa hồng 2	1	0	1	450	1	1	3	0	30	0	0	1024	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1			\sound\skill\ãỗằăẹâễÂ.wav	\spr\skill\²ạ³ọ\Ãàạồ03.spr	50,1,1											\spr\skill\²ạ³ọ\Ãàạồ02.spr	50,1,1								156	211	255	90
120	Hoa hồng 3	1	0	1	450	1	1	3	0	30	0	0	1024	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1				\spr\skill\²ạ³ọ\Ãàạồ02.spr	50,1,1											\spr\skill\²ạ³ọ\Ãàạồ04.spr	50,1,1								156	211	255	90
121	Hoa hồng 4	1	0	1	450	1	1	3	0	30	0	0	1024	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1				\spr\skill\²ạ³ọ\Ãàạồ05.spr	50,1,1											\spr\skill\²ạ³ọ\Ãàạồ03.spr	50,1,1								156	211	255	90
122	Hoa hồng 5	1	0	1	450	1	1	3	0	30	0	0	1024	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1				\spr\skill\²ạ³ọ\Ãàạồ04.spr	50,1,1											\spr\skill\²ạ³ọ\Ãàạồ01.spr	50,1,1								156	211	255	90
123	Hoa hồng 6	1	0	1	450	1	1	3	0	30	0	0	1024	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1				\spr\skill\²ạ³ọ\Ãàạồ06.spr	50,1,1											\spr\skill\²ạ³ọ\Ãàạồ05.spr	50,1,1								156	211	255	90
124	Hoa Hồng trên mặt đất 	0	0	1	15	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1				\spr\skill\²ạ³ọ\ÃàạồàỉÃổ03.spr	16,1,1											\spr\skill\²ạ³ọ\ÃàạồàỉÃổ01.spr	1,1,1								255	255	231	90
125	Vòng tròn hỗ trợ đồng đội 	0	0	0	2	8	1	8	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0																									255	255	255	0
126	Bạo Vũ Lê Hoa 	1	0	1	10	1	0	1	0	16	31	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\²ạ³ọ\ễả³èạƠằữ.spr	16,16,1	\sound\skill\sound_k031.wav				\spr\skill\ẻồảắẵè\bz_du1_±ơếă.spr	13,1,1	\sound\skill\àảẵÊ´èệéẫự.wav													239	231	189	90
127	Độc Thích Cốt 	0	0	1	15	2	1	2	13	540	0	0	0	1	1	1	30	0	0	1	0	0	0	0	0	0	0	0				\spr\skill\èặÃÅ\tm_08_ẽíắđ.spr	1080,1,1																				255	255	231	90
128	Độc Thích Cốt  	0	0	0	20	2	1	2	6	16	0	0	0	0	1	1	60	0	0	0	0	0	0	0	0	0	0	1				\spr\skill\èặÃÅ\bz_du3_±ơếă.spr	16,1,1	\sound\skill\Åựửăà¯.wav	\spr\skill\èặÃÅ\bz_du3_±ơếă.spr	16,1,1				\sound\skill\sound_k038.wav				\spr\skill\èặÃÅ\bz_du3_±ơếă.spr	16,1,1	\sound\skill\Åựửăà¯.wav	\spr\skill\èặÃÅ\bz_du3_±ơếă.spr	16,1,1					239	146	82	90
129	Đầu Thạch đan (Vật lý) 	7	0	1	10	8	1	8	0	40	20	20480	1024	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0				\spr\skill\npc\Íảấ¯ặế.spr	20,1,1		\spr\skill\npc\Íảấ¯ặế±ơếă.spr	27,1,1	\sound\skill\²ạ³ọ\Íảấ¯±ơếă.wav	\spr\skill\npc\Íảấ¯ặế±ơếă.spr	27,1,1	\sound\skill\²ạ³ọ\Íảấ¯±ơếă.wav													123	113	107	90
130	Đạn công thành	1	0	1	10	2	1	2	12	12	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										\spr\skill\²ạ³ọ\BZ_ộÂ.spr	6,1,1	\sound\skill\ầạ´èệéẫự.wav													181	203	255	0
131	Đầu Thạch đan (Hỏa) 	7	0	1	10	8	1	8	0	40	20	20480	1024	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0				\spr\skill\npc\Íảấ¯ằð.spr	20,1,1		\spr\skill\npc\Íảấ¯ằð±ơếă.spr	27,1,1	\sound\skill\²ạ³ọ\Íảấ¯±ơếă.wav	\spr\skill\npc\Íảấ¯ằð±ơếă.spr	27,1,1														156	211	255	90
132	Đầu Thạch đan (Băng) 	7	0	1	10	8	1	8	0	40	20	20480	1024	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0				\spr\skill\npc\Íảấ¯±ự.spr	20,1,1		\spr\skill\npc\Íảấ¯±ự±ơếă.spr	27,1,1	\sound\skill\²ạ³ọ\Íảấ¯±ơếă.wav	\spr\skill\npc\Íảấ¯±ự±ơếă.spr	27,1,1														115	219	255	90
133	Đầu Thạch đan (Độc ) 	7	0	1	10	8	1	8	0	40	20	20480	1024	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0				\spr\skill\npc\Íảấ¯ảắ.spr	20,1,1		\spr\skill\npc\Íảấ¯ảắ±ơếă.spr	27,1,1	\sound\skill\²ạ³ọ\Íảấ¯±ơếă.wav	\spr\skill\npc\Íảấ¯ảắ±ơếă.spr	27,1,1														90	255	90	90
134	Kim Phật Xuất Kích	1	0	1	10	1	0	1	0	4	24	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\ẫÙÁệ\sl_01_´ùÄƯảẫẵư.spr	160,16,1					\spr\skill\sl\ẵðÁỳèẵìƯ.spr	6,1,1	\sound\skill\sound_k040.wav													239	231	189	90
135	Hoành Tảo Thiên Quân	0	0	1	10	6	1	6	5	5	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0				\spr\skill\sl\bz_ºỏẫăầĐắỹ.spr	8,1,1					\spr\skill\sl\ẵðÁỳèẵìƯ.spr	6,1,1	\sound\skill\sound_k017.wav				\spr\skill\sl\bz_ºỏẫăầĐắỹ.spr	8,1,1	\sound\skill\sound_k017.wav						\sound\skill\sound_k014.wav	239	231	189	90
136	Vô Tướng Trảm 	1	0	1	10	1	0	1	1	16	40	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\sl\ẻịẽũếả.spr	128,16,1					\spr\skill\ẫÙÁệ\sl_04_ằÛẹÛệọ.spr	20,1,1	\sound\skill\àảẵÊ´èệéẫự.wav													239	231	189	90
137	Vòng tròn hỗ trợ đồng đội 	0	0	0	2	14	1	14	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0																									255	255	255	0
138	Phá Thiên Trảm 	1	0	1	10	1	0	1	0	3	24	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0										\spr\skill\tw\ìããỗắử.spr	8,1,1	\sound\skill\àảẵÊ´èệéẫự.wav										\spr\skill\²ạ³ọ\àảẵÊ±ơếă.spr	4,1,1		181	203	255	0
139	Truy Tinh Trục Nguyệt 	1	0	1	10	1	0	1	0	4	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\²ạ³ọ\mag_npc_ảèÃô.spr	64,16,1					\spr\skill\sl\ẵðÁỳèẵìƯ.spr	4,1,1	\sound\skill\àảẵÊ´èệéẫự.wav				\spr\skill\²ạ³ọ\mag_npc_ảèÃô.spr	64,16,1					\spr\skill\²ạ³ọ\àảẵÊ±ơếă.spr	4,1,1		181	203	255	0
140	Thừa Long Quyết 	1	0	1	10	1	0	1	0	3	24	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0				\spr\skill\ẫÙÁệ\bz_bo1_ẵð²ă.spr	320,32,1					\spr\skill\²ạ³ọ\BZ_ộÂ1.spr	6,1,1	\sound\skill\àảẵÊ´èệéẫự.wav				\spr\skill\ẫÙÁệ\bz_bo1_ẵð²ă.spr	320,32,1					\spr\skill\²ạ³ọ\àảẵÊ±ơếă.spr	4,1,1		181	203	255	0
141	Truy Phong Quyết 	1	0	1	10	1	0	1	0	3	24	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0				\spr\skill\ẫÙÁệ\bz_bo1_ẵð²ă.spr	320,32,1					\spr\skill\²ạ³ọ\BZ_ộÂ1.spr	6,1,1	\sound\skill\àảẵÊ´èệéẫự.wav				\spr\skill\ẫÙÁệ\bz_bo1_ẵð²ă.spr	320,32,1					\spr\skill\²ạ³ọ\àảẵÊ±ơếă.spr	4,1,1		181	203	255	0
142	Tam Nga Tề Tuyết Phi Kiếm 	1	0	1	10	1	0	1	0	16	32	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0				\spr\skill\ảởỏề\mag_em_04_²ằÃð²ằắứ.spr	64,16,1	\sound\skill\²ằÃð²ằắứ.wav				\spr\skill\ảởỏề\mag_em_bin4_±ơếăéĐạỷ.spr	6,1,1	\sound\skill\àảẵÊ´èệéẫự.wav													156	211	255	90
143	Tam Nga Tề Tuyết #Thân 	0	0	1	10	3	1	3	13	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\ảởỏề\mag_em_05_ãðạõặếếế.spr	8,1,2					\spr\skill\ảởỏề\mag_bz_bin1_±ơếăéĐạỷ.spr	7,1,2	\sound\skill\sound_k045.wav													156	211	255	90
144	Kim Đỉnh Phật Quang 	5	0	1	10	1	0	1	0	35	20	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\ảởỏề\mag_em_01_ặđẹâ´âễặ.spr	64,16,1	\sound\skill\ặđẹâ´âễặ.wav				\spr\skill\ảởỏề\mag_bz_bin1_±ơếăéĐạỷ.spr	14,1,1														115	219	255	90
145	Thiên Phật Thiên Diệp 	1	0	1	10	1	0	1	0	16	24	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\²ạ³ọ\mag_spe_bo_Àả.spr	320,32,1	\sound\skill\ặđẹâ´âễặ.wav				\spr\skill\ảởỏề\mag_bz_bin1_±ơếăéĐạỷ.spr	14,1,1														115	219	255	90
146	Băng Tung Vô ảnh 	1	0	1	10	1	0	1	0	24	32	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\´ọẹè\mag_cy_01_ãỗễặÍằặð.spr	48,16,1	\sound\skill\ãỗằăẹâễÂ.wav				\spr\skill\ảởỏề\mag_bz_bin2_±ơếăéĐạỷ.spr	6,1,2	\sound\skill\±ự±ơ.wav													156	211	255	90
147	Băng Tâm Tiên Tử  	1	0	1	10	1	0	1	0	16	30	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\cy\ãỗẹâ±ựèỡ.spr	128,16,1	\sound\skill\ặđẹâ´âễặ.wav				\spr\skill\ảởỏề\mag_bz_bin1_±ơếăéĐạỷ.spr	14,1,1														115	219	255	90
148	Phong Tuyết Băng Thiên 	0	0	1	15	3	1	3	15	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\cy\xx_ãỗẹâ±ựèỡ.spr	40,1,1	\sound\skill\áĂễặẫÂẹâ.wav																			156	166	247	90
149	Nhiếp Hồn Nguyệt ảnh	1	0	1	10	1	0	1	0	16	32	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\tm\ềứàảẫọễÂ_02.spr	18,1,1	\sound\skill\ìãéÄẳý.wav																			148	219	255	90
150	Ngân Đao Xạ Nguyệt 	0	0	1	20	3	1	3	8	16	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\tm\bz_ềứàảẫọễÂ.spr	16,1,1																				255	219	214	90
151	Tán Hoa Tiêu 	100	0	1	10	1	0	1	0	32	30	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\tm\ẩèếòùÚ.spr	15,1,1	\sound\skill\sound_k040.wav				\spr\skill\tm\ẩèếòùÚ.spr	15,1,1	\sound\skill\sound_k040.wav													239	231	189	90
152	Cửu Cung Phi Tinh	100	0	1	10	1	0	1	0	32	32	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\tm\ắÅạơãẫéầ.spr	8,1,1	\sound\skill\sound_k040.wav				\spr\skill\tm\ắÅạơãẫéầ.spr	8,1,1	\sound\skill\sound_k040.wav													239	231	189	90
153	Xuyên Tâm Thích 	0	0	1	15	2	1	2	13	540	0	0	0	1	1	1	30	0	0	1	0	0	0	0	0	0	0	0				\spr\skill\tm\xj_´âéÄ´è.spr	1080,1,1																				255	255	231	90
154	Xuyên Tâm Thích 	0	0	0	20	2	1	2	6	27	0	0	0	0	1	1	60	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\tm\´âéÄ´è.spr	27,1,1	\sound\skill\Åựửăà¯.wav	\spr\skill\tm\´âéÄ´è.spr	27,1,1	\sound\skill\Åựửăà¯.wav			\sound\skill\sound_k038.wav				\spr\skill\èặÃÅ\bz_du3_±ơếă.spr	16,1,1	\sound\skill\Åựửăà¯.wav	\spr\skill\èặÃÅ\bz_du3_±ơếă.spr	16,1,1					239	146	82	90
155	Hàn Băng Thích 	0	0	1	15	2	1	2	13	540	0	0	0	1	1	1	30	0	0	1	0	0	0	0	0	0	0	0				\spr\skill\tm\xj_ºđ±ự´è.spr	1080,1,1																				255	255	231	90
156	Hàn Băng Thích 	0	0	0	20	2	1	2	6	27	0	0	0	0	1	1	60	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\tm\bz_ºđ±ự´è.spr	27,1,1	\sound\skill\Åựửăà¯.wav	\spr\skill\tm\bz_ºđ±ự´è.spr	27,1,1	\sound\skill\Åựửăà¯.wav			\sound\skill\sound_k038.wav				\spr\skill\èặÃÅ\bz_du3_±ơếă.spr	16,1,1	\sound\skill\Åựửăà¯.wav	\spr\skill\èặÃÅ\bz_du3_±ơếă.spr	16,1,1					239	146	82	90
157	Địa Diệm Hỏa 	0	0	1	15	2	1	2	13	540	0	0	0	1	1	1	30	0	0	1	0	0	0	0	0	0	0	0				\spr\skill\tm\xj_àỉẹổằð.01.spr	1080,1,1																				255	255	231	90
158	Địa Diệm Hỏa 	0	0	0	20	2	1	2	6	27	0	0	0	0	1	1	60	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\tm\àỉẹổằð.spr	27,1,1	\sound\skill\Åựửăà¯.wav	\spr\skill\tm\àỉẹổằð.spr	27,1,1	\sound\skill\Åựửăà¯.wav			\sound\skill\sound_k038.wav				\spr\skill\èặÃÅ\bz_du3_±ơếă.spr	16,1,1	\sound\skill\Åựửăà¯.wav	\spr\skill\èặÃÅ\bz_du3_±ơếă.spr	16,1,1					239	146	82	90
159	Lôi Kích Thuật 	0	0	1	15	2	1	2	13	540	0	0	0	1	1	1	30	0	0	1	0	0	0	0	0	0	0	0				\spr\skill\tm\xj_Àìằữấừ.spr	1080,1,1																				255	255	231	90
160	Lôi Kích Thuật 	0	0	0	20	2	1	2	6	27	0	0	0	0	1	1	60	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\tm\Àìằữấừ.spr	27,1,1	\sound\skill\Åựửăà¯.wav	\spr\skill\tm\Àìằữấừ.spr	27,1,1	\sound\skill\Åựửăà¯.wav			\sound\skill\sound_k038.wav				\spr\skill\èặÃÅ\bz_du3_±ơếă.spr	16,1,1	\sound\skill\Åựửăà¯.wav	\spr\skill\èặÃÅ\bz_du3_±ơếă.spr	16,1,1					239	146	82	90
161	Loạn Hoàn Kích	0	0	1	15	2	1	2	13	1080	0	0	0	1	1	1	30	0	0	1	0	0	0	0	0	0	0	0				\spr\skill\tm\xj_ìẽẫôẽíÚồ.spr	1080,1,1																				255	255	231	90
162	Loạn Hoàn Kích 	0	0	0	20	2	1	2	6	27	0	0	0	0	1	1	60	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\tm\bz_ìẽẫôẽíÚồ.spr	27,1,1	\sound\skill\Åựửăà¯.wav	\spr\skill\tm\bz_ìẽẫôẽíÚồ.spr	27,1,1				\sound\skill\sound_k038.wav													239	146	82	90
163	Âm Phong Thực Cốt 	0	0	0	20	3	1	3	12	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\wu\ềừãỗấ´ạầ.spr	20,1,1																				140	207	156	90
164	Thiên Cương Độc Thủ 	0	0	0	20	3	1	3	6	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\ẻồảắẵè\wdu_04_ắÅềừ°ìạầìƠ.spr	8,1,1		\spr\skill\ẻồảắẵè\wdu_04_ắÅềừ°ìạầìƠẽỷÍử.spr	13,1,4																	140	207	156	90
165	Huyền Âm Trảm 	1	0	1	10	1	0	1	0	16	40	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\wu\éỵÚÔẻỹéầ.spr	128,16,1	\sound\skill\ểÄÚÔữẳữÃ.wav				\spr\skill\ẻồảắẵè\bz_du2_±ơếă.spr	6,1,1	\sound\skill\ặếÍă±ơếă.wav													140	207	156	90
