Name	Kind	Camp	Series	Treasure	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	ActionScript	LevelScript	ExpParam	ExpParam1	ExpParam2	ExpParam3	LifeParam	LifeParam1	LifeParam2	LifeParam3	LifeReplenish	ARParam	ARParam1	ARParam2	ARParam3	DefenseParam	DefenseParam1	DefenseParam2	DefenseParam3	MinDamageParam	MinDamageParam1	MinDamageParam2	MinDamageParam3	MaxDamageParam	MaxDamageParam1	MaxDamageParam2	MaxDamageParam3	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	FireResist	ColdResist	LightResist	PoisonResist	PhysicsResist	FireResistMax	ColdResistMax	LightResistMax	PoisonResistMax	PhysicsResistMax	ReviveFrame	Stature	DropRateFile
南宋官员1	3	6	2	3			112				enemy003	0	0	0	0	0	24	33	20	11	23	17	迅雷咒	1|0.2	迅雷咒	1|0.2	迅雷咒	1|0.2	迅雷咒	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	3	30	30	50	60	50	0	0	10	0	0|0	0|0.5	0|0.5	0|0.95	0|0.5	60	75	75	90	75	1440	100	\settings\item\npcdroprate.ini
南宋官员2	3	6	3	3			113				enemy004	0	0	0	0	0	30	30	20	11	23	15	短兵物理攻击	1|0.2	亢龙有悔	1|0.2	狂雷震地	1|0.2	惊雷斩npc	1|0.2		\script\npclevelscript\strong.lua	100	0	10	50	100	1.5	20	50	20|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	3	60	30	50	100	70	20	0	10	60	75|0.5	75|0.5	75|0.95	75|0.5	75|0	75	75	90	75	75	1440	100	\settings\item\npcdroprate.ini
金国官员1	3	6	4	3			114				enemy005	0	0	0	0	0	23	23	18	12	18	10	幽冥骷髅	1|0.2	幽冥骷髅	1|0.2	幽冥骷髅	1|0.2	幽冥骷髅	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	3	30	30	50	60	50	0	0	10	0	0|0.95	0|0.5	0|0	0|0.5	0|0.5	90	75	60	75	75	1440	100	\settings\item\npcdroprate.ini
金国官员2	3	6	0	3			115				enemy006	0	0	0	0	0	24	27	21	10	24	12	短兵物理攻击	1|0.2	烈火情天	1|0.3	幽冥骷髅	1|0.2	残阳如血npc	1|0.2		\script\npclevelscript\strong.lua	100	0	10	50	100	1.5	20	50	20|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	3	60	30	50	100	70	20	0	10	60	75|0.5	75|0.5	75|0.95	75|0.5	75|0	75	75	75	75	90	1440	100	\settings\item\npcdroprate.ini
南宋差役1	3	6	1	1			116				enemy007	0	0	0	0	0	27	27	31	10	23	12	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	3	30	30	50	50	50	0	0	10	0	0|0.5	0|0.95	0|0.5	0|0	0|0.5	75	90	75	60	75	1440	100	\settings\item\npcdroprate.ini
金国捕快2	3	6	2	1			125				enemy016	0	0	0	0	0	23	36	14	10	19	14	短兵物理攻击	1|0	毒砂掌npc	1|0.2	毒砂掌npc	1|0.2	毒砂掌npc	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	3	30	30	50	50	50	0	0	10	0	0|0	0|0.5	0|0.5	0|0.95	0|0.5	60	75	75	90	75	1440	100	\settings\item\npcdroprate.ini
南宋武将1	3	6	3	3			126				enemy017	0	0	0	0	0	24	26	19	10	26	12	短兵物理攻击	1|0	行云决	1|0.2	行云决	1|0.2	行云决	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	3	30	30	50	50	50	0	0	10	0	0|0.5	0|0.5	0|0.95	0|0.5	0|0	75	75	90	75	60	1440	100	\settings\item\npcdroprate.ini
南宋副将1	3	6	4	2			130				enemy021	0	0	0	0	0	28	28	36	11	24	12	短兵物理攻击	1|0	夺魂镖	1|0.2	夺魂镖	1|0.2	夺魂镖	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	1	50	50	10	0	0	20	0	0	0	0|0.95	0|0.5	0|0	0|0.5	0|0.5	90	75	60	75	75	1440	100	\settings\item\npcdroprate.ini
南宋副将2	3	6	0	2			131				enemy022	0	0	0	0	0	33	43	24	11	22	12	短兵物理攻击	1|0	沿门托钵	1|0.2	沿门托钵	1|0.2	沿门托钵	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	1	50	50	10	0	0	20	0	0	0	0|0.5	0|0	0|0.5	0|0.5	0|0.95	75	60	75	75	90	1440	100	\settings\item\npcdroprate.ini
金国副将1	3	6	1	2			132				enemy023	0	0	0	0	0	32	55	38	14	31	12	短兵物理攻击	1|0	血手毒杀	1|0.2	血手毒杀	1|0.2	血手毒杀	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	7	7	25	25	400	50	700	1	50	50	10	0	0	20	0	0	0	0|0.5	0|0.95	0|0.5	0|0	0|0.5	75	90	75	60	75	1440	100	\settings\item\npcdroprate.ini
金国副将2	3	6	2	2			133				enemy024	0	0	0	0	0	24	40	32	13	24	12	短兵物理攻击	1|0	浑水摸鱼	1|0.2	浑水摸鱼	1|0.2	浑水摸鱼	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	1	50	50	10	0	0	20	0	0	0	0|0	0|0.5	0|0.5	0|0.95	0|0.5	60	75	75	90	75	1440	100	\settings\item\npcdroprate.ini
南宋弓兵2	3	6	3	1			135				enemy026	0	0	0	0	0	25	31	30	10	24	12	射箭	1|0	射箭	1|0	射箭	1|0	射箭	1|0		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	1	70	40	20	0	0	0	10	0	0	0|0.5	0|0.5	0|0.95	0|0.5	0|0	75	75	90	75	60	1440	100	\settings\item\npcdroprate.ini
金国弓兵2	3	6	4	1			137				enemy028	0	0	0	0	0	24	28	31	10	26	12	射箭	1|0	射箭	1|0	射箭	1|0	射箭	1|0		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	3	50	30	50	50	50	0	0	20	0	0|0.95	0|0.5	0|0	0|0.5	0|0.5	90	75	60	75	75	1440	100	\settings\item\npcdroprate.ini
南宋刀兵1	3	6	0	1			138				enemy029	0	0	0	0	0	33	36	23	13	26	12	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	3	40	30	80	70	50	0	0	10	0	0|0.5	0|0	0|0.5	0|0.5	0|0.95	75	60	75	75	90	1440	100	\settings\item\npcdroprate.ini
金国刀兵1	3	6	0	1			140				enemy031	0	0	0	0	0	28	33	30	10	23	12	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	3	50	30	50	50	40	0	0	20	0	0|0.5	0|0.95	0|0.5	0|0	0|0.5	75	90	75	60	75	1440	100	\settings\item\npcdroprate.ini
南宋枪兵2	3	6	0	1			143				enemy034	0	0	0	0	0	24	46	28	11	22	11	长兵物理攻击	1|0	长兵物理攻击	1|0	长兵物理攻击	1|0	长兵物理攻击	1|0		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	3	60	30	80	70	50	0	0	0	20	0|0.5	0|0	0|0.5	0|0.5	0|0.95	75	75	75	75	75	1440	100	\settings\item\npcdroprate.ini
金国枪兵2	3	6	0	1			145				enemy036	0	0	0	0	0	24	43	30	10	21	12	长兵物理攻击	1|0	长兵物理攻击	1|0	长兵物理攻击	1|0	长兵物理攻击	1|0		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	3	50	30	50	50	40	0	0	20	0	0|0.5	0|0.95	0|0.5	0|0	0|0.5	75	75	75	75	75	1440	100	\settings\item\npcdroprate.ini
少林方丈	3	6	0				146				enemy037	0	0	0	0	0	38	38																																												400		700																						100	\settings\item\npcdroprate.ini
少林空寂	3	6	0				147				enemy038	0	0	0	0	0	25	26																																												400		700																						100	\settings\item\npcdroprate.ini
少林空灭	3	6	0				148				enemy039	0	0	0	0	0	27	24																																												400		700																						100	\settings\item\npcdroprate.ini
戒律院首座	3	6	0				149				enemy040	0	0	0	0	0	33	40																																												400		700																						100	\settings\item\npcdroprate.ini
达摩院首座	3	6	0				150				enemy041	0	0	0	0	0	19	30																																												400		700																						100	\settings\item\npcdroprate.ini
证道院首座	3	6	0				151				enemy042	0	0	0	0	0	26	22																																												400		700																						100	\settings\item\npcdroprate.ini
罗汉堂首座	3	6	0				152				enemy043	0	0	0	0	0	28	36																																												400		700																						100	\settings\item\npcdroprate.ini
般若堂首座	3	6	0				153				enemy044	0	0	0	0	0	20	28																																												400		700																						100	\settings\item\npcdroprate.ini
藏经阁首座	3	6	0				154				enemy045	0	0	0	0	0	20	45																																												400		700																						100	\settings\item\npcdroprate.ini
武当掌门	3	6	0				155				enemy046	0	0	0	0	0	31	31																																												400		700																						100	\settings\item\npcdroprate.ini
武当护法叶继美	3	6	0				156				enemy047	0	0	0	0	0	33	33					玄一无象npc	20|0.2	玄一无象npc	20|0.2	玄一无象npc	20|0.2	玄一无象npc	20|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	100|0	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3000	100	0.01	0.3	3000			10	10	400	100	400	1	0	100	0	0	0	100	0			100|0	100|0	100|0	100|0	100|0	100	100	100	100	100	1	100	\settings\item\npcdroprate.ini
武当护法徐岱岳	3	6	0				157				enemy048	0	0	0	0	0	27	29																																												400		700																						100	\settings\item\npcdroprate.ini
武当护法周云泉	3	6	0				158				enemy049	0	0	0	0	0	30	31																																												400		700																						100	\settings\item\npcdroprate.ini
武当护法单思南	3	6	0				159				enemy050	0	0	0	0	0	36	40																																												400		700																						100	\settings\item\npcdroprate.ini
武当护法李天目	3	6	0				160				enemy051	0	0	0	0	0	27	28																																												400		700																						100	\settings\item\npcdroprate.ini
武当护法姚石门	3	6	0				161				enemy052	0	0	0	0	0	33	38																																												400		700																						100	\settings\item\npcdroprate.ini
武当侍童清风	3	6	0				162				enemy053	0	0	0	0	0	28	32																																												400		700																						100	\settings\item\npcdroprate.ini
武当侍童明月	3	6	0				163				enemy054	0	0	0	0	0	30	30																																												400		700																						100	\settings\item\npcdroprate.ini
峨嵋掌门	3	6	0				164				enemy055	0	0	0	0	0	32	28																																												400		700																						100	\settings\item\npcdroprate.ini
峨嵋尼姑妙如	3	6	0				165				enemy056	0	0	0	0	0	37	38					不灭不绝npc	20|0.2	不灭不绝npc	20|0.2	不灭不绝npc	20|0.2	不灭不绝npc	20|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	100|0	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3000	100	0.01	0.3	3000			10	10	400	100	400	1	0	100	0	0	0	100	0			100|0	100|0	100|0	100|0	100|0	100	100	100	100	100	1	100	\settings\item\npcdroprate.ini
峨嵋尼姑妙隐	3	6	0				166				enemy057	0	0	0	0	0	31	31																																												400		700																						100	\settings\item\npcdroprate.ini
拜月仙子	3	6	0				167				enemy058	0	0	0	0	0	25	24																																												400		700																						100	\settings\item\npcdroprate.ini
折梅仙子	3	6	0				168				enemy059	0	0	0	0	0	31	31																																												400		700																						100	\settings\item\npcdroprate.ini
横波仙子	3	6	0				169				enemy060	0	0	0	0	0	31	31																																												400		700																						100	\settings\item\npcdroprate.ini
拂云仙子	3	6	0				170				enemy061	0	0	0	0	0	30	32																																												400		700																						100	\settings\item\npcdroprate.ini
映雪仙子	3	6	0				171				enemy062	0	0	0	0	0	28	24																																												400		700																						100	\settings\item\npcdroprate.ini
幽兰仙子	3	6	0				172				enemy063	0	0	0	0	0	24	32																																												400		700																						100	\settings\item\npcdroprate.ini
移光仙子	3	6	0				173				enemy064	0	0	0	0	0	24	26																																												400		700																						100	\settings\item\npcdroprate.ini
昆仑掌门	3	6	0				174				enemy065	0	0	0	0	0	24	49																																												400		700																						100	\settings\item\npcdroprate.ini
昆仑护法青莲子	3	6	0				175				enemy066	0	0	0	0	0	24	24																																												400		700																						100	\settings\item\npcdroprate.ini
昆仑护法玉衡子	3	6	0				176				enemy067	0	0	0	0	0	36	36																																												400		700																						100	\settings\item\npcdroprate.ini
昆仑护法叹息老人	3	6	0				177				enemy068	0	0	0	0	0	24	54																																												400		700																						100	\settings\item\npcdroprate.ini
昆仑护法童夕颜	3	6	0				178				enemy069	0	0	0	0	0	21	36																																												400		700																						100	\settings\item\npcdroprate.ini
昆仑护法朱缺	3	6	0				179				enemy070	0	0	0	0	0	26	31																																												400		700																						100	\settings\item\npcdroprate.ini
丐帮帮主	3	6	0				180				enemy071	0	0	0	0	0	32	50																																												400		700																						100	\settings\item\npcdroprate.ini
传功长老	3	6	0				181				enemy072	0	0	0	0	0	30	35																																												400		700																						100	\settings\item\npcdroprate.ini
执法长老	3	6	0				182				enemy073	0	0	0	0	0	30	46																																												400		700																						100	\settings\item\npcdroprate.ini
掌砵长老	3	6	0				183				enemy074	0	0	0	0	0	19	24																																												400		700																						100	\settings\item\npcdroprate.ini
掌棒长老	3	6	0				184				enemy075	0	0	0	0	0	30	27																																												400		700																						100	\settings\item\npcdroprate.ini
五袋弟子	3	6	0				185				enemy076	0	0	0	0	0	40	40																																												400		700																						100	\settings\item\npcdroprate.ini
唐门掌门	3	6	0				186				enemy077	0	0	0	0	0	26	33																																												400		700																						100	\settings\item\npcdroprate.ini
追魂叟	3	6	0				187				enemy078	0	0	0	0	0	27	27																																												400		700																						100	\settings\item\npcdroprate.ini
焦髯叟	3	6	0				188				enemy079	0	0	0	0	0	30	35																																												400		700																						100	\settings\item\npcdroprate.ini
绝春叟	3	6	0				189				enemy080	0	0	0	0	0	28	44																																												400		700																						100	\settings\item\npcdroprate.ini
白袍叟	3	6	0				190				enemy081	0	0	0	0	0	30	30																																												400		700																						100	\settings\item\npcdroprate.ini
唐一尘	3	6	0				191				enemy082	0	0	0	0	0	35	28																																												400		700																						100	\settings\item\npcdroprate.ini
唐不染	3	6	0				192				enemy083	0	0	0	0	0	32	28																																												400		700																						100	\settings\item\npcdroprate.ini
天王帮主	3	6	0				193				enemy084	0	0	0	0	0	28	36																																												400		700																						100	\settings\item\npcdroprate.ini
天护法	3	6	0				194				enemy085	0	0	0	0	0	35	33																																												400		700																						100	\settings\item\npcdroprate.ini
地护法	3	6	0				195				enemy086	0	0	0	0	0	30	35																																												400		700																						100	\settings\item\npcdroprate.ini
前使	3	6	0				196				enemy087	0	0	0	0	0	30	30																																												400		700																						100	\settings\item\npcdroprate.ini
右使	3	6	0				197				enemy088	0	0	0	0	0	28	28					摩诃无量npc	20|0.2	摩诃无量npc	20|0.2	摩诃无量npc	20|0.2	摩诃无量npc	20|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	100|0	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3000	100	0.01	0.3	3000			10	10	400	100	400	1	0	100	0	0	0	100	0			100|0	100|0	100|0	100|0	100|0	100	100	100	100	100	1	100	\settings\item\npcdroprate.ini
左使	3	6	0				198				enemy089	0	0	0	0	0	30	35																																												400		700																						100	\settings\item\npcdroprate.ini
湖岛醉仙	3	6	0				199				enemy090	0	0	0	0	0	16	19																																												400		700																						100	\settings\item\npcdroprate.ini
五毒教主	3	6	0				200				enemy091	0	0	0	0	0	30	31																																												400		700																						100	\settings\item\npcdroprate.ini
金蛇香主	3	6	0				201				enemy092	0	0	0	0	0	31	31																																												400		700																						100	\settings\item\npcdroprate.ini
赤蝎香主	3	6	0				202				enemy093	0	0	0	0	0	31	35																																												400		700																						100	\settings\item\npcdroprate.ini
墨蛛香主	3	6	0				203				enemy094	0	0	0	0	0	30	30																																												400		700																						100	\settings\item\npcdroprate.ini
银蟾香主	3	6	0				204				enemy095	0	0	0	0	0	24	30																																												400		700																						100	\settings\item\npcdroprate.ini
青蜈香主	3	6	0				205				enemy096	0	0	0	0	0	31	30																																												400		700																						100	\settings\item\npcdroprate.ini
毒仙子	3	6	0				206				enemy097	0	0	0	0	0	28	24																																												400		700																						100	\settings\item\npcdroprate.ini
翠烟掌门	3	6	0				207				enemy098	0	0	0	0	0	28	30																																												400		700																						100	\settings\item\npcdroprate.ini
海棠使者	3	6	0				208				enemy099	0	0	0	0	0	19	24																																												400		700																						100	\settings\item\npcdroprate.ini
水仙使者	3	6	0				209				enemy100	0	0	0	0	0	24	29																																												400		700																						100	\settings\item\npcdroprate.ini
蔷薇使者	3	6	0				210				enemy101	0	0	0	0	0	30	30																																												400		700																						100	\settings\item\npcdroprate.ini
梨花使者	3	6	0				211				enemy102	0	0	0	0	0	19	28																																												400		700																						100	\settings\item\npcdroprate.ini
天忍教主	3	6	0				212				enemy103	0	0	0	0	0	30	30																																												400		700																						100	\settings\item\npcdroprate.ini
左护法	3	6	0				213				enemy104	0	0	0	0	0	30	31																																												400		700																						100	\settings\item\npcdroprate.ini
右护法	3	6	0				214				enemy105	0	0	0	0	0	30	36					弹指烈焰npc	20|0.1	弹指烈焰npc	20|0.1	弹指烈焰npc	20|0.1	弹指烈焰npc	20|0.1		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	100|0	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3000	100	0.01	0.3	3000			25	25	400	100	400	1	0	100	0	0	0	100	0			100|0	100|0	100|0	100|0	100|0	100	100	100	100	100	1	100	\settings\item\npcdroprate.ini
风堂堂主	3	6	0				215				enemy106	0	0	0	0	0	29	30																																												400		700																						100	\settings\item\npcdroprate.ini
火堂堂主	3	6	0				216				enemy107	0	0	0	0	0	32	32																																												400		700																						100	\settings\item\npcdroprate.ini
雷堂堂主	3	6	0				217				enemy108	0	0	0	0	0	28	34																																												400		700																						100	\settings\item\npcdroprate.ini
日、月坛坛主	3	6	0				218				enemy109	0	0	0	0	0	28	28																																												400		700																						100	\settings\item\npcdroprate.ini
星坛坛主	3	6	0				219				enemy110	0	0	0	0	0	30	40																																												400		700																						100	\settings\item\npcdroprate.ini
独孤剑	3	6	0				220				enemy111	0	0	0	0	0	22	30																																												400		700																						100	\settings\item\npcdroprate.ini
张琳心	3	6	0				221				enemy112	0	0	0	0	0	36	33																																												400		700																						100	\settings\item\npcdroprate.ini
西北山贼首领	0	5	0	3			230				enemy121	0	0	0	0	0	30	40	30	10	15	13	短兵物理攻击	1|0.2	天王战意	1|0.2	短兵物理攻击	1|0.2	短兵物理攻击	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	3	60	30	80	70	60	0	0	0	20	0|0	0|0.5	0|0.5	0|0.95	0|0.5	60	75	75	90	75	1440	100	\settings\item\npcdroprate.ini
西南山贼首领	0	5	1	3			231				enemy122	0	0	0	0	0	35	35	27	12	18	12	治疗术	1|0.2	霹雳弹npc	1|0.2	短兵物理攻击	1|0.2	短兵物理攻击	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	5	5	25	25	400	50	700	2	50	40	60	40	60	0	0	10	0	0|0.5	0|0.5	0|0.95	0|0.5	0|0	75	75	90	75	60	1440	100	\settings\item\npcdroprate.ini
江南山贼首领	0	5	2	3			232				enemy123	0	0	0	0	0	30	30	30	12	16	12	短兵物理攻击	1|0.2	霹雳弹npc	1|0.2	短兵物理攻击	1|0.2	短兵物理攻击	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	3	60	30	80	70	60	0	0	0	20	0|0.95	0|0.5	0|0	0|0.5	0|0.5	90	75	60	75	75	1440	100	\settings\item\npcdroprate.ini
东北山贼首领	0	5	3	3			233				enemy124	0	0	0	0	0	30	30	36	9	18	13	治疗术	1|0.2	残阳如血npc	1|0.2	短兵物理攻击	1|0.2	短兵物理攻击	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	2	50	40	60	40	60	0	0	0	10	0|0.5	0|0	0|0.5	0|0.5	0|0.95	75	60	75	75	90	1440	100	\settings\item\npcdroprate.ini
华北山贼首领	0	5	4	3			234				enemy125	0	0	0	0	0	30	30	33	12	18	13	治疗术	1|0.2	残阳如血npc	1|0.2	短兵物理攻击	1|0.2	短兵物理攻击	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	8	8	25	25	400	50	700	2	40	40	60	40	60	0	0	10	0	0|0.5	0|0.95	0|0.5	0|0	0|0.5	75	90	75	60	75	1440	100	\settings\item\npcdroprate.ini
南部山贼首领	0	5	0	3			235				enemy126	0	0	0	0	0	36	27	36	10	19	13	治疗术	1|0.2	飘雪穿云npc	1|0.2	短兵物理攻击	1|0.2	短兵物理攻击	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	5	5	25	25	400	50	700	2	60	40	60	40	60	0	0	10	0	0|0	0|0.5	0|0.5	0|0.95	0|0.5	60	75	75	90	75	1440	100	\settings\item\npcdroprate.ini
中原山贼首领	0	5	1	3			236				enemy127	0	0	0	0	0	36	36	42	13	18	14	治疗术	1|0.2	怒雷指npc	1|0.2	短兵物理攻击	1|0.2	短兵物理攻击	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	2	60	40	60	40	60	0	0	0	10	0|0.5	0|0.5	0|0.95	0|0.5	0|0	75	75	90	75	60	1440	100	\settings\item\npcdroprate.ini
山贼首领1	0	5	2	3			237				enemy128	0	0	0	0	0	35	36	32	12	14	13	治疗术	1|0.2	追心箭npc	1|0.2	短兵物理攻击	1|0.2	短兵物理攻击	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	2	40	40	60	40	60	0	0	10	0	0|0.95	0|0.5	0|0	0|0.5	0|0.5	90	75	60	75	75	1440	100	\settings\item\npcdroprate.ini
山贼首领2	0	5	3	3			238				enemy129	0	0	0	0	0	36	40	31	11	18	13	治疗术	1|0.2	追心箭npc	1|0.2	短兵物理攻击	1|0.2	短兵物理攻击	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	2	50	40	60	40	60	0	0	10	0	0|0.5	0|0	0|0.5	0|0.5	0|0.95	75	60	75	75	90	1440	100	\settings\item\npcdroprate.ini
西北山贼1	0	5	4	2			239				enemy130	0	0	0	0	0	27	30	33	12	15	13	短兵物理攻击	1|0	残阳如血npc	1|0.2	短兵物理攻击	1|0.2	短兵物理攻击	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	1	80	60	20	0	0	10	0	0	0	0|0.5	0|0.95	0|0.5	0|0	0|0.5	75	90	75	60	75	1440	100	\settings\item\npcdroprate.ini
西北山贼2	0	5	0	2			240				enemy131	0	0	0	0	0	35	35	24	10	18	14	短兵物理攻击	1|0	短兵物理攻击	1|0.2	短兵物理攻击	1|0.2	短兵物理攻击	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	3	60	30	80	70	60	0	0	0	20	0|0	0|0.5	0|0.5	0|0.95	0|0.5	60	75	75	90	75	1440	100	\settings\item\npcdroprate.ini
西南山贼1	0	5	1	2			241				enemy132	0	0	0	0	0	35	33	28	11	16	14	治疗术	1|0	毒砂掌npc	1|0.2	短兵物理攻击	1|0.2	短兵物理攻击	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	2	50	20	60	40	60	0	0	10	0	0|0.5	0|0.5	0|0.95	0|0.5	0|0	75	75	90	75	60	1440	100	\settings\item\npcdroprate.ini
