SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	StatePriority	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	ClientSend	SkillCostType	CostValue	TimePerCast	TimePerCastOnHorse	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetOther	TargetObj	TargetNoNpc	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	IsExpSkill	Series	ShowAddition	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	LvlSetting11	LvlData11	LvlSetting12	LvlData12	LvlSetting13	LvlData13	LvlSetting14	LvlData14	LvlSetting15	LvlData15	LvlSetting16	LvlData16	LvlSetting17	LvlData17	LvlSetting18	LvlData18	LvlSetting19	LvlData19	LvlSetting20	LvlData20	LevelUpScript	SkillDesc
Phù Vân Tán Tuyết	Công kích nội công 	113	602	0	\spr\Ui\技能图标\icon_sk_cy_42.spr	\spr\skill\ảởỏề\mag_em_13_ấâÄĐãă.spr		\sound\skill\sound_k010.wav	0	0	0	0	0	400	0	0	0	2	6	12	-1	1	1	11	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	1	0	0	0		0					0	0	0	2	1	\script\skill\cuiyan.lua	colddamage_v	fuyun_sanxue	addskilldamage1	fuyun_sanxue	skill_attackradius	fuyun_sanxue	skill_cost_v	fuyun_sanxue	seriesdamage_p	fuyun_sanxue	addskilldamage2	fuyun_sanxue	addskilldamage3	fuyun_sanxue		fuyun_sanxue		fuyun_sanxue		fuyun_sanxue		fuyun_sanxue		fuyun_sanxue		fuyun_sanxue		fuyun_sanxue		fuyun_sanxue		fuyun_sanxue		fuyun_sanxue		fuyun_sanxue		fuyun_sanxue		fuyun_sanxue		"""Thúy Yên trung cấp chiêu thức, Băng sát cực kỳ lợi hại."""
Băng Cốt Tuyết Tâm	Chủ động hỗ trợ công kích	114	9999	3	\spr\Ui\技能图标\icon_sk_cy_43.spr				0	0	0	3	0	0	0	0	0	2	7	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\cuiyan.lua	addcoldmagic_v	binggu_xuexin	addcolddamage_v	binggu_xuexin	deadlystrikeenhance_p	binggu_xuexin	coldenhance_p	binggu_xuexin	addphysicsmagic_v	binggu_xuexin	lifemax_yan_p	binggu_xuexin	fasthitrecover_yan_v	binggu_xuexin		binggu_xuexin		binggu_xuexin		binggu_xuexin		binggu_xuexin		binggu_xuexin		binggu_xuexin		binggu_xuexin		binggu_xuexin		binggu_xuexin		binggu_xuexin		binggu_xuexin		binggu_xuexin		binggu_xuexin		"""Nội công chí cao, dùng băng baovây khiến đối phương không thể xoay sở."""
Cái Bang Bổng pháp	Hỗ trợ bị động	115	703	3	\spr\Ui\技能图标\icon_sk_gb_gf.spr				0	0	0	3	0	0	0	0	0	4	7	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	2	0	0	0	0		0					0	0	0	-1	1	\script\skill\gaibang.lua	addphysicsdamage_p	gaibang_bangfa	deadlystrikeenhance_p	gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		Tăng hiệu quả sử dụng đao.
Cái Bang Chưởng Pháp	Hỗ trợ bị động	116	704	3	\spr\Ui\技能图标\icon_sk_gb_aq.spr				0	0	0	3	0	0	0	0	0	4	7	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\gaibang.lua	addfiremagic_v	gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		Tăng hiệu quả công kích tay không.
Đầu Thạch Vấn Lộ 	Công kích nội công 	117		0	\spr\Ui\技能图标\icon_sk_gb_01.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	0	280	0	0	0	4	1	44	-1	1	1	11	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\gaibang.lua	physicsdamage_v		firedamage_v		skill_cost_v																																					"""Võ công nhập môn, chỉ dùng để thăm dò hư thực của đối phương."""
Cô Mộc Độn Lôi 	Hỗ trợ phòng ngự - chủ động	118		0	\spr\Ui\技能图标\icon_sk_gb_02.spr	\spr\skill\èỡẩè\mag_tr_16_ấâÄĐãă.spr			0	0	0	2	0	400	0	0	0	4	6	49	-1	1	1	11	0	0	5	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\gaibang.lua	lightingres_p		skill_cost_v																																							"""Cái Bang tuyệt kỹ, tăng khả năng phòng Lôi."""
Diên Môn Thác Bát	Công kích ngoại công  	119	701	0	\spr\Ui\技能图标\icon_sk_gb_11.spr		\sound\skill\sound_k002.wav	\sound\skill\sound_k007.wav	0	0	0	0	0	240	0	0	0	4	1	45	-1	1	1	11	0	0	5	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	2	0	0	0	0		0					0	0	0	3	1	\script\skill\gaibang.lua	physicsenhance_p	yanmen_tuobo	firedamage_v	yanmen_tuobo	addskilldamage1	yanmen_tuobo	missle_speed_v	yanmen_tuobo	skill_attackradiu	yanmen_tuobo	skill_cost_v	yanmen_tuobo	seriesdamage_p	yanmen_tuobo	addskilldamage2	yanmen_tuobo	addskilldamage3	yanmen_tuobo		yanmen_tuobo		yanmen_tuobo		yanmen_tuobo		yanmen_tuobo		yanmen_tuobo		yanmen_tuobo		yanmen_tuobo		yanmen_tuobo		yanmen_tuobo		yanmen_tuobo		yanmen_tuobo		"""Bổng pháp nhập môn, công kích đối phương đơn lẻ."""
Bôn Lưu Đáo Hải	Hỗ trợ phòng ngự - chủ động	120		0	\spr\Ui\技能图标\icon_sk_gb_12.spr	\spr\skill\èỡẩè\mag_tr_16_ấâÄĐãă.spr			0	0	0	2	0	400	0	0	0	4	6	50	-1	1	1	11	0	0	5	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\gaibang.lua	fireres_p		skill_cost_v																																							"""Cái Bang tuyệt kỹ, tăng khả năng phòng hỏa."""
Diệu Thủ Không Không		121		2	\spr\Ui\技能图标\icon_sk_gb_13.spr	\spr\skill\èỡẩè\mag_tr_16_ấâÄĐãă.spr			0	0	0	2	0	180	0	0	0	4	6	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\gaibang.lua	skill_cost_v																																									Có thể lấy trộm vật phẩm trong người đối phương.
Kiến Nhân Thần Thủ 	Công kích nội công 	122	702	0	\spr\Ui\技能图标\icon_sk_gb_21.spr	\spr\skill\èỡẩè\mag_tr_16_ấâÄĐãă.spr	\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	0	0	0	300	0	0	0	4	1	46	-1	1	1	11	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	1	0	0	0		0					0	0	0	3	1	\script\skill\gaibang.lua	firedamage_v	jianren_shenshou	addskilldamage1	jianren_shenshou	missle_speed_v	jianren_shenshou	skill_attackradius	jianren_shenshou	skill_cost_v	jianren_shenshou	seriesdamage_p	jianren_shenshou	addskilldamage2	jianren_shenshou	addskilldamage3	jianren_shenshou	addskilldamage4	jianren_shenshou		jianren_shenshou		jianren_shenshou		jianren_shenshou		jianren_shenshou		jianren_shenshou		jianren_shenshou		jianren_shenshou		jianren_shenshou		jianren_shenshou		jianren_shenshou		jianren_shenshou		"""Chưởng Pháp nhập môn, sát thương đối thủ đơn lẻ."""
Khuê Mộc Tinh Chiếu	Hỗ trợ phòng ngự - chủ động	123		0	\spr\Ui\技能图标\icon_sk_gb_22.spr	\spr\skill\èỡẩè\mag_tr_16_ấâÄĐãă.spr			0	0	0	2	0	400	0	0	0	4	6	51	-1	1	1	11	0	0	5	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\gaibang.lua	poisonres_p		skill_cost_v																																							"""Cái Bang tuyệt kỹ, tăng khả năng phòng độc."""
Đả Cẩu bổng	Vòng tròn  hỗ trợ công kích	124	703	3	\spr\Ui\技能图标\icon_sk_gb_23.spr				0	0	0	3	0	0	0	0	0	4	7	0	-1	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\gaibang.lua	addphysicsdamage_p	dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		"""Cái Bang tuyệt kỹ, tăng hiệu quả công kích Bổng pháp"""
Bổng Đả ác Cẩu	Công kích ngoại công  	125	701	0	\spr\Ui\技能图标\icon_sk_gb_31.spr	\spr\skill\èỡẩè\mag_tr_16_ấâÄĐãă.spr	\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	0	0	0	72	0	0	5	4	3	47	-1	16	1	11	0	0	5	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	2	1	0	0	0		0					0	0	0	3	1	\script\skill\gaibang.lua	physicsenhance_p	bangda_egou	firedamage_v	bangda_egou	addskilldamage1	bangda_egou	missle_speed_v	bangda_egou	skill_attackradius	bangda_egou	skill_cost_v	bangda_egou	seriesdamage_p	bangda_egou	addskilldamage2	bangda_egou		bangda_egou		bangda_egou		bangda_egou		bangda_egou		bangda_egou		bangda_egou		bangda_egou		bangda_egou		bangda_egou		bangda_egou		bangda_egou		bangda_egou		"""Oao cấp chiêu thức, biến hóa khôn lường."""
Kim Ô ánh Tuyết	Hỗ trợ phòng ngự - chủ động	126		0	\spr\Ui\技能图标\icon_sk_gb_32.spr	\spr\skill\èỡẩè\mag_tr_16_ấâÄĐãă.spr			0	0	0	2	0	400	0	0	0	4	6	52	-1	1	1	11	0	0	5	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\gaibang.lua	coldres_p		skill_cost_v																																							"""Cái Bang tuyệt kỹ, tăng khả năng phòng băng."""
Hoạt Bất Lưu Thủ 11	Chủ động hỗ trợ chiến đấu	127		0	\spr\Ui\技能图标\icon_sk_gb_33.spr	\spr\skill\èỡẩè\mag_tr_16_ấâÄĐãă.spr			0	0	0	2	0	0	0	0	0	4	6	0	-1	0	0	11	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\gaibang.lua	fastwalkrun_p	huabu_liushou	skill_cost_v	huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		"""Cái Bang tuyệt kỹ, tự tăng tốc độ di chuyển"""
Kháng Long Hữu Hối	Công kích nội công 	128	702	0	\spr\Ui\技能图标\icon_sk_gb_41.spr	\spr\skill\èỡẩè\mag_bz_huo3_±ơếăéĐạỷ.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	400	0	0	0	4	2	48	-1	8	1	11	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	1	0	0	3		1					0	0	0	3	1	\script\skill\gaibang.lua	firedamage_v	kanglong_youhui	addskilldamage1	kanglong_youhui	missle_speed_v	kanglong_youhui	skill_attackradius	kanglong_youhui	skill_cost_v	kanglong_youhui	seriesdamage_p	kanglong_youhui	skill_param1_v	kanglong_youhui	skill_misslenum_v	kanglong_youhui	addskilldamage2	kanglong_youhui	addskilldamage3	kanglong_youhui		kanglong_youhui		kanglong_youhui		kanglong_youhui		kanglong_youhui		kanglong_youhui		kanglong_youhui		kanglong_youhui		kanglong_youhui		kanglong_youhui		kanglong_youhui		"""Chiêu thức cao cấp, Cái Bang bang chủ nhờ nó mà vang danh thiên hạ."""
Hóa Hiểm Vi Di	Hỗ trợ phòng ngự - chủ động	129	700	3	\spr\Ui\技能图标\icon_sk_gb_42.spr	\spr\skill\èỡẩè\mag_tr_16_ấâÄĐãă.spr			0	0	0	3	0	400	0	0	0	4	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\gaibang.lua	meleedamagereturn_p	huaxian_weiyi	adddefense_v	huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		"""Cái Bang tuyệt kỹ, tăng khả năng di chuyển chiến đấu."""
Túy Điệp Cuồng Vũ 	Hỗ trợ phòng ngự - chủ động	130	9999	2	\spr\Ui\技能图标\icon_sk_gb_43.spr	\spr\skill\èỡẩè\mag_tr_16_ấâÄĐãă.spr			43	3	0	2	0	0	0	0	0	4	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\gaibang.lua	allres_p	zuidie_kuangwu	addfiremagic_v	zuidie_kuangwu	addfiredamage_v	zuidie_kuangwu	deadlystrikeenhance_p	zuidie_kuangwu	lifemax_yan_p	zuidie_kuangwu	skill_cost_v	zuidie_kuangwu		zuidie_kuangwu		zuidie_kuangwu		zuidie_kuangwu		zuidie_kuangwu		zuidie_kuangwu		zuidie_kuangwu		zuidie_kuangwu		zuidie_kuangwu		zuidie_kuangwu		zuidie_kuangwu		zuidie_kuangwu		zuidie_kuangwu		zuidie_kuangwu		zuidie_kuangwu		"""Cái Bang mật kỹ, có thể tăng tất cả kháng tính."""
Thiên Nhẫn  Đao pháp	Hỗ trợ bị động	131	805	3	\spr\Ui\技能图标\icon_sk_tr_df.spr				0	0	0	3	0	0	0	0	0	4	7	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tianren.lua	addfiremagic_v	tianren_daofa		tianren_daofa		tianren_daofa		tianren_daofa		tianren_daofa		tianren_daofa		tianren_daofa		tianren_daofa		tianren_daofa		tianren_daofa		tianren_daofa		tianren_daofa		tianren_daofa		tianren_daofa		tianren_daofa		tianren_daofa		tianren_daofa		tianren_daofa		tianren_daofa		tianren_daofa		Tăng hiệu quả sử dụng đao.
Thiên Nhẫn  Mâu pháp	Hỗ trợ bị động	132	804	3	\spr\Ui\技能图标\icon_sk_tr_mf.spr				0	0	0	3	0	0	0	0	0	4	7	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	3	0	0	0	0		0					0	0	0	-1	1	\script\skill\tianren.lua	addphysicsdamage_p	tianren_maofa	attackratingenhance_p	tianren_maofa	deadlystrikeenhance_p	tianren_maofa		tianren_maofa		tianren_maofa		tianren_maofa		tianren_maofa		tianren_maofa		tianren_maofa		tianren_maofa		tianren_maofa		tianren_maofa		tianren_maofa		tianren_maofa		tianren_maofa		tianren_maofa		tianren_maofa		tianren_maofa		tianren_maofa		tianren_maofa		Tăng hiệu quả sử dụng Kích.
Thiên Nhẫn  phủ pháp (##) 	Hỗ trợ bị động	133		3	\spr\Ui\技能图标\àảãă.spr				0	0	0	3	0	0	0	0	0	4	7	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tianren.lua																																										Tăng hiệu quả sử dụng đao.
Thiên Nhẫn  Chùy pháp 	Hỗ trợ bị động	134		3	\spr\Ui\技能图标\ậô´áèìÂã.spr				0	0	0	3	0	0	0	0	0	4	7	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tianren.lua	addphysicsdamage_p		attackratingenhance_p		deadlystrikeenhance_p																																					
Tàn Dương Như Huyết	Công kích nội công 	135	801	0	\spr\Ui\技能图标\icon_sk_tr_01.spr		\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	0	0	0	0	0	270	0	0	0	4	1	54	-1	1	1	11	0	0	5	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	3	0	0	0	0		0					0	0	0	3	1	\script\skill\tianren.lua	physicsenhance_p	canyang_ruxue	firedamage_v	canyang_ruxue	addskilldamage1	canyang_ruxue	missle_speed_v	canyang_ruxue	skill_attackradius	canyang_ruxue	skill_cost_v	canyang_ruxue	seriesdamage_p	canyang_ruxue	addskilldamage2	canyang_ruxue	addskilldamage3	canyang_ruxue		canyang_ruxue		canyang_ruxue		canyang_ruxue		canyang_ruxue		canyang_ruxue		canyang_ruxue		canyang_ruxue		canyang_ruxue		canyang_ruxue		canyang_ruxue		canyang_ruxue		"""Võ công nhập môn, sát thương cùng lúc nhiều đối thủ."""
Hỏa Liên Phần Hoa	Chủ động hỗ trợ chiến đấu	136	803	0	\spr\Ui\技能图标\icon_sk_tr_02.spr	\spr\skill\èỡẩè\mag_tr_16_ấâÄĐãă.spr	\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	22	3	0	2	0	440	0	0	0	4	6	20	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tianren.lua	meleedamagereturn_p	huolian_fenhua	skill_cost_v	huolian_fenhua		huolian_fenhua		huolian_fenhua		huolian_fenhua		huolian_fenhua		huolian_fenhua		huolian_fenhua		huolian_fenhua		huolian_fenhua		huolian_fenhua		huolian_fenhua		huolian_fenhua		huolian_fenhua		huolian_fenhua		huolian_fenhua		huolian_fenhua		huolian_fenhua		huolian_fenhua		huolian_fenhua		"""Thiên Nhẫn  tuyệt kỹ, làm giảm khả năng phản đòn của đối phương """
ảo ảnh Phi Hồ 	Hỗ trợ phòng ngự - chủ động	137	803	0	\spr\Ui\技能图标\icon_sk_tr_03.spr	\spr\skill\èỡẩè\mag_tr_16_ấâÄĐãă.spr	\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	26	3	0	2	0	440	0	0	0	4	6	20	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tianren.lua	attackratingenhance_p	huanying_feihu	skill_cost_v	huanying_feihu		huanying_feihu		huanying_feihu		huanying_feihu		huanying_feihu		huanying_feihu		huanying_feihu		huanying_feihu		huanying_feihu		huanying_feihu		huanying_feihu		huanying_feihu		huanying_feihu		huanying_feihu		huanying_feihu		huanying_feihu		huanying_feihu		huanying_feihu		huanying_feihu		"""Thiên Nhẫn  dị thuật, làm giảm khả năng chiến đấu của đối phưong"""
Thôi sơn  Điền Hải	Công kích nội công 	138	802	0	\spr\Ui\技能图标\icon_sk_tr_07.spr	\spr\skill\èỡẩè\mag_tr_16_ấâÄĐãă.spr	\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	0	0	0	0	0	400	0	5	5	4	0	55	-1	10	1	11	0	0	10	0	0	0	40	40	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	1	10	0	64		0					0	0	0	3	1	\script\skill\tianren.lua	firedamage_v	tuishan_tianhai	addskilldamage1	tuishan_tianhai	skill_cost_v	tuishan_tianhai	seriesdamage_p	tuishan_tianhai	addskilldamage2	tuishan_tianhai		tuishan_tianhai		tuishan_tianhai		tuishan_tianhai		tuishan_tianhai		tuishan_tianhai		tuishan_tianhai		tuishan_tianhai		tuishan_tianhai		tuishan_tianhai		tuishan_tianhai		tuishan_tianhai		tuishan_tianhai		tuishan_tianhai		tuishan_tianhai		tuishan_tianhai		"""Thiên Nhẫn  trung cấp chiêu thức, tăng hiệu quả Hoả sát """
Hỗn Thủy Mạc Ngư 	Công kích ngoại công  	139		0	\spr\Ui\技能图标\icon_sk_tr_12.spr	\spr\skill\èỡẩè\mag_tr_09_ẵốÁƯ´ũÁƯ.spr	\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	0	60	0	0	0	4	1	70	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tianren.lua	physicsenhance_p		stealstamina_p		skill_cost_v																																					"""Mật truyền kỳ công, hút thể lực của đối phương về mình."""
Phi Hồng Vô Tích 	Chủ động hỗ trợ công kích	140	803	0	\spr\Ui\技能图标\icon_sk_tr_13.spr	\spr\skill\èỡẩè\mag_tr_16_ấâÄĐãă.spr	\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	27	3	0	2	0	440	0	0	0	4	6	20	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tianren.lua	adddefense_v	feihong_wuji	skill_cost_v	feihong_wuji		feihong_wuji		feihong_wuji		feihong_wuji		feihong_wuji		feihong_wuji		feihong_wuji		feihong_wuji		feihong_wuji		feihong_wuji		feihong_wuji		feihong_wuji		feihong_wuji		feihong_wuji		feihong_wuji		feihong_wuji		feihong_wuji		feihong_wuji		feihong_wuji		"""Thiên Nhẫn  dị thuật, làm giảm khả năng phòng ngự của đối phương."""
Liệt Hỏa Tình Thiên 	Công kích nội công 	141	801	0	\spr\Ui\技能图标\icon_sk_tr_21.spr	\spr\skill\èỡẩè\mag_tr_16_ấâÄĐãă.spr	\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	0	0	0	0	0	72	0	1	5	4	3	56	-1	16	1	11	0	0	5	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	3	0	0	0	0		0					0	0	0	3	1	\script\skill\tianren.lua	seriesdamage_p	liehuo_qingtian	firedamage_v	liehuo_qingtian	addskilldamage1	liehuo_qingtian	missle_speed_v	liehuo_qingtian	skill_attackradius	liehuo_qingtian	skill_cost_v	liehuo_qingtian	physicsenhance_p	liehuo_qingtian	addskilldamage2	liehuo_qingtian		liehuo_qingtian		liehuo_qingtian		liehuo_qingtian		liehuo_qingtian		liehuo_qingtian		liehuo_qingtian		liehuo_qingtian		liehuo_qingtian		liehuo_qingtian		liehuo_qingtian		liehuo_qingtian		liehuo_qingtian		"""Thiên Nhẫn  trung cấp chiêu thức, sát thương trên diện rộng."""
Thâu Thiên Hoán Nhật	Công kích ngoại công  	142	801	0	\spr\Ui\技能图标\icon_sk_tr_22.spr	\spr\skill\èỡẩè\mag_tr_09_Íàèỡằằẩế.spr	\sound\skill\sound_k002.wav	\sound\skill\sound_k007.wav	0	0	0	0	0	60	0	0	0	4	1	69	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	60	20	3	0	100	0	0		0					0	0	0	3	1	\script\skill\tianren.lua	physicsenhance_p	toutian_huanri	firedamage_v	toutian_huanri	addskilldamage1	toutian_huanri	steallife_p	toutian_huanri	stealmana_p	toutian_huanri	missle_speed_v	toutian_huanri	skill_attackradius	toutian_huanri	skill_cost_v	toutian_huanri	missle_lifetime_v	toutian_huanri	seriesdamage_p	toutian_huanri	deadlystrike_p	toutian_huanri	addskilldamage2	toutian_huanri		toutian_huanri		toutian_huanri		toutian_huanri		toutian_huanri		toutian_huanri		toutian_huanri		toutian_huanri		toutian_huanri		"""Mật truyền kỳ công, hút sinh lực đối phương về mình."""
Lịch Ma Đoạt Hồn	Hỗ trợ phòng ngự - chủ động	143	803	0	\spr\Ui\技能图标\icon_sk_tr_23.spr	\spr\skill\èỡẩè\mag_tr_16_ấâÄĐãă.spr			28	3	0	2	0	440	0	0	0	4	6	20	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tianren.lua	addphysicsdamage_p	limo_duopo	skill_cost_v	limo_duopo		limo_duopo		limo_duopo		limo_duopo		limo_duopo		limo_duopo		limo_duopo		limo_duopo		limo_duopo		limo_duopo		limo_duopo		limo_duopo		limo_duopo		limo_duopo		limo_duopo		limo_duopo		limo_duopo		limo_duopo		limo_duopo		"""Thiên Nhẫn  dị thuật, làm giảm khả năng chiến đấu của đối phương."""
