MAP_ID	GAMESVR_SET_1	GAMESVR_SET_2	GAMESVR_SET_3	GAMESVR_SET_4	GAMESVR_SET_5	GAMESVR_SET_6	GAMESVR_SET_7	GAMESVR_SET_8	GAMESVR_SET_9	GAMESVR_SET_10	GAMESVR_SET_11	GAMESVR_SET_12	GAMESVR_SET_13	GAMESVR_SET_14	GAMESVR_SET_15	GAMESVR_SET_16	备注
564	1		1	1	1	6	6	6									新秀联赛准备场（5）
565	1		2	2	4	4	7	8									新秀联赛准备场（6）
566	1		2	2	4	4	7	8									新秀联赛准备场（7）
567	1		2	2	4	4	7	8									新秀联赛准备场（8）
568	1		2	2	4	4	7	8									新秀联赛准备场（9）
569	1		2	2	4	4	7	8									新秀联赛准备场（10）
570	1		3	3	2	2	2	2									联赛准备场（1）
571	1		3	3	2	2	2	2									联赛准备场（2）
572	1		3	3	2	2	2	2									联赛准备场（3??
573	1		3	3	2	2	2	2									联赛准备场（4）
574	1		3	3	2	2	2	2									联赛准备场（5）
575	1		1	4	3	3	3	3									联赛准备场（6）
576	1		1	4	3	3	3	3									联赛准备场（7）
577	1		1	4	3	3	3	3									联赛准备场（8）
578	1		1	4	3	3	3	3									联赛准备场（9）
579	1		1	4	3	3	3	3									联赛准备场（10）
580	1		2	2	3	3	3	3									宋方战场
581	1		1	1	2	2	2	2									金方战场
582	1		2	2	3	3	3	3									圣诞谷准备场
583	1		2	2	3	3	3	3									圣诞谷
584	1		3	3	4	6	6	6									春节活动准备场
585	1		3	3	4	6	6	6									春节活动地图
586	1		1	1	1	1	1	1									公共帮会地图一
587	1		1	1	1	1	1	1									山城帮会地图
588	1		2	2	2	2	2	4									苗疆帮会地图
589	1		2	2	3	3	3	5									沙漠帮会地图
590	1		3	3	4	4	4	5									京师帮会地图
591	1		3	3	5	5	5	6									边塞帮会地图
593	1		1	4	4	6	6	7									江南帮会地图
594	1		1	4	5	5	7	7									雪岭帮会地图
595	1		2	2	2	2	2	4									公共帮会地图二
596	1		3	3	3	3	3	5									公共帮会地图三
597	1		1	4	4	4	4	6									公共帮会地图四
605	1		2	2	2	2	2	2									密林战场
606	1		3	3	3	3	3	3									密林战场
607	1		1	4	4	4	4	4									密林战场
608	1		2	2	2	2	2	2									武林第一帮准备场
609	1		2	2	2	2	2	2									武林第一帮准备场
610	1		3	3	3	3	3	3									武林第一帮准备场
611	1		3	3	3	3	3	3									武林第一帮准备场
612	1		1	4	4	4	4	4									武林第一帮准备场
613	1		1	4	4	4	4	4									武林第一帮准备场
821	1		3	3	4	4	4	8									帮会招募弟子准备场
822	1		3	3	4	4	4	8									帮会招募弟子地图
823	1		1	4	5	5	5	8									帮会打年兽准备场
824	1		1	4	5	5	5	8									帮会打年兽地图
825	1		2	2	3	3	3	3									端午节活动准备场
826	1		2	2	3	3	3	3									端午节活动地图
827	1		1	4	5	5	5	8									收集帮会物资准备场
828	1		1	4	5	5	5	8									收集帮会物资地图
829	1		1	1	1	1	1	1									长歌门禁地(成都)
834	1		3	4	5	5	7	8									长歌门禁地(临安)
841	1		3	3	4	6	6	6									帮会精英擂台一
842	1		3	3	4	6	6	6									帮会精英擂台二
843	1		3	3	4	6	6	6									帮会精英擂台三
844	1		3	3	4	6	6	6									帮会精英擂台四
845	1		3	3	4	6	6	6									帮会精英擂?ㄎ?
846	1		3	3	4	6	6	6									帮会精英擂台六
847	1		3	3	4	6	6	6									帮会精英擂台七
848	1		3	3	4	6	6	6									帮会精英擂台八
849	1		1	1	2	2	2	2									端午节活动准备场
850	1		1	1	2	2	2	2									端午节活动
851	1		3	3	4	6	6	6									炎帝宝藏准备场
853	1		3	3	4	6	6	6									炎帝宝藏(一)
854	1		3	3	4	6	6	6									炎帝宝藏(二)
855	1		3	3	4	6	6	6									炎帝宝藏(三)
856	1		3	3	4	6	6	6									炎帝宝藏(四)
857	1		3	3	4	6	6	6									炎帝宝藏(五)
872	1		3	3	4	6	6	6									汴京清音
871	1		3	4	5	5	7	8									临安清音
874	1		3	3	4	6	6	6									汴京安期
873	1		3	4	5	5	7	8									临安安期
863	1		3	3	5	5	5	5									赛跑
882	1		3	3	5	5	5	5									赛跑准备场
868	1		2	4	1	1	7	7									荒漠战场（初）
869	1		1	1	3	3	3	3									荒漠战场（中）
870	1		3	3	2	2	2	2									荒漠战场（高）
876	1		2	4	1	1	7	7									古城战场（初）
877	1		1	1	3	3	3	3									古城战场（中）
878	1		3	3	2	2	2	2									古城战场（高）
886	1		2	4	1	1	7	7									荒石岭冲突战（初）
887	1		1	1	3	3	3	3									荒石岭冲突战（中）
888	1		3	3	2	2	2	2									荒石岭冲突战（高）
889	1		2	4	1	1	7	7									玉林阻击战（初）
890	1		1	1	3	3	3	3									玉林阻击战（中）
891	1		3	3	2	2	2	2									玉林阻击战（高）
892	1		2	2	3	3	3	3									梵岛秘境
893	1		3	3	4	6	6	6									挖宝活动
894	1		1	1	2	2	2	2									挖宝活动
895	1		3	4	5	5	7	8									当boss斗牛活动
896	1		3	4	5	5	7	8									乱战九州谷
897	1		3	3	5	6	6	6		6							名人堂
898	1		3	3	2	2	2	2									国战宋金界桥战场
899	1		3	3	2	2	2	2									国战宋金密林战场
900	1		3	3	2	2	2	2									国战宋金黄沙林战场
901	1		3	4	5	5	7	8									七夕活动
926	1		3	4	5	5	7	8									端午节活动地图
933	1		1	1	1	1	1	1		1							攻城战成都战场
927	1		3	3	4	6	6	6		6							攻城战汴京战场
928	1		1	1	2	2	2	2		2							攻城战大理战场
929	1		3	3	5	5	5	5		5							攻城战凤翔战场
930	1		3	4	5	5	7	8		8							攻城战临安战场
931	1		2	2	4	4	4	4		4							攻城战襄阳战场
932	1		2	2	3	3	3	3		3							攻城战扬州战场
934	1		3	3	4	6	6	6									长白山顶试穿衣服
935	1		3	3	4	6	6	6									天池秘境第一层
936	1		3	3	4	6	6	6									天池秘境第二层
937	1		3	3	4	6	6	6									天池秘境第三层
938	1		3	3	4	6	6	6									天池秘境第三层
939	1		3	3	4	6	6	6									天池秘境第三层
940	1		3	3	4	6	6	6									天池秘境第三层
941	1		3	3	4	6	6	6									天池秘境第三层
942	1		3	3	4	6	6	6									天池秘境第三层
943	1		3	3	4	6	6	6									天池秘境第三层
944	1		3	3	4	6	6	6									天池秘境第三层
945	1		3	3	4	6	6	6									天池秘境第三层
946	1		3	3	4	6	6	6									天池秘境第三层
947	1		3	3	4	6	6	6									天池秘境第四层
949	1		2	2	3	3	3	3		3							试剑谷
950	1		2	3	4	6	6	6		3							恶狼谷
951	1		2	3	4	6	6	6		3							恶狼谷
952	1		2	3	4	6	6	6		3							恶狼谷
953	1		2	3	4	6	6	6		3							恶狼谷
954	1		2	3	4	6	6	6		3							恶狼谷
955	1		2	3	4	6	6	6		3							恶狼谷
956	1		2	3	4	6	6	6		3							恶狼谷
957	1		3	4	5	5	7	8									傀儡木人准备场
960	1		3	4	5	5	7	7		7							皇城司擂台
962	1		3	3	4	6	6	6									炎帝宝藏准备场新
858	1		3	3	4	6	6	6									炎帝宝藏（六)
859	1		3	3	4	6	6	6									炎帝宝藏(七)
860	1		3	3	4	6	6	6									炎帝宝藏(八)
861	1		3	3	4	6	6	6									炎帝宝藏(九)
862	1		3	3	4	6	6	6									炎帝宝藏(十)
963	1		3	4	5	5	7	8									准备场
964	1		3	4	5	5	7	8									比赛场(1)
965	1		3	4	5	5	7	8									比赛场(2)
966	1		3	4	5	5	7	8									比赛场(3)
968	1		2	2	3	3	3	3		3							月歌岛
969	1		2	2	3	3	3	3		3							月歌秘谷
972	1		2	4	1	1	7	7		7							跨服宋金报名点（初）
973	1		1	1	3	3	3	3		3							跨服宋金报名点（中）
974	1		3	3	2	2	2	2		2							跨服宋金报名点（高）
967	1		2	4	1	1	7	7									无名秘境
978	1		3	3	5	5	5	5		5							帮会城堡
979	1		1	1	1	1	1	1		1							帮会城堡
980	1		1	1	2	2	2	2		2							帮会城堡
981	1		3	3	4	6	6	6		6							帮会城堡
982	1		2	2	4	4	4	4		4							帮会城堡
983	1		2	2	3	3	3	3		3							帮会城堡
984	1		3	4	5	5	7	8		8							帮会城堡
985	1		3	3	4	6	6	6		6							汴京地宫
