MAP_ID	GAMESVR_SET_1	GAMESVR_SET_2	GAMESVR_SET_3	GAMESVR_SET_4	GAMESVR_SET_5	GAMESVR_SET_6	GAMESVR_SET_7	GAMESVR_SET_8	GAMESVR_SET_9	GAMESVR_SET_10	GAMESVR_SET_11	GAMESVR_SET_12	GAMESVR_SET_13	GAMESVR_SET_14	GAMESVR_SET_15	GAMESVR_SET_16	备注
829			1	1	1	1	1	1		1							长歌门禁地
830			2	2	2	2	3	3		3							长歌门禁地
831			2	2	3	3	4	4		4							长歌门禁地
832			3	3	4	4	5	5		5							长歌门禁地
833			3	3	5	5	6	6		6							长歌门禁地
834			4	4	5	6	7	8		8							长歌门禁地
841			3	3	5	6	6	6		6							帮会精英擂台一
842			3	3	5	6	6	6		6							帮会精英擂台二
843			3	3	5	6	6	6		6							帮会精英擂台三
844			3	3	5	6	6	6		6							帮会精英擂台四
845			3	3	5	6	6	6		6							帮会精英擂台五
846			3	3	5	6	6	6		6							帮会精英擂台六
847			3	3	5	6	6	6		6							帮会精英擂台七
848			3	3	5	6	6	6		6							帮会精英擂台八
849			1	1	2	2	2	2		2							端午节活动准备场
850			1	1	2	2	2	2		2							端午节活动地图
851			3	3	4	6	6	6		6							炎帝宝藏准备场
853			3	3	4	6	6	6		6							炎帝宝藏(一)
854			3	3	4	6	6	6		6							炎帝宝藏(二)
855			3	3	4	6	6	6		6							炎帝宝藏(三)
856			3	3	4	6	6	6		6							炎帝宝藏(四)
857			3	3	4	6	6	6		6							炎帝宝藏(五)
872			3	3	4	6	6	6		6							汴京清音
871			3	4	5	5	7	8		8							临安清音
874			3	3	4	6	6	6		6							汴京安期
873			3	4	5	5	7	8		8							临安安期
863			3	3	5	5	5	5		5							赛跑
868			2	4	1	1	7	7		7							荒漠战场（初）
869			1	1	3	3	3	3		3							荒漠战场（中）
870			3	3	2	2	2	2		2							荒漠战场（高）
876			2	4	1	1	7	7		7							古城战场（初）
877			1	1	3	3	3	3		3							古城战场（中）
878			3	3	2	2	2	2		2							古城战场（高）
882			3	3	5	5	5	5		5							赛跑准备场
886			2	4	1	1	7	7		7							荒石岭冲突战（初）
887			1	1	3	3	3	3		3							荒石岭冲突战（中）
888			3	3	2	2	2	2		2							荒石岭冲突战（高）
889			2	4	1	1	7	7		7							玉林阻击战（初）
890			1	1	3	3	3	3		3							玉林阻击战（中）
891			3	3	2	2	2	2		2							玉林阻击战（高）
892			2	2	3	3	3	3		3							梵岛秘境
893			1	1	1	1	1	1		1							汴京
894			1	1	1	1	1	1		1							石鼓镇
895			3	4	5	5	7	8		8							西山村
896			3	4	5	5	7	8		8							九州谷
897			3	3	5	6	6	6		6							名人堂
898			3	3	2	2	2	2		2							国战宋金界桥战场
899			3	3	2	2	2	2		2							国战宋金密林战场
900			3	3	2	2	2	2		2							国战宋金黄沙林战场
901			3	4	5	5	7	8		8							七夕活动
926			3	4	5	5	7	8		8							端午节活动地图
933			1	1	1	1	1	1		1							攻城战成都战场
927			3	3	4	6	6	6		6							攻城战汴京战场
928			1	1	2	2	2	2		2							攻城战大理战场
929			3	3	5	5	5	5		5							攻城战凤翔战场
930			3	4	5	5	7	8		8							攻城战临安战场
931			2	2	4	4	4	4		4							攻城战襄阳战场
932			2	2	3	3	3	3		3							攻城战扬州战场
934			3	3	4	6	6	6		3							长白山顶试穿衣服
935			3	3	4	6	6	6		3							天池秘境第一层
936			3	3	4	6	6	6		3							天池秘境第二层
937			3	3	4	6	6	6		3							天池秘境第三层
938			3	3	4	6	6	6		3							天池秘境第三层
939			3	3	4	6	6	6		3							天池秘境第三层
940			3	3	4	6	6	6		3							天池秘境第三层
941			3	3	4	6	6	6		3							天池秘境第三层
942			3	3	4	6	6	6		3							天池秘境第三层
943			3	3	4	6	6	6		3							天池秘境第三层
944			3	3	4	6	6	6		3							天池秘境第三层
945			3	3	4	6	6	6		3							天池秘境第三层
946			3	3	4	6	6	6		3							天池秘境第三层
947			3	3	4	6	6	6		3							天池秘境第四层
949			2	2	3	3	3	3		3							试剑谷
950			2	3	4	6	6	6		3							恶狼谷
951			2	3	4	6	6	6		3							恶狼谷
952			2	3	4	6	6	6		3							恶狼谷
953			2	3	4	6	6	6		3							恶狼谷
954			2	3	4	6	6	6		3							恶狼谷
955			2	3	4	6	6	6		3							恶狼谷
956			2	3	4	6	6	6		3							恶狼谷
957			3	4	5	5	7	8		8							傀儡木人准备场
960			3	4	5	5	7	7		7							皇城司擂台
962			3	3	4	6	6	6		6							炎帝宝藏准备场新
858			3	3	4	6	6	6		6							炎帝宝藏(六)
859			3	3	4	6	6	6		6							炎帝宝藏(七)
860			3	3	4	6	6	6		6							炎帝宝藏(八)
861			3	3	4	6	6	6		6							炎帝宝藏(九)
862			3	3	4	6	6	6		6							炎帝宝藏(十)
963			3	4	5	5	7	8		8							准备场
964			3	4	5	5	7	8		8							比赛场(1)
965			3	4	5	5	7	8		8							比赛场(2)
966			3	4	5	5	7	8		8							比赛场(3)
968			2	2	3	3	3	3		3							月歌岛
969			2	2	3	3	3	3		3							月歌秘谷
972			2	4	1	1	7	7		7							跨服宋金报名点（初）
973			1	1	3	3	3	3		3							跨服宋金报名点（中）
974			3	3	2	2	2	2		2							跨服宋金报名点（高）
967			2	4	1	1	7	7		7							无名秘境
978			3	3	5	5	5	5		5							帮会城堡
979			1	1	1	1	1	1		1							帮会城堡
980			1	1	2	2	2	2		2							帮会城堡
981			3	3	4	6	6	6		6							帮会城堡
982			2	2	4	4	4	4		4							帮会城堡
983			2	2	3	3	3	3		3							帮会城堡
984			3	4	5	5	7	8		8							帮会城堡
985			3	3	4	6	6	6		6							汴京地宫
